6,0.729
26,0.644
vanilla,0.514
random,0.536
4,0.519
6,0.584
8,0.495
26,0.61
vanilla,0.53
random,0.547
6,0.729
6,0.729
26,0.525
26,0.598
vanilla,0.523
random,0.535
vanilla,0.533
random,0.545
6,0.741
26,0.543
vanilla,0.513
random,0.536
