6,0.443
26,0.112
vanilla,0.221
random,0.222
4,0.264
6,0.153
8,0.201
26,0.23
vanilla,0.227
random,0.229
6,0.452
6,0.46
26,0.271
26,0.31
vanilla,0.232
vanilla,0.212
random,0.22
random,0.231
6,0.446
26,0.278
vanilla,0.229
random,0.226
