1,0.793
2,0.835
3,0.886
4,0.908
5,0.896
6,0.923
7,0.894
8,0.919
9,0.928
10,0.917
11,0.77
12,0.748
13,0.763
14,0.77
15,0.759
16,0.744
17,0.751
18,0.751
19,0.752
20,0.757
21,0.776
22,0.749
23,0.813
24,0.756
25,0.748
26,0.752
