1,0.855
2,0.946
3,0.94
4,0.925
5,0.954
6,0.928
7,0.944
8,0.937
9,0.942
10,0.941
11,0.813
12,0.871
13,0.888
14,0.874
15,0.882
16,0.88
17,0.894
18,0.873
19,0.806
20,0.812
21,0.869
22,0.809
23,0.876
24,0.881
25,0.875
26,0.869
