1,0.984
2,0.988
3,0.99
4,0.994
5,0.991
6,0.987
7,0.992
8,0.986
9,0.993
10,0.989
11,0.846
12,0.838
13,0.85
14,0.842
15,0.964
16,0.931
17,0.838
18,0.831
19,0.505
20,0.894
21,0.837
22,0.852
23,0.841
24,0.518
25,0.536
26,0.845
