1,0.802
2,0.878
3,0.938
4,0.938
5,0.949
6,0.941
7,0.938
8,0.948
9,0.943
10,0.952
11,0.749
12,0.611
13,0.746
14,0.739
15,0.738
16,0.744
17,0.619
18,0.739
19,0.737
20,0.763
21,0.763
22,0.758
23,0.762
24,0.75
25,0.62
26,0.748
