dataset,original_feature_index,feature_index,p_x1_y0,p_x1_y1,diff,abs_diff
CHEMBL204,73,73,27208.29946524064,21380.02139037433,-5828.27807486631,5828.27807486631
CHEMBL204,66,66,2812.331550802139,2405.3262032085563,-407.0053475935829,407.0053475935829
CHEMBL204,71,71,733.8609625668449,605.7326203208556,-128.1283422459893,128.1283422459893
CHEMBL204,152,152,404.27242780748674,464.6721925133692,60.39976470588249,60.39976470588249
CHEMBL204,72,72,969.8823529411765,927.8288770053476,-42.05347593582883,42.05347593582883
CHEMBL204,153,153,82.1090909090909,119.39925133689839,37.29016042780749,37.29016042780749
CHEMBL204,78,78,140.44919786096256,104.11764705882354,-36.33155080213902,36.33155080213902
CHEMBL204,63,63,299.3475935828877,278.2994652406417,-21.048128342246002,21.048128342246002
CHEMBL204,92,92,6.160427807486631,14.245989304812834,8.085561497326204,8.085561497326204
CHEMBL204,82,82,19.636363636363637,13.219251336898395,-6.417112299465241,6.417112299465241
CHEMBL204,67,67,27.764705882352942,22.16042780748663,-5.604278074866311,5.604278074866311
CHEMBL204,48,48,12.751897699000734,9.251767646648617,-3.5001300523521177,3.5001300523521177
CHEMBL204,156,156,5.315508021390374,7.791443850267379,2.475935828877005,2.475935828877005
CHEMBL204,62,62,71.2620320855615,69.65775401069519,-1.6042780748663148,1.6042780748663148
CHEMBL204,40,40,12.121246801482082,10.78715132471764,-1.3340954767644426,1.3340954767644426
CHEMBL214,73,73,25338.51968503937,24162.708661417324,-1175.8110236220455,1175.8110236220455
CHEMBL214,72,72,923.1811023622047,1041.9370078740158,118.75590551181108,118.75590551181108
CHEMBL214,66,66,2687.6692913385828,2570.9291338582675,-116.74015748031525,116.74015748031525
CHEMBL214,153,153,90.08149606299213,50.84322834645669,-39.23826771653544,39.23826771653544
CHEMBL214,152,152,410.2410000000002,384.8453779527561,-25.395622047244103,25.395622047244103
CHEMBL214,65,65,179.21259842519686,198.11023622047244,18.897637795275585,18.897637795275585
CHEMBL214,63,63,292.2834645669291,285.25984251968504,-7.023622047244089,7.023622047244089
CHEMBL214,92,92,5.7637795275590555,12.755905511811024,6.9921259842519685,6.9921259842519685
CHEMBL214,78,78,139.3228346456693,143.93700787401573,4.614173228346431,4.614173228346431
CHEMBL214,48,48,12.146562948628812,9.496994516440203,-2.649568432188609,2.649568432188609
CHEMBL214,139,139,0.37498471487183865,-1.5695644824862458,-1.9445491973580844,1.9445491973580844
CHEMBL214,62,62,70.69291338582677,69.5275590551181,-1.1653543307086665,1.1653543307086665
CHEMBL214,0,0,37.645669291338585,36.60629921259842,-1.0393700787401627,1.0393700787401627
CHEMBL214,82,82,22.20472440944882,23.244094488188978,1.0393700787401592,1.0393700787401592
CHEMBL214,127,127,7.078668470691747,7.973810438739092,0.8951419680473442,0.8951419680473442
CHEMBL218,73,73,29619.29411764706,19904.70588235294,-9714.588235294119,9714.588235294119
CHEMBL218,66,66,2956.0588235294117,2296.235294117647,-659.8235294117649,659.8235294117649
CHEMBL218,71,71,730.3921568627451,565.0392156862745,-165.3529411764706,165.3529411764706
CHEMBL218,72,72,988.1372549019608,843.8039215686274,-144.33333333333337,144.33333333333337
CHEMBL218,78,78,140.0392156862745,91.56862745098039,-48.470588235294116,48.470588235294116
CHEMBL218,63,63,306.2549019607843,268.98039215686276,-37.274509803921546,37.274509803921546
CHEMBL218,153,153,89.3806862745098,52.18392156862746,-37.19676470588234,37.19676470588234
CHEMBL218,65,65,184.2549019607843,169.6078431372549,-14.64705882352942,14.64705882352942
CHEMBL218,82,82,20.58823529411765,9.294117647058824,-11.294117647058824,11.294117647058824
CHEMBL218,67,67,27.607843137254903,19.294117647058822,-8.31372549019608,8.31372549019608
CHEMBL218,48,48,15.125555818188323,10.322087387502394,-4.803468430685928,4.803468430685928
CHEMBL218,62,62,71.70588235294117,68.25490196078431,-3.4509803921568647,3.4509803921568647
CHEMBL218,127,127,6.979053040888777,9.321327776251458,2.3422747353626807,2.3422747353626807
CHEMBL218,147,147,7.156474559481068,9.437734315939483,2.2812597564584154,2.2812597564584154
CHEMBL218,40,40,12.611332889074848,10.667135420592373,-1.944197468482475,1.944197468482475
CHEMBL220,73,73,27676.593301435405,22871.885167464116,-4804.7081339712895,4804.7081339712895
CHEMBL220,66,66,2831.9425837320573,2500.1913875598084,-331.7511961722489,331.7511961722489
CHEMBL220,72,72,1008.0191387559809,1057.6937799043062,49.67464114832535,49.67464114832535
CHEMBL220,71,71,757.7607655502393,713.311004784689,-44.44976076555031,44.44976076555031
CHEMBL220,153,153,86.82516746411484,59.6699043062201,-27.155263157894744,27.155263157894744
CHEMBL220,152,152,416.17869856459345,392.00136363636375,-24.177334928229698,24.177334928229698
CHEMBL220,63,63,300.2775119617225,284.1913875598086,-16.086124401913878,16.086124401913878
CHEMBL220,65,65,190.2488038277512,205.66507177033492,15.416267942583715,15.416267942583715
CHEMBL220,92,92,7.8086124401913874,20.038277511961724,12.229665071770336,12.229665071770336
CHEMBL220,78,78,154.8133971291866,144.5358851674641,-10.277511961722496,10.277511961722496
CHEMBL220,48,48,14.113639589686262,7.879575455303212,-6.23406413438305,6.23406413438305
CHEMBL220,82,82,24.63157894736842,22.392344497607656,-2.2392344497607652,2.2392344497607652
CHEMBL220,147,147,8.085327968135301,5.91034884502211,-2.174979123113191,2.174979123113191
CHEMBL220,127,127,7.93234270654089,5.7911233144615855,-2.1412193920793046,2.1412193920793046
CHEMBL220,135,135,0.35167464114832536,1.8538418987890188,1.5021672576406935,1.5021672576406935
CHEMBL230,73,73,27431.157894736843,25735.01754385965,-1696.1403508771946,1696.1403508771946
CHEMBL230,66,66,2826.9473684210525,2742.5263157894738,-84.42105263157873,84.42105263157873
CHEMBL230,71,71,748.6315789473684,690.9590643274854,-57.67251461988303,57.67251461988303
CHEMBL230,72,72,982.8888888888889,1036.1637426900584,53.274853801169456,53.274853801169456
CHEMBL230,78,78,147.09941520467837,120.7953216374269,-26.30409356725147,26.30409356725147
CHEMBL230,65,65,186.39766081871346,197.2280701754386,10.830409356725141,10.830409356725141
CHEMBL230,92,92,6.7368421052631575,16.140350877192983,9.403508771929825,9.403508771929825
CHEMBL230,152,152,416.4653157894738,407.57111695906445,-8.894198830409323,8.894198830409323
CHEMBL230,82,82,21.614035087719298,14.87719298245614,-6.7368421052631575,6.7368421052631575
CHEMBL230,67,67,29.05263157894737,24.56140350877193,-4.491228070175438,4.491228070175438
CHEMBL230,127,127,8.22719476699021,11.362870162801675,3.1356753958114645,3.1356753958114645
CHEMBL230,147,147,8.381874605314898,11.493522547368496,3.1116479420535974,3.1116479420535974
CHEMBL230,48,48,12.299206235523082,9.978840950270854,-2.320365285252228,2.320365285252228
CHEMBL230,139,139,0.35649527382418095,2.1228797138174493,1.7663844399932684,1.7663844399932684
CHEMBL230,153,153,87.46900584795323,86.58333333333333,-0.8856725146198983,0.8856725146198983
CHEMBL261,73,73,25304.24096385542,21850.409638554218,-3453.831325301202,3453.831325301202
CHEMBL261,66,66,2652.289156626506,2421.6506024096384,-230.63855421686776,230.63855421686776
CHEMBL261,71,71,700.0,583.8072289156627,-116.19277108433732,116.19277108433732
CHEMBL261,152,152,418.49401204819293,370.95667469879527,-47.53733734939766,47.53733734939766
CHEMBL261,78,78,135.3855421686747,98.40963855421687,-36.975903614457835,36.975903614457835
CHEMBL261,153,153,86.8239156626506,113.32234939759037,26.498433734939766,26.498433734939766
CHEMBL261,63,63,288.2168674698795,277.0843373493976,-11.132530120481931,11.132530120481931
CHEMBL261,82,82,20.313253012048193,11.566265060240964,-8.74698795180723,8.74698795180723
CHEMBL261,92,92,5.493975903614458,11.710843373493976,6.216867469879518,6.216867469879518
CHEMBL261,67,67,26.746987951807228,20.867469879518072,-5.879518072289155,5.879518072289155
CHEMBL261,72,72,913.277108433735,908.0722891566265,-5.204819277108413,5.204819277108413
CHEMBL261,154,154,3.526319277108436,1.519199036144579,-2.0071202409638573,2.0071202409638573
CHEMBL261,127,127,7.474879848865878,9.333227371282728,1.8583475224168504,1.8583475224168504
CHEMBL261,65,65,176.2289156626506,178.0843373493976,1.8554216867470075,1.8554216867470075
CHEMBL261,147,147,7.70962450078374,9.376355399305481,1.6667308985217417,1.6667308985217417
CHEMBL2973,73,73,27888.315789473683,33927.47368421053,6039.157894736843,6039.157894736843
CHEMBL2973,66,66,2852.4473684210525,3271.342105263158,418.89473684210543,418.89473684210543
CHEMBL2973,72,72,966.0,1272.8684210526317,306.8684210526317,306.8684210526317
CHEMBL2973,71,71,726.3947368421053,877.2894736842105,150.8947368421052,150.8947368421052
CHEMBL2973,78,78,143.44736842105263,188.97368421052633,45.5263157894737,45.5263157894737
