original_feature_index,feature_index,p_x1_y0,p_x1_y1,diff,abs_diff
73,73,27676.593301435405,22871.885167464116,-4804.7081339712895,4804.7081339712895
66,66,2831.9425837320573,2500.1913875598084,-331.7511961722489,331.7511961722489
72,72,1008.0191387559809,1057.6937799043062,49.67464114832535,49.67464114832535
71,71,757.7607655502393,713.311004784689,-44.44976076555031,44.44976076555031
153,153,86.82516746411484,59.6699043062201,-27.155263157894744,27.155263157894744
152,152,416.17869856459345,392.00136363636375,-24.177334928229698,24.177334928229698
63,63,300.2775119617225,284.1913875598086,-16.086124401913878,16.086124401913878
65,65,190.2488038277512,205.66507177033492,15.416267942583715,15.416267942583715
92,92,7.8086124401913874,20.038277511961724,12.229665071770336,12.229665071770336
78,78,154.8133971291866,144.5358851674641,-10.277511961722496,10.277511961722496
48,48,14.113639589686262,7.879575455303212,-6.23406413438305,6.23406413438305
82,82,24.63157894736842,22.392344497607656,-2.2392344497607652,2.2392344497607652
147,147,8.085327968135301,5.91034884502211,-2.174979123113191,2.174979123113191
127,127,7.93234270654089,5.7911233144615855,-2.1412193920793046,2.1412193920793046
135,135,0.35167464114832536,1.8538418987890188,1.5021672576406935,1.5021672576406935
40,40,12.05434491422275,10.856342735868179,-1.198002178354571,1.198002178354571
62,62,71.23444976076556,70.06698564593302,-1.1674641148325406,1.1674641148325406
139,139,0.6071386219531754,-0.5070791694963345,-1.11421779144951,1.11421779144951
0,0,37.74162679425837,36.65071770334928,-1.0909090909090935,1.0909090909090935
145,145,3.3070896908256042,2.3592990582994444,-0.9477906325261598,0.9477906325261598
24,24,11.392956918261769,10.51177252271328,-0.8811843955484893,0.8811843955484893
56,56,4.87729340494567,4.045454784768945,-0.8318386201767245,0.8318386201767245
47,47,3.5036744892625222,2.700885614320379,-0.8027888749421432,0.8027888749421432
67,67,30.392344497607656,29.70334928229665,-0.6889952153110066,0.6889952153110066
154,154,3.627523397129189,4.274679138755984,0.6471557416267952,0.6471557416267952
32,32,7.725295017459626,7.1044677230887014,-0.6208272943709243,0.6208272943709243
8,8,7.725295017459626,7.1044677230887014,-0.6208272943709243,0.6208272943709243
1,1,35.61722488038278,35.03349282296651,-0.5837320574162703,0.5837320574162703
52,52,7.786747143566362,7.22718549370845,-0.5595616498579128,0.5595616498579128
156,156,5.679425837320574,6.177033492822966,0.4976076555023923,0.4976076555023923
12,12,4.610380432893701,4.1360854075780855,-0.47429502531561507,0.47429502531561507
144,144,13.378136907793827,12.923798928058835,-0.45433797973499246,0.45433797973499246
125,125,1.5734903645792342,1.127435593375928,-0.4460547712033063,0.4460547712033063
236,236,0.5454545454545454,0.21052631578947367,-0.33492822966507174,0.33492822966507174
219,219,0.5789473684210527,0.2535885167464115,-0.3253588516746412,0.3253588516746412
288,288,0.5358851674641149,0.22966507177033493,-0.30622009569377995,0.30622009569377995
281,281,0.4880382775119617,0.18660287081339713,-0.3014354066985646,0.3014354066985646
134,134,0.0,0.2892270537426609,0.2892270537426609,0.2892270537426609
55,55,0.650488518535929,0.3669877104247585,-0.28350080811117057,0.28350080811117057
146,146,2.761452550634495,2.4921071718637515,-0.2693453787707436,0.2693453787707436
251,251,0.44019138755980863,0.1722488038277512,-0.2679425837320574,0.2679425837320574
151,151,-0.16371201753968895,-0.4275060955412517,-0.26379407800156274,0.26379407800156274
126,126,2.7308672309681064,2.470748528936791,-0.26011870203131515,0.26011870203131515
308,308,0.7990430622009569,0.5406698564593302,-0.2583732057416267,0.2583732057416267
143,143,-1.3238334776471876,-1.5798019572476802,-0.2559684796004926,0.2559684796004926
274,274,0.7464114832535885,0.49282296650717705,-0.2535885167464115,0.2535885167464115
222,222,0.6985645933014354,0.4449760765550239,-0.2535885167464115,0.2535885167464115
283,283,0.3923444976076555,0.6411483253588517,0.2488038277511962,0.2488038277511962
249,249,0.6555023923444976,0.41148325358851673,-0.24401913875598086,0.24401913875598086
252,252,0.4784688995215311,0.23923444976076555,-0.23923444976076555,0.23923444976076555
313,313,0.9521531100478469,0.722488038277512,-0.2296650717703349,0.2296650717703349
267,267,0.6985645933014354,0.4784688995215311,-0.2200956937799043,0.2200956937799043
234,234,0.47368421052631576,0.2535885167464115,-0.2200956937799043,0.2200956937799043
124,124,6.6607969926194,6.443133057009357,-0.2176639356100436,0.2176639356100436
293,293,0.4784688995215311,0.2631578947368421,-0.215311004784689,0.215311004784689
123,123,0.2535885167464115,0.4688995215311005,0.215311004784689,0.215311004784689
309,309,0.5358851674641149,0.7511961722488039,0.215311004784689,0.215311004784689
270,270,0.4784688995215311,0.6889952153110048,0.21052631578947373,0.21052631578947373
287,287,0.2822966507177033,0.07655502392344497,-0.20574162679425834,0.20574162679425834
312,312,0.6028708133971292,0.8086124401913876,0.20574162679425834,0.20574162679425834
299,299,0.9090909090909091,0.7081339712918661,-0.200956937799043,0.200956937799043
306,306,0.37799043062200954,0.5741626794258373,0.19617224880382778,0.19617224880382778
291,291,0.4449760765550239,0.24880382775119617,-0.19617224880382775,0.19617224880382775
264,264,0.4449760765550239,0.24880382775119617,-0.19617224880382775,0.19617224880382775
240,240,0.5933014354066986,0.39712918660287083,-0.19617224880382772,0.19617224880382772
237,237,0.5454545454545454,0.3492822966507177,-0.19617224880382772,0.19617224880382772
257,257,0.5885167464114832,0.7799043062200957,0.19138755980861244,0.19138755980861244
290,290,0.583732057416268,0.39712918660287083,-0.18660287081339716,0.18660287081339716
243,243,0.44019138755980863,0.6267942583732058,0.18660287081339716,0.18660287081339716
39,39,3.581299977329142,3.398742810470085,-0.18255716685905687,0.18255716685905687
258,258,0.569377990430622,0.7511961722488039,0.18181818181818188,0.18181818181818188
209,209,0.2583732057416268,0.07655502392344497,-0.18181818181818182,0.18181818181818182
242,242,0.5358851674641149,0.7177033492822966,0.18181818181818177,0.18181818181818177
295,295,0.49760765550239233,0.6746411483253588,0.1770334928229665,0.1770334928229665
271,271,0.09569377990430622,0.2727272727272727,0.1770334928229665,0.1770334928229665
300,300,0.5789473684210527,0.7511961722488039,0.1722488038277512,0.1722488038277512
226,226,0.22009569377990432,0.04784688995215311,-0.1722488038277512,0.1722488038277512
284,284,0.5789473684210527,0.7511961722488039,0.1722488038277512,0.1722488038277512
259,259,0.291866028708134,0.12440191387559808,-0.16746411483253593,0.16746411483253593
277,277,0.7416267942583732,0.5741626794258373,-0.16746411483253587,0.16746411483253587
263,263,0.4019138755980861,0.23444976076555024,-0.16746411483253587,0.16746411483253587
262,262,0.5885167464114832,0.7559808612440191,0.16746411483253587,0.16746411483253587
310,310,0.6985645933014354,0.861244019138756,0.16267942583732065,0.16267942583732065
244,244,0.37320574162679426,0.21052631578947367,-0.1626794258373206,0.1626794258373206
211,211,0.1722488038277512,0.014354066985645933,-0.15789473684210528,0.15789473684210528
218,218,0.18660287081339713,0.028708133971291867,-0.15789473684210525,0.15789473684210525
224,224,0.18660287081339713,0.028708133971291867,-0.15789473684210525,0.15789473684210525
245,245,0.28708133971291866,0.1291866028708134,-0.15789473684210525,0.15789473684210525
246,246,0.15789473684210525,0.3157894736842105,0.15789473684210525,0.15789473684210525
269,269,0.36363636363636365,0.21052631578947367,-0.15311004784688997,0.15311004784688997
215,215,0.18181818181818182,0.028708133971291867,-0.15311004784688995,0.15311004784688995
230,230,0.19138755980861244,0.03827751196172249,-0.15311004784688995,0.15311004784688995
212,212,0.18181818181818182,0.028708133971291867,-0.15311004784688995,0.15311004784688995
217,217,0.18181818181818182,0.028708133971291867,-0.15311004784688995,0.15311004784688995
60,60,-0.30275509757367186,-0.4538605074407318,-0.15110540986705995,0.15110540986705995
317,317,0.6746411483253588,0.8229665071770335,0.14832535885167464,0.14832535885167464
208,208,0.17703349282296652,0.028708133971291867,-0.14832535885167464,0.14832535885167464
28,28,0.620159492425946,0.47290731210612175,-0.1472521803198243,0.1472521803198243
221,221,0.1674641148325359,0.023923444976076555,-0.14354066985645936,0.14354066985645936
253,253,0.6172248803827751,0.4784688995215311,-0.13875598086124402,0.13875598086124402
280,280,0.14354066985645933,0.2822966507177033,0.138755980861244,0.138755980861244
296,296,0.27751196172248804,0.14354066985645933,-0.1339712918660287,0.1339712918660287
241,241,0.21052631578947367,0.07655502392344497,-0.13397129186602869,0.13397129186602869
261,261,0.4258373205741627,0.291866028708134,-0.13397129186602869,0.13397129186602869
138,138,0.9852094145995515,0.8519912793704271,-0.1332181352291244,0.1332181352291244
23,23,3.490895094798506,3.3582243343508242,-0.13267076044768178,0.13267076044768178
18,18,4.187503452540467,4.05515616802326,-0.13234728451720645,0.13234728451720645
275,275,0.5885167464114832,0.7177033492822966,0.1291866028708134,0.1291866028708134
307,307,0.6650717703349283,0.5358851674641149,-0.1291866028708134,0.1291866028708134
278,278,0.8660287081339713,0.7368421052631579,-0.1291866028708134,0.1291866028708134
216,216,0.1674641148325359,0.0430622009569378,-0.1244019138755981,0.1244019138755981
285,285,0.507177033492823,0.631578947368421,0.12440191387559807,0.12440191387559807
314,314,0.6028708133971292,0.7272727272727273,0.12440191387559807,0.12440191387559807
248,248,0.45454545454545453,0.33014354066985646,-0.12440191387559807,0.12440191387559807
195,195,0.3157894736842105,0.19138755980861244,-0.12440191387559807,0.12440191387559807
148,148,0.7719914793790242,0.8953017254639529,0.12331024608492869,0.12331024608492869
31,31,3.0334029335808954,2.9113647247101544,-0.12203820887074102,0.12203820887074102
7,7,3.0334029335808954,2.9113647247101544,-0.12203820887074102,0.12203820887074102
265,265,0.19138755980861244,0.31100478468899523,0.11961722488038279,0.11961722488038279
238,238,0.24880382775119617,0.1291866028708134,-0.11961722488038276,0.11961722488038276
292,292,0.5358851674641149,0.42105263157894735,-0.11483253588516751,0.11483253588516751
273,273,0.24880382775119617,0.36363636363636365,0.11483253588516748,0.11483253588516748
199,199,0.2535885167464115,0.13875598086124402,-0.11483253588516745,0.11483253588516745
304,304,0.6028708133971292,0.7177033492822966,0.1148325358851674,0.1148325358851674
51,51,3.0478759884109623,2.936847317472782,-0.11102867093818025,0.11102867093818025
190,190,0.1291866028708134,0.019138755980861243,-0.11004784688995216,0.11004784688995216
260,260,0.22009569377990432,0.11004784688995216,-0.11004784688995216,0.11004784688995216
254,254,0.507177033492823,0.39712918660287083,-0.11004784688995212,0.11004784688995212
142,142,-0.16811991576050506,-0.06191738733767559,0.10620252842282946,0.10620252842282946
247,247,0.3875598086124402,0.2822966507177033,-0.10526315789473689,0.10526315789473689
214,214,0.22488038277511962,0.33014354066985646,0.10526315789473684,0.10526315789473684
298,298,0.18181818181818182,0.28708133971291866,0.10526315789473684,0.10526315789473684
250,250,0.3923444976076555,0.49282296650717705,0.10047846889952156,0.10047846889952156
189,189,0.11961722488038277,0.019138755980861243,-0.10047846889952153,0.10047846889952153
272,272,0.22009569377990432,0.32057416267942584,0.10047846889952153,0.10047846889952153
150,150,0.7411516769269899,0.6491871038054134,-0.09196457312157647,0.09196457312157647
6,6,2.936971445907118,2.8456476386092158,-0.09132380729790235,0.09132380729790235
30,30,2.936971445907118,2.8456476386092158,-0.09132380729790235,0.09132380729790235
182,182,0.12440191387559808,0.03349282296650718,-0.09090909090909091,0.09090909090909091
279,279,0.6698564593301436,0.7607655502392344,0.09090909090909083,0.09090909090909083
54,54,0.24346107068618003,0.15399945222746464,-0.08946161845871539,0.08946161845871539
266,266,0.2822966507177033,0.3684210526315789,0.0861244019138756,0.0861244019138756
149,149,0.8223702613428983,0.9048431820127393,0.08247292066984102,0.08247292066984102
200,200,0.0861244019138756,0.004784688995215311,-0.0813397129186603,0.0813397129186603
286,286,0.5789473684210527,0.6602870813397129,0.08133971291866027,0.08133971291866027
225,225,0.07655502392344497,0.0,-0.07655502392344497,0.07655502392344497
198,198,0.10526315789473684,0.028708133971291867,-0.07655502392344497,0.07655502392344497
11,11,1.8452292161996182,1.7687619034682263,-0.07646731273139196,0.07646731273139196
302,302,0.8660287081339713,0.937799043062201,0.0717703349282297,0.0717703349282297
206,206,0.03349282296650718,0.09569377990430622,0.06220095693779904,0.06220095693779904
179,179,0.07655502392344497,0.014354066985645933,-0.06220095693779904,0.06220095693779904
256,256,0.13875598086124402,0.20095693779904306,0.062200956937799035,0.062200956937799035
231,231,0.16267942583732056,0.10047846889952153,-0.062200956937799035,0.062200956937799035
194,194,0.07177033492822966,0.014354066985645933,-0.05741626794258373,0.05741626794258373
207,207,0.04784688995215311,0.10526315789473684,0.057416267942583726,0.057416267942583726
268,268,0.6794258373205742,0.7368421052631579,0.0574162679425837,0.0574162679425837
318,318,0.9904306220095693,0.9330143540669856,-0.0574162679425837,0.0574162679425837
38,38,2.4848386051026967,2.430433376800592,-0.05440522830210481,0.05440522830210481
311,311,0.7416267942583732,0.7942583732057417,0.052631578947368474,0.052631578947368474
180,180,0.019138755980861243,0.07177033492822966,0.05263157894736842,0.05263157894736842
136,136,3.272238250897067,3.3205572511867647,0.04831900028969782,0.04831900028969782
228,228,0.13875598086124402,0.09090909090909091,-0.04784688995215311,0.04784688995215311
181,181,0.10526315789473684,0.05741626794258373,-0.0478468899521531,0.0478468899521531
27,27,-1.6168936115489687,-1.5703490567322447,0.04654455481672404,0.04654455481672404
16,16,-1.0528143749578665,-1.0074147263516993,0.04539964860616719,0.04539964860616719
233,233,0.07655502392344497,0.11961722488038277,0.0430622009569378,0.0430622009569378
59,59,1.1608379340884958,1.1187584747702959,-0.0420794593181999,0.0420794593181999
129,129,0.69548492245347,0.6565195918995068,-0.03896533055396323,0.03896533055396323
131,131,-0.5595199771221678,-0.5210378513117473,0.03848212581042054,0.03848212581042054
232,232,0.5598086124401914,0.5215311004784688,-0.03827751196172258,0.03827751196172258
174,174,0.03827751196172249,0.0,-0.03827751196172249,0.03827751196172249
130,130,0.02462652200013451,-0.01015831455547738,-0.03478483655561189,0.03478483655561189
204,204,0.09569377990430622,0.06220095693779904,-0.03349282296650718,0.03349282296650718
289,289,0.3875598086124402,0.42105263157894735,0.03349282296650713,0.03349282296650713
20,20,-0.8412936469646,-0.8110791811005585,0.030214465864041418,0.030214465864041418
46,46,0.072354380398975,0.04324693464552463,-0.029107445753450374,0.029107445753450374
155,155,0.5789473684210527,0.5502392344497608,-0.028708133971291905,0.028708133971291905
321,321,0.9282296650717703,0.9569377990430622,0.028708133971291905,0.028708133971291905
301,301,0.6650717703349283,0.69377990430622,0.028708133971291794,0.028708133971291794
15,15,-0.22404849637085988,-0.2505321276045164,-0.02648363123365649,0.02648363123365649
37,37,1.8863489605047277,1.910606120599425,0.02425716009469725,0.02425716009469725
297,297,0.3014354066985646,0.27751196172248804,-0.02392344497607657,0.02392344497607657
202,202,0.0430622009569378,0.019138755980861243,-0.02392344497607656,0.02392344497607656
276,276,0.07655502392344497,0.10047846889952153,0.023923444976076555,0.023923444976076555
168,168,0.023923444976076555,0.0,-0.023923444976076555,0.023923444976076555
137,137,0.4290930424377985,0.4485620294675563,0.0194689870297578,0.0194689870297578
210,210,0.1339712918660287,0.11483253588516747,-0.019138755980861247,0.019138755980861247
193,193,0.11483253588516747,0.09569377990430622,-0.019138755980861247,0.019138755980861247
176,176,0.028708133971291867,0.04784688995215311,0.019138755980861243,0.019138755980861243
255,255,0.6889952153110048,0.7081339712918661,0.019138755980861233,0.019138755980861233
229,229,0.22488038277511962,0.24401913875598086,0.019138755980861233,0.019138755980861233
109,109,0.9473684210526315,0.9282296650717703,-0.019138755980861233,0.019138755980861233
294,294,0.9043062200956937,0.8851674641148325,-0.019138755980861233,0.019138755980861233
305,305,0.7607655502392344,0.7799043062200957,0.019138755980861233,0.019138755980861233
98,98,0.9473684210526315,0.9282296650717703,-0.019138755980861233,0.019138755980861233
303,303,0.5502392344497608,0.5311004784688995,-0.019138755980861233,0.019138755980861233
140,140,0.5282907663203652,0.5096298707752825,-0.018660895545082656,0.018660895545082656
19,19,-0.10691790239578831,-0.12417677195205977,-0.017258869556271456,0.017258869556271456
17,17,7.658184563383609,7.672646257921099,0.014461694537489578,0.014461694537489578
203,203,0.03349282296650718,0.019138755980861243,-0.014354066985645935,0.014354066985645935
183,183,0.0,0.014354066985645933,0.014354066985645933,0.014354066985645933
220,220,0.023923444976076555,0.03827751196172249,0.014354066985645932,0.014354066985645932
