CHEMBL2973_147,128,114,139,144,83,111,60,52,100,134,106,107,53,131,84,130,38,123,132,127,117,110,73,57,96,115,33,11,141,92,90,116,66,101,88,85,112,149,138,95,62,80,97,157,69,143,105,32,87,142,148,155,54,140,76,82,43,146,89,129,37,71,17,47,156,150,133,159,94,91,72,79,50,42,86,25,152,59,98,113,75,165,164,163,162,161,160,135,136,137,154,153,151,147,145,158,166,120,121,126,125,122,124,64,65,67,68,70,78,77,74,93,81,109,108,104,102,103,99,118,119,48,55,61,49,51,46,40,41,45,44,36,63,58,56,35,34,39,29,28,27,26,31,24,23,21,22,20,19,18,30,16,15,13,14,12,10,9,8,7,6,5,4,3,2,1,0,
CHEMBL2973_147,(np.int64(155), 28),(np.int64(158), 28),(np.int64(154), 26),(np.int64(160), 24),(np.int64(157), 23),(np.int64(156), 19),(np.int64(161), 17),(np.int64(159), 16),(np.int64(153), 13),(np.int64(111), 11),(np.int64(144), 10),(np.int64(128), 10),(np.int64(114), 9),(np.int64(83), 9),(np.int64(100), 9),(np.int64(162), 8),(np.int64(106), 8),(np.int64(60), 7),(np.int64(139), 7),(np.int64(132), 6),(np.int64(117), 6),(np.int64(127), 6),(np.int64(53), 6),(np.int64(107), 6),(np.int64(52), 6),(np.int64(134), 6),(np.int64(90), 5),(np.int64(152), 5),(np.int64(112), 5),(np.int64(110), 5),(np.int64(38), 5),(np.int64(84), 5),(np.int64(116), 5),(np.int64(97), 4),(np.int64(73), 4),(np.int64(123), 4),(np.int64(131), 4),(np.int64(96), 4),(np.int64(130), 4),(np.int64(92), 4),(np.int64(85), 4),(np.int64(33), 4),(np.int64(57), 3),(np.int64(143), 3),(np.int64(62), 3),(np.int64(101), 3),(np.int64(138), 3),(np.int64(69), 3),(np.int64(80), 3),(np.int64(149), 3),(np.int64(11), 3),(np.int64(95), 2),(np.int64(82), 2),(np.int64(66), 2),(np.int64(76), 2),(np.int64(43), 2),(np.int64(146), 2),(np.int64(141), 2),(np.int64(115), 2),(np.int64(54), 2),(np.int64(129), 2),(np.int64(87), 2),(np.int64(89), 2),(np.int64(105), 2),(np.int64(88), 2),(np.int64(148), 2),(np.int64(140), 2),(np.int64(32), 2),(np.int64(142), 2),(np.int64(150), 1),(np.int64(50), 1),(np.int64(79), 1),(np.int64(42), 1),(np.int64(47), 1),(np.int64(72), 1),(np.int64(166), 1),(np.int64(98), 1),(np.int64(59), 1),(np.int64(75), 1),(np.int64(113), 1),(np.int64(17), 1),(np.int64(133), 1),(np.int64(71), 1),(np.int64(91), 1),(np.int64(25), 1),(np.int64(86), 1),(np.int64(94), 1),(np.int64(37), 1),(np.int64(163), 1),(np.int64(164), 1),(np.int64(165), 1),
