CHEMBL2973_124,114,107,84,128,144,129,85,111,134,132,38,116,80,60,138,117,155,118,127,42,101,131,73,123,135,146,136,96,81,148,53,139,98,54,83,130,67,112,106,157,95,74,122,142,100,92,133,33,52,110,86,97,121,55,72,137,149,159,150,87,90,162,164,75,115,66,125,103,156,143,141,61,69,37,126,36,43,51,62,147,93,65,163,91,113,105,161,140,153,154,158,152,145,151,160,165,166,99,102,109,124,120,119,64,71,70,68,76,77,78,79,88,89,94,82,104,108,56,57,48,49,50,63,59,58,47,46,40,41,45,44,39,35,34,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,
CHEMBL2973_124,(np.int64(155), 27),(np.int64(158), 27),(np.int64(160), 26),(np.int64(157), 26),(np.int64(161), 22),(np.int64(154), 19),(np.int64(159), 18),(np.int64(156), 17),(np.int64(162), 14),(np.int64(114), 12),(np.int64(153), 12),(np.int64(107), 11),(np.int64(128), 10),(np.int64(85), 9),(np.int64(163), 9),(np.int64(144), 8),(np.int64(111), 8),(np.int64(132), 7),(np.int64(134), 7),(np.int64(84), 7),(np.int64(129), 7),(np.int64(80), 7),(np.int64(116), 6),(np.int64(117), 6),(np.int64(38), 5),(np.int64(127), 5),(np.int64(42), 5),(np.int64(98), 5),(np.int64(138), 5),(np.int64(81), 4),(np.int64(123), 4),(np.int64(60), 4),(np.int64(73), 4),(np.int64(131), 4),(np.int64(101), 4),(np.int64(118), 4),(np.int64(92), 3),(np.int64(112), 3),(np.int64(96), 3),(np.int64(152), 3),(np.int64(136), 3),(np.int64(67), 3),(np.int64(142), 3),(np.int64(139), 3),(np.int64(100), 3),(np.int64(148), 3),(np.int64(106), 3),(np.int64(135), 3),(np.int64(83), 3),(np.int64(146), 3),(np.int64(149), 2),(np.int64(86), 2),(np.int64(122), 2),(np.int64(110), 2),(np.int64(52), 2),(np.int64(54), 2),(np.int64(74), 2),(np.int64(137), 2),(np.int64(164), 2),(np.int64(121), 2),(np.int64(90), 2),(np.int64(95), 2),(np.int64(97), 2),(np.int64(113), 2),(np.int64(130), 2),(np.int64(133), 2),(np.int64(55), 2),(np.int64(33), 2),(np.int64(53), 2),(np.int64(87), 2),(np.int64(150), 2),(np.int64(126), 1),(np.int64(141), 1),(np.int64(66), 1),(np.int64(115), 1),(np.int64(147), 1),(np.int64(69), 1),(np.int64(75), 1),(np.int64(51), 1),(np.int64(61), 1),(np.int64(91), 1),(np.int64(125), 1),(np.int64(103), 1),(np.int64(36), 1),(np.int64(72), 1),(np.int64(65), 1),(np.int64(93), 1),(np.int64(143), 1),(np.int64(105), 1),(np.int64(62), 1),(np.int64(43), 1),(np.int64(37), 1),
