CHEMBL2973_151,117,107,114,134,92,106,111,97,127,123,38,87,130,100,53,86,85,80,112,60,110,90,144,73,131,98,93,91,141,136,52,157,139,146,43,37,142,160,138,33,119,42,132,113,94,88,101,96,128,155,118,104,51,133,148,81,152,116,126,129,59,61,47,36,95,79,108,70,62,32,154,122,149,137,143,55,103,74,89,109,150,66,121,145,135,17,84,124,140,158,156,153,159,151,161,164,163,165,166,162,147,120,125,64,65,67,68,71,69,75,72,78,76,77,83,82,105,102,99,115,48,50,49,63,58,57,54,40,41,45,44,46,39,34,56,35,31,29,30,27,26,25,28,24,23,21,22,20,19,18,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,
CHEMBL2973_151,(np.int64(158), 29),(np.int64(157), 27),(np.int64(155), 27),(np.int64(156), 27),(np.int64(154), 24),(np.int64(160), 22),(np.int64(153), 16),(np.int64(161), 13),(np.int64(159), 13),(np.int64(117), 11),(np.int64(107), 11),(np.int64(106), 9),(np.int64(112), 8),(np.int64(97), 8),(np.int64(134), 8),(np.int64(92), 7),(np.int64(114), 7),(np.int64(100), 7),(np.int64(38), 7),(np.int64(123), 6),(np.int64(127), 6),(np.int64(111), 6),(np.int64(91), 5),(np.int64(85), 5),(np.int64(93), 5),(np.int64(130), 5),(np.int64(141), 5),(np.int64(110), 5),(np.int64(80), 5),(np.int64(86), 5),(np.int64(162), 5),(np.int64(152), 5),(np.int64(98), 5),(np.int64(73), 4),(np.int64(60), 4),(np.int64(52), 4),(np.int64(144), 4),(np.int64(43), 4),(np.int64(131), 4),(np.int64(88), 3),(np.int64(53), 3),(np.int64(119), 3),(np.int64(81), 3),(np.int64(33), 3),(np.int64(90), 3),(np.int64(128), 3),(np.int64(113), 3),(np.int64(132), 3),(np.int64(37), 3),(np.int64(94), 3),(np.int64(87), 3),(np.int64(136), 2),(np.int64(126), 2),(np.int64(61), 2),(np.int64(51), 2),(np.int64(59), 2),(np.int64(96), 2),(np.int64(104), 2),(np.int64(118), 2),(np.int64(138), 2),(np.int64(36), 2),(np.int64(133), 2),(np.int64(79), 2),(np.int64(42), 2),(np.int64(139), 2),(np.int64(47), 2),(np.int64(95), 2),(np.int64(129), 2),(np.int64(146), 2),(np.int64(101), 2),(np.int64(142), 2),(np.int64(163), 2),(np.int64(148), 2),(np.int64(108), 1),(np.int64(122), 1),(np.int64(109), 1),(np.int64(17), 1),(np.int64(116), 1),(np.int64(89), 1),(np.int64(149), 1),(np.int64(124), 1),(np.int64(143), 1),(np.int64(74), 1),(np.int64(145), 1),(np.int64(137), 1),(np.int64(55), 1),(np.int64(103), 1),(np.int64(62), 1),(np.int64(135), 1),(np.int64(70), 1),(np.int64(66), 1),(np.int64(150), 1),(np.int64(32), 1),(np.int64(121), 1),(np.int64(84), 1),
