CHEMBL2973_111,117,110,111,123,141,92,128,144,52,101,38,114,139,80,130,84,107,127,91,154,112,43,143,97,85,93,86,116,62,131,95,106,73,60,134,135,79,100,82,81,133,94,53,98,104,121,69,148,142,129,157,124,33,71,165,50,83,54,108,151,150,159,149,90,88,162,155,132,74,138,136,105,99,125,96,42,87,66,64,156,146,164,76,47,37,113,161,140,137,147,158,152,153,145,160,166,163,109,122,102,103,126,115,65,67,70,68,77,78,75,72,89,119,118,120,56,57,63,61,48,49,51,55,59,58,44,46,40,41,45,39,36,35,34,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,
CHEMBL2973_111,(np.int64(157), 28),(np.int64(155), 27),(np.int64(154), 27),(np.int64(158), 26),(np.int64(160), 23),(np.int64(156), 21),(np.int64(159), 19),(np.int64(161), 16),(np.int64(153), 16),(np.int64(117), 13),(np.int64(110), 13),(np.int64(111), 11),(np.int64(128), 8),(np.int64(144), 8),(np.int64(123), 8),(np.int64(92), 6),(np.int64(112), 6),(np.int64(141), 6),(np.int64(38), 6),(np.int64(101), 6),(np.int64(80), 6),(np.int64(162), 6),(np.int64(43), 5),(np.int64(97), 5),(np.int64(84), 5),(np.int64(107), 5),(np.int64(139), 5),(np.int64(93), 5),(np.int64(129), 5),(np.int64(91), 5),(np.int64(116), 4),(np.int64(114), 4),(np.int64(127), 4),(np.int64(85), 4),(np.int64(131), 4),(np.int64(106), 4),(np.int64(62), 4),(np.int64(86), 4),(np.int64(52), 4),(np.int64(82), 3),(np.int64(79), 3),(np.int64(143), 3),(np.int64(134), 3),(np.int64(95), 3),(np.int64(133), 3),(np.int64(100), 3),(np.int64(130), 3),(np.int64(73), 3),(np.int64(81), 3),(np.int64(94), 3),(np.int64(135), 3),(np.int64(53), 3),(np.int64(98), 3),(np.int64(90), 3),(np.int64(150), 2),(np.int64(165), 2),(np.int64(142), 2),(np.int64(60), 2),(np.int64(33), 2),(np.int64(54), 2),(np.int64(108), 2),(np.int64(148), 2),(np.int64(104), 2),(np.int64(88), 2),(np.int64(83), 2),(np.int64(71), 2),(np.int64(149), 2),(np.int64(124), 2),(np.int64(152), 2),(np.int64(74), 1),(np.int64(136), 1),(np.int64(42), 1),(np.int64(125), 1),(np.int64(64), 1),(np.int64(96), 1),(np.int64(113), 1),(np.int64(87), 1),(np.int64(163), 1),(np.int64(138), 1),(np.int64(66), 1),(np.int64(121), 1),(np.int64(146), 1),(np.int64(76), 1),(np.int64(37), 1),(np.int64(69), 1),(np.int64(47), 1),(np.int64(132), 1),(np.int64(105), 1),(np.int64(151), 1),(np.int64(50), 1),(np.int64(99), 1),(np.int64(164), 1),
