ranking,131,62,129,128,110,54,98,124,92,105,106,139,107,133,134,38,85,122,87,136,93,94,97,90,95,103,114,125,52,151,160,104,80,127,84,79,144,120,86,112,116,123,113,117,42,155,126,78,143,46,132,115,66,91,81,138,154,108,71,23,135,109,88,111,146,150,53,121,83,89,137,141,149,159,75,69,25,158,100,29,47,145,101,119,65,77,96,152,41,157,68,43,48,24,130,72,37,153,164,99,163,147,142,118,74,57,102,82,49,36,19,140,148,156,161,165,166,162,76,64,67,70,73,51,50,55,56,40,44,45,63,60,59,58,61,32,33,34,35,39,30,28,31,27,26,21,22,20,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,
frequency,(np.int64(136), 75),(np.int64(117), 75),(np.int64(92), 75),(np.int64(127), 75),(np.int64(104), 75),(np.int64(80), 75),(np.int64(152), 75),(np.int64(132), 75),(np.int64(43), 75),(np.int64(159), 75),(np.int64(161), 75),(np.int64(160), 75),(np.int64(155), 75),(np.int64(157), 75),(np.int64(158), 75),(np.int64(151), 75),(np.int64(150), 75),(np.int64(162), 75),(np.int64(163), 75),(np.int64(156), 75),(np.int64(146), 75),(np.int64(154), 75),(np.int64(153), 75),(np.int64(144), 75),(np.int64(145), 75),(np.int64(141), 75),(np.int64(143), 75),(np.int64(140), 75),(np.int64(139), 75),(np.int64(138), 75),(np.int64(142), 75),(np.int64(137), 75),(np.int64(135), 75),(np.int64(149), 75),(np.int64(148), 75),(np.int64(147), 75),(np.int64(166), 75),(np.int64(165), 75),(np.int64(164), 75),(np.int64(128), 75),(np.int64(129), 75),(np.int64(130), 75),(np.int64(131), 75),(np.int64(133), 75),(np.int64(134), 75),(np.int64(123), 75),(np.int64(122), 75),(np.int64(120), 75),(np.int64(119), 75),(np.int64(118), 75),(np.int64(116), 75),(np.int64(115), 75),(np.int64(114), 75),(np.int64(121), 75),(np.int64(125), 75),(np.int64(112), 75),(np.int64(111), 75),(np.int64(109), 75),(np.int64(110), 75),(np.int64(108), 75),(np.int64(107), 75),(np.int64(106), 75),(np.int64(105), 75),(np.int64(103), 75),(np.int64(102), 75),(np.int64(101), 75),(np.int64(100), 75),(np.int64(99), 75),(np.int64(98), 75),(np.int64(113), 75),(np.int64(126), 75),(np.int64(96), 75),(np.int64(97), 75),(np.int64(94), 75),(np.int64(95), 75),(np.int64(91), 75),(np.int64(90), 75),(np.int64(89), 75),(np.int64(93), 75),(np.int64(88), 75),(np.int64(87), 75),(np.int64(85), 75),(np.int64(86), 75),(np.int64(84), 75),(np.int64(83), 75),(np.int64(82), 75),(np.int64(81), 75),(np.int64(79), 75),(np.int64(78), 75),(np.int64(77), 75),(np.int64(76), 75),(np.int64(75), 75),(np.int64(74), 75),(np.int64(73), 75),(np.int64(72), 75),(np.int64(71), 75),(np.int64(70), 75),(np.int64(69), 75),(np.int64(68), 75),(np.int64(67), 75),(np.int64(66), 75),(np.int64(65), 75),(np.int64(124), 75),(np.int64(64), 75),(np.int64(63), 75),(np.int64(61), 75),(np.int64(62), 75),(np.int64(59), 75),(np.int64(58), 75),(np.int64(57), 75),(np.int64(60), 75),(np.int64(55), 75),(np.int64(54), 75),(np.int64(53), 75),(np.int64(52), 75),(np.int64(51), 75),(np.int64(50), 75),(np.int64(49), 75),(np.int64(56), 75),(np.int64(48), 75),(np.int64(47), 75),(np.int64(45), 75),(np.int64(46), 75),(np.int64(44), 75),(np.int64(42), 75),(np.int64(41), 75),(np.int64(40), 75),(np.int64(39), 75),(np.int64(38), 75),(np.int64(37), 75),(np.int64(36), 75),(np.int64(35), 75),(np.int64(34), 75),(np.int64(33), 75),(np.int64(32), 75),(np.int64(31), 75),(np.int64(30), 75),(np.int64(29), 75),(np.int64(28), 75),(np.int64(27), 75),(np.int64(26), 75),(np.int64(25), 75),(np.int64(24), 75),(np.int64(23), 75),(np.int64(22), 75),(np.int64(21), 75),(np.int64(20), 75),(np.int64(19), 75),(np.int64(18), 75),(np.int64(17), 75),(np.int64(16), 75),(np.int64(15), 75),(np.int64(14), 75),(np.int64(13), 75),(np.int64(12), 75),(np.int64(11), 75),(np.int64(10), 75),(np.int64(9), 75),(np.int64(8), 75),(np.int64(7), 75),(np.int64(6), 75),(np.int64(5), 75),(np.int64(4), 75),(np.int64(3), 75),(np.int64(2), 75),(np.int64(1), 75),(np.int64(0), 75),
