CHEMBL2973_151,134,143,127,107,83,84,33,110,114,60,117,139,85,144,87,93,128,112,72,100,94,42,132,141,89,101,113,140,38,52,157,130,135,131,129,86,61,146,24,142,73,96,155,95,103,106,147,50,57,116,80,62,105,97,109,133,152,90,111,118,74,71,164,66,37,120,102,151,156,137,136,36,25,27,43,46,77,75,26,149,82,124,91,54,121,88,123,138,154,158,159,153,150,148,145,163,162,166,165,161,160,126,125,64,65,67,68,70,69,79,78,76,81,92,122,104,108,98,99,115,119,51,53,48,49,58,47,40,41,45,44,55,59,56,63,32,34,35,39,28,29,30,31,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,
CHEMBL2973_151,(np.int64(158), 30),(np.int64(157), 29),(np.int64(160), 26),(np.int64(155), 25),(np.int64(154), 19),(np.int64(156), 19),(np.int64(161), 17),(np.int64(159), 16),(np.int64(134), 15),(np.int64(107), 13),(np.int64(127), 13),(np.int64(83), 12),(np.int64(162), 12),(np.int64(143), 12),(np.int64(33), 8),(np.int64(153), 8),(np.int64(117), 7),(np.int64(114), 7),(np.int64(110), 7),(np.int64(144), 6),(np.int64(85), 6),(np.int64(163), 6),(np.int64(60), 6),(np.int64(93), 5),(np.int64(87), 5),(np.int64(139), 5),(np.int64(94), 5),(np.int64(100), 5),(np.int64(84), 5),(np.int64(72), 4),(np.int64(132), 4),(np.int64(141), 4),(np.int64(112), 4),(np.int64(152), 4),(np.int64(42), 4),(np.int64(113), 4),(np.int64(129), 4),(np.int64(90), 3),(np.int64(38), 3),(np.int64(130), 3),(np.int64(131), 3),(np.int64(89), 3),(np.int64(140), 3),(np.int64(142), 3),(np.int64(128), 3),(np.int64(97), 3),(np.int64(52), 3),(np.int64(96), 2),(np.int64(101), 2),(np.int64(73), 2),(np.int64(116), 2),(np.int64(50), 2),(np.int64(135), 2),(np.int64(95), 2),(np.int64(62), 2),(np.int64(111), 2),(np.int64(105), 2),(np.int64(133), 2),(np.int64(109), 2),(np.int64(146), 2),(np.int64(118), 2),(np.int64(103), 2),(np.int64(24), 2),(np.int64(86), 2),(np.int64(106), 2),(np.int64(57), 2),(np.int64(80), 2),(np.int64(151), 1),(np.int64(149), 1),(np.int64(46), 1),(np.int64(136), 1),(np.int64(27), 1),(np.int64(61), 1),(np.int64(166), 1),(np.int64(26), 1),(np.int64(66), 1),(np.int64(123), 1),(np.int64(137), 1),(np.int64(121), 1),(np.int64(54), 1),(np.int64(91), 1),(np.int64(124), 1),(np.int64(71), 1),(np.int64(147), 1),(np.int64(25), 1),(np.int64(77), 1),(np.int64(36), 1),(np.int64(43), 1),(np.int64(37), 1),(np.int64(82), 1),(np.int64(88), 1),(np.int64(74), 1),(np.int64(102), 1),(np.int64(120), 1),(np.int64(75), 1),(np.int64(164), 1),
