CHEMBL2973_142,128,85,111,135,123,144,117,93,52,90,94,107,86,132,38,116,69,134,80,100,53,110,101,139,130,129,143,137,62,157,96,84,133,152,37,79,95,60,36,92,138,98,103,106,104,75,77,126,83,142,105,81,136,131,72,57,114,112,25,91,164,97,127,149,113,66,146,61,124,73,54,147,141,145,115,42,118,99,67,109,88,47,165,163,162,161,160,140,154,155,156,159,148,151,158,153,150,166,122,102,108,119,121,64,65,70,68,71,78,76,74,87,89,82,120,125,56,59,58,48,49,50,51,55,44,45,46,40,41,43,39,35,34,33,63,32,31,29,30,28,27,26,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,
CHEMBL2973_142,(np.int64(157), 31),(np.int64(158), 30),(np.int64(160), 28),(np.int64(155), 25),(np.int64(161), 23),(np.int64(156), 21),(np.int64(154), 21),(np.int64(159), 18),(np.int64(85), 11),(np.int64(153), 11),(np.int64(128), 10),(np.int64(111), 10),(np.int64(135), 8),(np.int64(117), 8),(np.int64(52), 8),(np.int64(123), 7),(np.int64(162), 7),(np.int64(144), 7),(np.int64(132), 6),(np.int64(107), 6),(np.int64(93), 6),(np.int64(100), 5),(np.int64(116), 5),(np.int64(80), 5),(np.int64(38), 5),(np.int64(94), 5),(np.int64(90), 5),(np.int64(152), 5),(np.int64(129), 4),(np.int64(134), 4),(np.int64(133), 4),(np.int64(143), 4),(np.int64(101), 4),(np.int64(110), 4),(np.int64(69), 4),(np.int64(86), 4),(np.int64(137), 4),(np.int64(37), 4),(np.int64(96), 3),(np.int64(97), 3),(np.int64(130), 3),(np.int64(92), 3),(np.int64(166), 3),(np.int64(98), 3),(np.int64(95), 3),(np.int64(53), 3),(np.int64(62), 3),(np.int64(138), 3),(np.int64(103), 3),(np.int64(79), 3),(np.int64(139), 3),(np.int64(36), 2),(np.int64(25), 2),(np.int64(163), 2),(np.int64(126), 2),(np.int64(91), 2),(np.int64(142), 2),(np.int64(112), 2),(np.int64(60), 2),(np.int64(164), 2),(np.int64(57), 2),(np.int64(75), 2),(np.int64(81), 2),(np.int64(104), 2),(np.int64(131), 2),(np.int64(106), 2),(np.int64(127), 2),(np.int64(136), 2),(np.int64(105), 2),(np.int64(77), 2),(np.int64(83), 2),(np.int64(84), 2),(np.int64(109), 1),(np.int64(115), 1),(np.int64(88), 1),(np.int64(145), 1),(np.int64(99), 1),(np.int64(114), 1),(np.int64(67), 1),(np.int64(61), 1),(np.int64(73), 1),(np.int64(72), 1),(np.int64(141), 1),(np.int64(47), 1),(np.int64(146), 1),(np.int64(66), 1),(np.int64(124), 1),(np.int64(113), 1),(np.int64(147), 1),(np.int64(149), 1),(np.int64(118), 1),(np.int64(54), 1),(np.int64(42), 1),(np.int64(165), 1),
