CHEMBL2973_123,144,128,111,130,84,141,85,53,117,101,132,139,134,116,127,94,90,33,110,38,100,143,107,79,95,106,135,80,52,97,129,69,123,115,17,75,136,150,112,124,96,73,42,66,108,145,60,62,157,92,72,57,25,54,43,138,37,152,74,86,98,93,126,36,71,113,122,148,133,156,142,105,109,83,11,89,64,91,82,131,137,140,147,163,162,161,160,165,166,164,159,149,151,146,158,153,154,155,99,125,121,119,114,65,67,70,68,78,76,77,81,87,88,118,120,104,102,103,56,48,49,50,51,55,59,47,46,40,41,45,44,39,58,61,63,32,34,35,29,28,27,26,31,24,23,21,22,20,19,18,30,16,15,13,14,12,10,9,8,7,6,5,4,3,2,1,0,
CHEMBL2973_123,(np.int64(158), 31),(np.int64(160), 31),(np.int64(157), 27),(np.int64(155), 25),(np.int64(154), 23),(np.int64(159), 20),(np.int64(161), 20),(np.int64(156), 17),(np.int64(144), 16),(np.int64(153), 13),(np.int64(111), 12),(np.int64(128), 11),(np.int64(162), 10),(np.int64(85), 9),(np.int64(117), 8),(np.int64(163), 7),(np.int64(130), 7),(np.int64(84), 7),(np.int64(101), 6),(np.int64(53), 6),(np.int64(139), 6),(np.int64(90), 5),(np.int64(33), 5),(np.int64(100), 5),(np.int64(134), 5),(np.int64(94), 5),(np.int64(141), 5),(np.int64(132), 5),(np.int64(110), 5),(np.int64(127), 4),(np.int64(143), 4),(np.int64(38), 4),(np.int64(135), 4),(np.int64(79), 4),(np.int64(97), 4),(np.int64(106), 4),(np.int64(112), 4),(np.int64(52), 4),(np.int64(129), 3),(np.int64(116), 3),(np.int64(95), 3),(np.int64(115), 3),(np.int64(75), 3),(np.int64(107), 3),(np.int64(150), 3),(np.int64(69), 3),(np.int64(123), 3),(np.int64(80), 3),(np.int64(92), 2),(np.int64(17), 2),(np.int64(66), 2),(np.int64(74), 2),(np.int64(108), 2),(np.int64(138), 2),(np.int64(54), 2),(np.int64(62), 2),(np.int64(145), 2),(np.int64(98), 2),(np.int64(152), 2),(np.int64(57), 2),(np.int64(73), 2),(np.int64(60), 2),(np.int64(37), 2),(np.int64(124), 2),(np.int64(93), 2),(np.int64(136), 2),(np.int64(86), 2),(np.int64(109), 1),(np.int64(64), 1),(np.int64(42), 1),(np.int64(148), 1),(np.int64(113), 1),(np.int64(122), 1),(np.int64(89), 1),(np.int64(91), 1),(np.int64(71), 1),(np.int64(25), 1),(np.int64(11), 1),(np.int64(164), 1),(np.int64(105), 1),(np.int64(83), 1),(np.int64(72), 1),(np.int64(133), 1),(np.int64(96), 1),(np.int64(165), 1),(np.int64(166), 1),(np.int64(142), 1),(np.int64(43), 1),(np.int64(82), 1),(np.int64(126), 1),(np.int64(36), 1),
