CHEMBL2973_151,111,128,129,132,134,38,60,157,141,144,107,53,94,117,114,123,92,73,116,88,106,33,143,85,86,118,112,55,36,50,95,100,110,113,91,84,69,101,148,119,93,126,52,131,103,80,78,139,54,154,136,87,130,97,124,159,59,83,109,62,138,152,66,155,127,90,61,98,147,140,133,122,32,137,135,42,43,57,75,72,108,82,81,17,25,26,47,41,96,158,151,149,150,146,145,153,166,165,164,163,162,161,160,142,156,67,65,64,70,79,74,77,76,89,120,104,105,102,99,115,125,121,68,71,58,48,49,40,46,45,44,37,63,51,56,35,34,39,31,28,29,27,30,24,23,21,22,20,19,18,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,
CHEMBL2973_151,(np.int64(155), 27),(np.int64(157), 26),(np.int64(158), 26),(np.int64(160), 23),(np.int64(156), 21),(np.int64(159), 20),(np.int64(154), 19),(np.int64(161), 15),(np.int64(153), 13),(np.int64(162), 11),(np.int64(111), 11),(np.int64(107), 9),(np.int64(132), 9),(np.int64(144), 8),(np.int64(53), 7),(np.int64(129), 7),(np.int64(128), 7),(np.int64(134), 7),(np.int64(60), 7),(np.int64(38), 7),(np.int64(94), 6),(np.int64(88), 6),(np.int64(106), 6),(np.int64(117), 6),(np.int64(91), 5),(np.int64(73), 5),(np.int64(163), 5),(np.int64(114), 5),(np.int64(143), 5),(np.int64(92), 5),(np.int64(141), 4),(np.int64(33), 4),(np.int64(112), 4),(np.int64(123), 4),(np.int64(52), 4),(np.int64(116), 4),(np.int64(50), 4),(np.int64(69), 4),(np.int64(86), 4),(np.int64(85), 4),(np.int64(126), 3),(np.int64(93), 3),(np.int64(84), 3),(np.int64(80), 3),(np.int64(131), 3),(np.int64(127), 3),(np.int64(130), 3),(np.int64(87), 3),(np.int64(100), 3),(np.int64(36), 3),(np.int64(118), 3),(np.int64(101), 3),(np.int64(148), 3),(np.int64(152), 3),(np.int64(95), 3),(np.int64(110), 3),(np.int64(103), 3),(np.int64(66), 2),(np.int64(166), 2),(np.int64(124), 2),(np.int64(97), 2),(np.int64(109), 2),(np.int64(59), 2),(np.int64(61), 2),(np.int64(136), 2),(np.int64(62), 2),(np.int64(83), 2),(np.int64(139), 2),(np.int64(147), 2),(np.int64(119), 2),(np.int64(55), 2),(np.int64(98), 2),(np.int64(17), 1),(np.int64(90), 1),(np.int64(54), 1),(np.int64(137), 1),(np.int64(42), 1),(np.int64(72), 1),(np.int64(135), 1),(np.int64(26), 1),(np.int64(140), 1),(np.int64(57), 1),(np.int64(138), 1),(np.int64(133), 1),(np.int64(43), 1),(np.int64(122), 1),(np.int64(25), 1),(np.int64(108), 1),(np.int64(41), 1),(np.int64(78), 1),(np.int64(32), 1),(np.int64(96), 1),(np.int64(113), 1),(np.int64(81), 1),(np.int64(75), 1),(np.int64(82), 1),(np.int64(47), 1),
