degree, degree cent., max neighbor degree, min neighbor degree, avg neighbor degree, std neighbor degree, eigenvector cent., closeness cent., harmonic cent., betweenness cent., coloring largest first, coloring smallest last, coloring independent set, coloring random sequential,coloring connected sequential dfs, coloring connected sequential bfs, edges within egonet, node clique number, number of cliques, clustering coef., square clustering coef., page rank, hubs value, triangles, core number, random,  Target 
10.0,0.1388888888888889,2.0,1.0,1.0,0.45825756949558405,0.007376456800365801,0.1388888888888889,5.0,0.015873015873015872,0.0,0.0,1.0,1.0,0.0,0.0,10.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.7341823658491625,
12.0,0.2777777777777778,2.0,1.0,1.3,0.4330127018922193,0.39278809196679976,0.3137254901960784,14.916666666666668,0.2896825396825397,0.0,0.0,1.0,1.0,1.0,1.0,12.0,2.0,10.0,0.0,0.038461538461538464,0.0,0.0,1.0,0.0,-0.07752138199732632,
2.0,0.3333333333333333,2.0,1.0,1.25,0.5,0.5857917391834819,0.32653061224489793,16.116666666666667,0.3134920634920635,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,12.0,0.0,0.03125,0.0,0.0,1.0,0.0,2.0934999586060012,
1.0,0.05555555555555555,2.0,2.0,1.5,0.0,0.036054164153411075,0.1758241758241758,7.916666666666666,0.03650793650793651,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.237548309741231,
2.0,0.027777777777777776,12.0,10.0,2.0,1.0,0.04694868176536557,0.17204301075268816,7.326190476190477,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6241404021352144,
1.0,0.05555555555555555,10.0,10.0,1.0,0.0,0.00021925030592483808,0.05555555555555555,2.0,0.0015873015873015873,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.5176539811757863,
1.0,0.05555555555555555,10.0,10.0,1.0,0.0,0.00021925030592483808,0.05555555555555555,2.0,0.0015873015873015873,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1778075188987776,
2.0,0.027777777777777776,10.0,2.0,5.0,4.0,0.003298788134325079,0.0771604938271605,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.24625163562475602,
1.0,0.027777777777777776,10.0,10.0,5.0,0.0,0.003298788134325079,0.0771604938271605,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.2215968603894332,
1.0,0.027777777777777776,10.0,10.0,5.0,0.0,0.003298788134325079,0.0771604938271605,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.1335307094226964,
