4,0.651
6,0.484
8,0.522
26,0.638
vanilla,0.573
random,0.572
6,0.687
26,0.633
6,0.686
vanilla,0.536
random,0.571
26,0.561
vanilla,0.561
random,0.554
6,0.676
26,0.509
vanilla,0.545
random,0.557
