4,0.481
6,0.556
8,0.553
26,0.623
vanilla,0.294
random,0.341
6,0.693
26,0.566
vanilla,0.289
random,0.319
6,0.689
26,0.604
vanilla,0.347
random,0.357
6,0.681
26,0.604
vanilla,0.279
random,0.357
