1,0.447
2,0.481
3,0.603
4,0.601
5,0.603
6,0.618
7,0.611
8,0.611
9,0.605
10,0.599
11,0.421
12,0.403
13,0.386
14,0.427
15,0.392
16,0.422
17,0.423
18,0.393
19,0.44
20,0.42
21,0.409
22,0.529
23,0.384
24,0.469
25,0.471
26,0.473
