1,0.678
2,0.729
3,0.874
4,0.902
5,0.874
6,0.857
7,0.881
8,0.882
9,0.842
10,0.871
11,0.628
12,0.641
13,0.624
14,0.736
15,0.642
16,0.628
17,0.632
18,0.622
19,0.616
20,0.623
21,0.644
22,0.638
23,0.612
24,0.628
25,0.628
26,0.683
