dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL2973,152,5,GCN,T_K,10,63.04,66.98,0:03:04.841133
CHEMBL2973,152,5,GCN,T_K,11,63.04,66.98,0:03:23.267079
CHEMBL2973,152,5,GCN,T_K,12,60.87,70.75,0:03:41.904235
CHEMBL2973,152,5,GCN,T_K,13,71.74,72.64,0:04:00.839535
CHEMBL2973,152,5,GCN,T_K,14,71.74,74.53,0:04:19.703259
CHEMBL2973,152,5,GCN,T_K,15,73.91,76.42,0:04:38.069732
CHEMBL2973,152,5,GCN,T_K,16,73.91,77.36,0:04:56.562095
CHEMBL2973,152,5,GCN,T_K,17,73.91,77.36,0:05:14.698551
CHEMBL2973,152,5,GCN,T_K,18,73.91,78.3,0:05:33.358409
CHEMBL2973,152,5,GCN,T_K,19,73.91,78.3,0:05:52.008543
CHEMBL2973,152,5,GCN,T_K,20,76.09,78.3,0:06:10.922538
CHEMBL2973,152,5,GCN,T_K,21,65.22,79.25,0:06:29.885853
CHEMBL2973,152,5,GCN,T_K,22,65.22,80.19,0:06:48.240658
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL2973,152,6,GCN,T_K,1,54.35,45.28,0:00:18.430206
CHEMBL2973,152,6,GCN,T_K,2,54.35,60.38,0:00:36.633550
CHEMBL2973,152,6,GCN,T_K,3,54.35,69.81,0:00:55.213686
CHEMBL2973,152,6,GCN,T_K,4,56.52,69.81,0:01:13.960330
CHEMBL2973,152,6,GCN,T_K,5,52.17,75.47,0:01:32.210996
CHEMBL2973,152,6,GCN,T_K,6,56.52,72.64,0:01:50.727552
CHEMBL2973,152,6,GCN,T_K,7,56.52,75.47,0:02:08.917835
CHEMBL2973,152,6,GCN,T_K,8,63.04,78.3,0:02:27.180627
CHEMBL2973,152,6,GCN,T_K,9,60.87,76.42,0:02:45.194460
CHEMBL2973,152,6,GCN,T_K,10,58.7,76.42,0:03:02.485305
CHEMBL2973,152,6,GCN,T_K,11,65.22,77.36,0:03:19.626699
CHEMBL2973,152,6,GCN,T_K,12,65.22,78.3,0:03:36.773709
CHEMBL2973,152,6,GCN,T_K,13,65.22,78.3,0:03:53.902214
CHEMBL2973,152,6,GCN,T_K,14,71.74,79.25,0:04:11.192754
CHEMBL2973,152,6,GCN,T_K,15,71.74,79.25,0:04:28.523468
CHEMBL2973,152,6,GCN,T_K,16,71.74,79.25,0:04:45.847855
CHEMBL2973,152,6,GCN,T_K,17,65.22,83.96,0:05:03.149577
CHEMBL2973,152,6,GCN,T_K,18,65.22,83.96,0:05:20.376256
CHEMBL2973,152,6,GCN,T_K,19,69.57,84.91,0:05:37.550521
CHEMBL2973,152,6,GCN,T_K,20,67.39,85.85,0:05:54.723724
CHEMBL2973,152,6,GCN,T_K,21,63.04,84.91,0:06:11.983706
CHEMBL2973,152,6,GCN,T_K,22,67.39,83.96,0:06:29.156449
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL2973,152,7,GCN,T_K,1,54.35,63.21,0:00:17.130929
CHEMBL2973,152,7,GCN,T_K,2,50.0,60.38,0:00:34.304057
CHEMBL2973,152,7,GCN,T_K,3,47.83,62.26,0:00:51.431931
CHEMBL2973,152,7,GCN,T_K,4,50.0,59.43,0:01:08.600136
CHEMBL2973,152,7,GCN,T_K,5,52.17,60.38,0:01:25.801904
CHEMBL2973,152,7,GCN,T_K,6,47.83,64.15,0:01:43.023695
CHEMBL2973,152,7,GCN,T_K,7,54.35,66.04,0:02:00.229813
CHEMBL2973,152,7,GCN,T_K,8,52.17,64.15,0:02:17.448171
CHEMBL2973,152,7,GCN,T_K,9,63.04,72.64,0:02:34.639323
CHEMBL2973,152,7,GCN,T_K,10,63.04,78.3,0:02:51.944045
CHEMBL2973,152,7,GCN,T_K,11,56.52,76.42,0:03:09.122554
CHEMBL2973,152,7,GCN,T_K,12,58.7,77.36,0:03:26.312430
CHEMBL2973,152,7,GCN,T_K,13,56.52,79.25,0:03:43.575210
CHEMBL2973,152,7,GCN,T_K,14,56.52,79.25,0:04:00.885625
CHEMBL2973,152,7,GCN,T_K,15,56.52,77.36,0:04:18.154857
CHEMBL2973,152,7,GCN,T_K,16,56.52,81.13,0:04:35.434710
CHEMBL2973,152,7,GCN,T_K,17,60.87,81.13,0:04:52.705410
CHEMBL2973,152,7,GCN,T_K,18,60.87,79.25,0:05:09.935676
CHEMBL2973,152,7,GCN,T_K,19,56.52,82.08,0:05:27.163439
CHEMBL2973,152,7,GCN,T_K,20,58.7,79.25,0:05:44.376492
CHEMBL2973,152,7,GCN,T_K,21,60.87,81.13,0:06:01.683433
CHEMBL2973,152,7,GCN,T_K,22,56.52,83.02,0:06:18.869396
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL2973,152,8,GCN,T_K,1,45.65,63.21,0:00:17.138768
CHEMBL2973,152,8,GCN,T_K,2,43.48,64.15,0:00:34.339484
CHEMBL2973,152,8,GCN,T_K,3,47.83,64.15,0:00:51.526954
CHEMBL2973,152,8,GCN,T_K,4,56.52,73.58,0:01:08.741756
CHEMBL2973,152,8,GCN,T_K,5,52.17,66.98,0:01:25.953021
CHEMBL2973,152,8,GCN,T_K,6,52.17,66.98,0:01:43.196695
CHEMBL2973,152,8,GCN,T_K,7,54.35,68.87,0:02:00.486460
CHEMBL2973,152,8,GCN,T_K,8,58.7,72.64,0:02:17.796380
CHEMBL2973,152,8,GCN,T_K,9,73.91,76.42,0:02:35.197536
CHEMBL2973,152,8,GCN,T_K,10,67.39,78.3,0:02:52.508195
CHEMBL2973,152,8,GCN,T_K,11,65.22,76.42,0:03:09.803945
CHEMBL2973,152,8,GCN,T_K,12,73.91,78.3,0:03:27.114384
CHEMBL2973,152,8,GCN,T_K,13,76.09,78.3,0:03:44.304127
CHEMBL2973,152,8,GCN,T_K,14,76.09,78.3,0:04:01.456084
CHEMBL2973,152,8,GCN,T_K,15,76.09,78.3,0:04:18.751443
CHEMBL2973,152,8,GCN,T_K,16,69.57,77.36,0:04:36.049606
CHEMBL2973,152,8,GCN,T_K,17,69.57,77.36,0:04:53.352169
CHEMBL2973,152,8,GCN,T_K,18,71.74,81.13,0:05:10.664439
CHEMBL2973,152,8,GCN,T_K,19,69.57,81.13,0:05:27.986407
CHEMBL2973,152,8,GCN,T_K,20,69.57,83.96,0:05:45.398121
CHEMBL2973,152,8,GCN,T_K,21,67.39,84.91,0:06:02.715547
CHEMBL2973,152,8,GCN,T_K,22,50.0,50.94,0:06:20.009239
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL2973,152,9,GCN,T_K,1,43.48,55.66,0:00:17.288469
CHEMBL2973,152,9,GCN,T_K,2,54.35,63.21,0:00:34.571412
CHEMBL2973,152,9,GCN,T_K,3,67.39,62.26,0:00:51.852041
CHEMBL2973,152,9,GCN,T_K,4,67.39,62.26,0:01:08.999976
CHEMBL2973,152,9,GCN,T_K,5,71.74,61.32,0:01:26.145372
CHEMBL2973,152,9,GCN,T_K,6,69.57,62.26,0:01:43.300781
CHEMBL2973,152,9,GCN,T_K,7,67.39,61.32,0:02:00.450703
CHEMBL2973,152,9,GCN,T_K,8,65.22,62.26,0:02:17.602286
CHEMBL2973,152,9,GCN,T_K,9,65.22,62.26,0:02:34.841697
CHEMBL2973,152,9,GCN,T_K,10,65.22,61.32,0:02:52.089020
CHEMBL2973,152,9,GCN,T_K,11,65.22,61.32,0:03:09.382399
CHEMBL2973,152,9,GCN,T_K,12,73.91,65.09,0:03:26.700719
CHEMBL2973,152,9,GCN,T_K,13,73.91,66.04,0:03:44.019916
CHEMBL2973,152,9,GCN,T_K,14,76.09,66.04,0:04:01.323680
CHEMBL2973,152,9,GCN,T_K,15,73.91,68.87,0:04:18.642979
CHEMBL2973,152,9,GCN,T_K,16,78.26,66.98,0:04:35.956182
CHEMBL2973,152,9,GCN,T_K,17,78.26,67.92,0:04:53.243331
CHEMBL2973,152,9,GCN,T_K,18,78.26,66.98,0:05:10.575050
CHEMBL2973,152,9,GCN,T_K,19,78.26,66.98,0:05:27.892019
CHEMBL2973,152,9,GCN,T_K,20,78.26,66.98,0:05:45.281544
CHEMBL2973,152,9,GCN,T_K,21,78.26,66.98,0:06:02.566712
CHEMBL2973,152,9,GCN,T_K,22,73.91,67.92,0:06:19.745330
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL2973,152,10,GCN,T_K,1,43.48,58.49,0:00:17.104858
CHEMBL2973,152,10,GCN,T_K,2,45.65,59.43,0:00:34.265315
CHEMBL2973,152,10,GCN,T_K,3,45.65,60.38,0:00:51.390159
CHEMBL2973,152,10,GCN,T_K,4,47.83,58.49,0:01:08.547180
CHEMBL2973,152,10,GCN,T_K,5,47.83,58.49,0:01:25.697377
CHEMBL2973,152,10,GCN,T_K,6,50.0,56.6,0:01:42.842402
CHEMBL2973,152,10,GCN,T_K,7,43.48,57.55,0:01:59.995310
CHEMBL2973,152,10,GCN,T_K,8,45.65,58.49,0:02:17.207240
CHEMBL2973,152,10,GCN,T_K,9,65.22,66.04,0:02:34.511994
CHEMBL2973,152,10,GCN,T_K,10,65.22,66.04,0:02:51.773196
CHEMBL2973,152,10,GCN,T_K,11,60.87,64.15,0:03:08.975499
CHEMBL2973,152,10,GCN,T_K,12,65.22,62.26,0:03:26.201194
CHEMBL2973,152,10,GCN,T_K,13,65.22,64.15,0:03:43.387184
CHEMBL2973,152,10,GCN,T_K,14,65.22,66.04,0:04:00.617136
CHEMBL2973,152,10,GCN,T_K,15,80.43,60.38,0:04:17.838105
CHEMBL2973,152,10,GCN,T_K,16,78.26,61.32,0:04:35.041210
CHEMBL2973,152,10,GCN,T_K,17,78.26,63.21,0:04:52.247072
CHEMBL2973,152,10,GCN,T_K,18,76.09,69.81,0:05:09.442226
CHEMBL2973,152,10,GCN,T_K,19,76.09,70.75,0:05:26.796131
CHEMBL2973,152,10,GCN,T_K,20,73.91,70.75,0:05:44.035691
CHEMBL2973,152,10,GCN,T_K,21,76.09,70.75,0:06:01.238649
CHEMBL2973,152,10,GCN,T_K,22,76.09,71.7,0:06:18.435913
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL4822,266,1,GCN,T_K,1,65.0,67.2,0:00:29.547320
CHEMBL4822,266,1,GCN,T_K,2,63.75,68.28,0:00:59.032111
CHEMBL4822,266,1,GCN,T_K,3,60.0,71.51,0:01:28.467473
CHEMBL4822,266,1,GCN,T_K,4,60.0,67.74,0:01:57.922473
CHEMBL4822,266,1,GCN,T_K,5,62.5,74.73,0:02:27.474618
CHEMBL4822,266,1,GCN,T_K,6,62.5,74.19,0:02:57.125211
CHEMBL4822,266,1,GCN,T_K,7,61.25,74.73,0:03:26.720245
CHEMBL4822,266,1,GCN,T_K,8,62.5,72.58,0:03:56.192376
CHEMBL4822,266,1,GCN,T_K,9,62.5,74.19,0:04:25.653881
CHEMBL4822,266,1,GCN,T_K,10,65.0,76.34,0:04:55.143897
CHEMBL4822,266,1,GCN,T_K,11,65.0,75.81,0:05:24.945801
CHEMBL4822,266,1,GCN,T_K,12,67.5,72.04,0:05:54.556467
CHEMBL4822,266,1,GCN,T_K,13,68.75,72.04,0:06:24.059473
CHEMBL4822,266,1,GCN,T_K,14,67.5,70.97,0:06:53.522021
CHEMBL4822,266,1,GCN,T_K,15,66.25,76.88,0:07:22.980980
CHEMBL4822,266,1,GCN,T_K,16,68.75,77.42,0:07:52.483307
CHEMBL4822,266,1,GCN,T_K,17,73.75,79.57,0:08:22.104614
CHEMBL4822,266,1,GCN,T_K,18,78.75,81.18,0:08:51.593120
CHEMBL4822,266,1,GCN,T_K,19,72.5,83.33,0:09:21.165958
CHEMBL4822,266,1,GCN,T_K,20,78.75,82.8,0:09:50.628917
CHEMBL4822,266,1,GCN,T_K,21,76.25,86.02,0:10:20.095495
CHEMBL4822,266,1,GCN,T_K,22,77.5,84.41,0:10:49.668461
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL4822,266,2,GCN,T_K,1,57.5,63.98,0:00:29.561233
CHEMBL4822,266,2,GCN,T_K,2,52.5,60.75,0:00:59.067410
CHEMBL4822,266,2,GCN,T_K,3,51.25,62.37,0:01:28.574227
CHEMBL4822,266,2,GCN,T_K,4,56.25,59.68,0:01:58.039441
CHEMBL4822,266,2,GCN,T_K,5,51.25,59.14,0:02:27.516429
CHEMBL4822,266,2,GCN,T_K,6,56.25,61.29,0:02:57.216427
CHEMBL4822,266,2,GCN,T_K,7,63.75,62.9,0:03:26.779365
CHEMBL4822,266,2,GCN,T_K,8,63.75,65.05,0:03:56.482124
CHEMBL4822,266,2,GCN,T_K,9,67.5,72.04,0:04:25.950260
CHEMBL4822,266,2,GCN,T_K,10,68.75,72.04,0:04:55.429067
CHEMBL4822,266,2,GCN,T_K,11,67.5,72.58,0:05:24.946893
CHEMBL4822,266,2,GCN,T_K,12,81.25,75.27,0:05:54.548553
CHEMBL4822,266,2,GCN,T_K,13,82.5,75.27,0:06:24.070179
CHEMBL4822,266,2,GCN,T_K,14,83.75,73.66,0:06:53.713138
CHEMBL4822,266,2,GCN,T_K,15,78.75,74.73,0:07:23.220226
CHEMBL4822,266,2,GCN,T_K,16,77.5,75.81,0:07:52.765396
CHEMBL4822,266,2,GCN,T_K,17,78.75,76.34,0:08:22.234852
CHEMBL4822,266,2,GCN,T_K,18,77.5,75.27,0:08:51.793933
CHEMBL4822,266,2,GCN,T_K,19,77.5,75.27,0:09:21.310561
CHEMBL4822,266,2,GCN,T_K,20,80.0,74.19,0:09:51.086921
CHEMBL4822,266,2,GCN,T_K,21,75.0,76.88,0:10:20.741489
CHEMBL4822,266,2,GCN,T_K,22,75.0,77.42,0:10:50.275996
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL4822,266,3,GCN,T_K,1,55.0,47.31,0:00:29.654662
CHEMBL4822,266,3,GCN,T_K,2,53.75,58.06,0:00:59.199730
CHEMBL4822,266,3,GCN,T_K,3,55.0,58.06,0:01:28.667228
CHEMBL4822,266,3,GCN,T_K,4,52.5,57.53,0:01:58.216496
CHEMBL4822,266,3,GCN,T_K,5,56.25,60.22,0:02:27.653443
CHEMBL4822,266,3,GCN,T_K,6,55.0,60.22,0:02:57.205172
CHEMBL4822,266,3,GCN,T_K,7,55.0,60.75,0:03:26.641207
CHEMBL4822,266,3,GCN,T_K,8,55.0,65.05,0:03:56.209021
CHEMBL4822,266,3,GCN,T_K,9,73.75,71.51,0:04:25.693890
CHEMBL4822,266,3,GCN,T_K,10,76.25,72.04,0:04:55.226522
CHEMBL4822,266,3,GCN,T_K,11,76.25,72.04,0:05:24.777202
CHEMBL4822,266,3,GCN,T_K,12,73.75,74.73,0:05:54.259526
CHEMBL4822,266,3,GCN,T_K,13,72.5,76.34,0:06:23.877855
CHEMBL4822,266,3,GCN,T_K,14,72.5,75.81,0:06:53.401761
CHEMBL4822,266,3,GCN,T_K,15,78.75,84.41,0:07:22.860956
CHEMBL4822,266,3,GCN,T_K,16,77.5,82.8,0:07:52.352340
CHEMBL4822,266,3,GCN,T_K,17,80.0,83.87,0:08:21.948917
CHEMBL4822,266,3,GCN,T_K,18,80.0,83.33,0:08:51.411107
CHEMBL4822,266,3,GCN,T_K,19,80.0,84.95,0:09:20.877953
CHEMBL4822,266,3,GCN,T_K,20,80.0,84.95,0:09:50.422724
CHEMBL4822,266,3,GCN,T_K,21,78.75,84.41,0:10:19.903545
CHEMBL4822,266,3,GCN,T_K,22,78.75,84.41,0:10:49.440733
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL4822,266,4,GCN,T_K,1,50.0,50.0,0:00:29.760283
CHEMBL4822,266,4,GCN,T_K,2,50.0,50.0,0:00:59.229361
CHEMBL4822,266,4,GCN,T_K,3,73.75,79.03,0:01:28.740351
CHEMBL4822,266,4,GCN,T_K,4,73.75,79.03,0:01:58.282661
CHEMBL4822,266,4,GCN,T_K,5,73.75,79.03,0:02:27.854131
CHEMBL4822,266,4,GCN,T_K,6,73.75,79.03,0:02:57.451871
CHEMBL4822,266,4,GCN,T_K,7,75.0,79.03,0:03:27.138859
CHEMBL4822,266,4,GCN,T_K,8,75.0,80.11,0:03:56.728127
CHEMBL4822,266,4,GCN,T_K,9,75.0,80.11,0:04:26.263792
CHEMBL4822,266,4,GCN,T_K,10,75.0,81.18,0:04:55.743386
CHEMBL4822,266,4,GCN,T_K,11,73.75,81.18,0:05:25.216746
CHEMBL4822,266,4,GCN,T_K,12,73.75,81.18,0:05:54.720953
CHEMBL4822,266,4,GCN,T_K,13,76.25,80.11,0:06:24.256264
CHEMBL4822,266,4,GCN,T_K,14,77.5,80.11,0:06:53.764932
CHEMBL4822,266,4,GCN,T_K,15,80.0,82.26,0:07:23.261446
CHEMBL4822,266,4,GCN,T_K,16,82.5,83.33,0:07:52.713133
CHEMBL4822,266,4,GCN,T_K,17,81.25,82.8,0:08:22.225225
CHEMBL4822,266,4,GCN,T_K,18,81.25,82.26,0:08:51.816150
CHEMBL4822,266,4,GCN,T_K,19,81.25,83.87,0:09:21.564065
CHEMBL4822,266,4,GCN,T_K,20,81.25,84.41,0:09:51.157079
CHEMBL4822,266,4,GCN,T_K,21,81.25,84.41,0:10:20.735651
CHEMBL4822,266,4,GCN,T_K,22,81.25,84.95,0:10:50.449495
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL4822,266,5,GCN,T_K,1,53.75,56.45,0:00:29.662441
CHEMBL4822,266,5,GCN,T_K,2,52.5,56.45,0:00:59.294264
CHEMBL4822,266,5,GCN,T_K,3,55.0,62.9,0:01:28.746371
CHEMBL4822,266,5,GCN,T_K,4,60.0,69.35,0:01:58.323597
CHEMBL4822,266,5,GCN,T_K,5,65.0,71.51,0:02:27.754863
CHEMBL4822,266,5,GCN,T_K,6,65.0,73.66,0:02:57.256741
CHEMBL4822,266,5,GCN,T_K,7,65.0,73.12,0:03:26.894334
CHEMBL4822,266,5,GCN,T_K,8,66.25,73.66,0:03:56.381014
CHEMBL4822,266,5,GCN,T_K,9,66.25,72.04,0:04:25.818926
CHEMBL4822,266,5,GCN,T_K,10,63.75,73.12,0:04:55.500504
CHEMBL4822,266,5,GCN,T_K,11,65.0,74.73,0:05:24.986801
CHEMBL4822,266,5,GCN,T_K,12,65.0,74.73,0:05:54.484392
CHEMBL4822,266,5,GCN,T_K,13,75.0,75.27,0:06:23.892112
CHEMBL4822,266,5,GCN,T_K,14,73.75,75.81,0:06:53.540097
CHEMBL4822,266,5,GCN,T_K,15,76.25,76.34,0:07:23.247191
CHEMBL4822,266,5,GCN,T_K,16,75.0,75.81,0:07:52.821487
CHEMBL4822,266,5,GCN,T_K,17,75.0,76.88,0:08:22.469425
CHEMBL4822,266,5,GCN,T_K,18,75.0,76.34,0:08:51.994494
CHEMBL4822,266,5,GCN,T_K,19,73.75,76.88,0:09:21.596199
CHEMBL4822,266,5,GCN,T_K,20,73.75,77.96,0:09:51.156675
CHEMBL4822,266,5,GCN,T_K,21,70.0,79.03,0:10:20.749133
CHEMBL4822,266,5,GCN,T_K,22,70.0,78.49,0:10:50.293428
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL4822,266,6,GCN,T_K,1,50.0,50.0,0:00:29.638471
CHEMBL4822,266,6,GCN,T_K,2,48.75,49.46,0:00:59.220551
CHEMBL4822,266,6,GCN,T_K,3,53.75,51.61,0:01:28.792635
CHEMBL4822,266,6,GCN,T_K,4,52.5,55.91,0:01:58.353912
CHEMBL4822,266,6,GCN,T_K,5,52.5,55.91,0:02:27.887847
CHEMBL4822,266,6,GCN,T_K,6,63.75,65.05,0:02:57.406333
CHEMBL4822,266,6,GCN,T_K,7,63.75,64.52,0:03:26.971327
CHEMBL4822,266,6,GCN,T_K,8,67.5,66.67,0:03:56.414665
CHEMBL4822,266,6,GCN,T_K,9,70.0,65.05,0:04:25.934787
CHEMBL4822,266,6,GCN,T_K,10,71.25,70.97,0:04:55.567433
CHEMBL4822,266,6,GCN,T_K,11,78.75,75.81,0:05:25.050178
CHEMBL4822,266,6,GCN,T_K,12,78.75,75.27,0:05:54.491463
CHEMBL4822,266,6,GCN,T_K,13,83.75,83.87,0:06:23.978559
CHEMBL4822,266,6,GCN,T_K,14,83.75,84.41,0:06:53.711522
CHEMBL4822,266,6,GCN,T_K,15,83.75,80.11,0:07:23.405378
CHEMBL4822,266,6,GCN,T_K,16,82.5,80.11,0:07:53.150682
CHEMBL4822,266,6,GCN,T_K,17,82.5,80.65,0:08:22.701276
CHEMBL4822,266,6,GCN,T_K,18,83.75,80.65,0:08:52.160970
CHEMBL4822,266,6,GCN,T_K,19,83.75,80.65,0:09:21.673707
CHEMBL4822,266,6,GCN,T_K,20,83.75,80.65,0:09:51.258341
CHEMBL4822,266,6,GCN,T_K,21,85.0,82.8,0:10:20.690785
CHEMBL4822,266,6,GCN,T_K,22,85.0,82.8,0:10:50.185836
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL4822,266,7,GCN,T_K,1,52.5,53.76,0:00:29.401373
CHEMBL4822,266,7,GCN,T_K,2,60.0,70.43,0:00:58.872151
CHEMBL4822,266,7,GCN,T_K,3,63.75,67.2,0:01:28.333696
CHEMBL4822,266,7,GCN,T_K,4,62.5,71.51,0:01:57.934944
CHEMBL4822,266,7,GCN,T_K,5,48.75,56.45,0:02:27.359634
CHEMBL4822,266,7,GCN,T_K,6,62.5,61.83,0:02:56.841570
CHEMBL4822,266,7,GCN,T_K,7,66.25,62.37,0:03:26.324500
CHEMBL4822,266,7,GCN,T_K,8,66.25,64.52,0:03:55.767501
CHEMBL4822,266,7,GCN,T_K,9,66.25,64.52,0:04:25.223146
CHEMBL4822,266,7,GCN,T_K,10,62.5,61.29,0:04:54.716038
CHEMBL4822,266,7,GCN,T_K,11,62.5,61.29,0:05:24.276917
CHEMBL4822,266,7,GCN,T_K,12,62.5,61.29,0:05:53.714111
CHEMBL4822,266,7,GCN,T_K,13,66.25,60.75,0:06:23.161692
CHEMBL4822,266,7,GCN,T_K,14,66.25,60.75,0:06:52.592256
CHEMBL4822,266,7,GCN,T_K,15,72.5,80.11,0:07:22.047469
CHEMBL4822,266,7,GCN,T_K,16,71.25,69.89,0:07:51.487059
CHEMBL4822,266,7,GCN,T_K,17,71.25,79.03,0:08:21.071183
CHEMBL4822,266,7,GCN,T_K,18,75.0,80.65,0:08:50.507300
CHEMBL4822,266,7,GCN,T_K,19,71.25,68.82,0:09:19.967157
CHEMBL4822,266,7,GCN,T_K,20,71.25,67.74,0:09:49.609749
CHEMBL4822,266,7,GCN,T_K,21,76.25,82.8,0:10:19.240010
CHEMBL4822,266,7,GCN,T_K,22,72.5,70.43,0:10:48.688882
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL4822,266,8,GCN,T_K,1,45.0,47.31,0:00:29.538134
CHEMBL4822,266,8,GCN,T_K,2,55.0,65.59,0:00:58.998311
CHEMBL4822,266,8,GCN,T_K,3,51.25,70.43,0:01:28.469035
CHEMBL4822,266,8,GCN,T_K,4,58.75,72.04,0:01:57.941195
CHEMBL4822,266,8,GCN,T_K,5,60.0,72.04,0:02:27.396477
CHEMBL4822,266,8,GCN,T_K,6,61.25,72.58,0:02:56.839194
CHEMBL4822,266,8,GCN,T_K,7,76.25,81.72,0:03:26.302352
CHEMBL4822,266,8,GCN,T_K,8,76.25,81.72,0:03:56.076669
CHEMBL4822,266,8,GCN,T_K,9,76.25,82.8,0:04:25.703975
CHEMBL4822,266,8,GCN,T_K,10,75.0,82.8,0:04:55.149378
CHEMBL4822,266,8,GCN,T_K,11,77.5,85.48,0:05:24.642058
CHEMBL4822,266,8,GCN,T_K,12,76.25,87.1,0:05:54.120697
CHEMBL4822,266,8,GCN,T_K,13,75.0,87.63,0:06:23.672025
CHEMBL4822,266,8,GCN,T_K,14,75.0,87.63,0:06:53.284001
CHEMBL4822,266,8,GCN,T_K,15,75.0,88.17,0:07:22.767396
CHEMBL4822,266,8,GCN,T_K,16,77.5,88.71,0:07:52.259010
CHEMBL4822,266,8,GCN,T_K,17,77.5,89.25,0:08:21.774799
CHEMBL4822,266,8,GCN,T_K,18,77.5,89.25,0:08:51.328891
CHEMBL4822,266,8,GCN,T_K,19,77.5,89.25,0:09:20.814070
CHEMBL4822,266,8,GCN,T_K,20,76.25,89.25,0:09:50.391905
CHEMBL4822,266,8,GCN,T_K,21,77.5,89.25,0:10:19.913709
CHEMBL4822,266,8,GCN,T_K,22,77.5,89.78,0:10:49.400863
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL4822,266,9,GCN,T_K,1,50.0,50.0,0:00:29.405518
CHEMBL4822,266,9,GCN,T_K,2,57.5,63.44,0:00:58.876631
CHEMBL4822,266,9,GCN,T_K,3,67.5,63.44,0:01:28.420191
CHEMBL4822,266,9,GCN,T_K,4,63.75,65.05,0:01:57.893055
CHEMBL4822,266,9,GCN,T_K,5,63.75,63.98,0:02:27.438753
CHEMBL4822,266,9,GCN,T_K,6,62.5,64.52,0:02:56.893503
CHEMBL4822,266,9,GCN,T_K,7,63.75,64.52,0:03:26.403670
CHEMBL4822,266,9,GCN,T_K,8,63.75,63.98,0:03:55.862362
CHEMBL4822,266,9,GCN,T_K,9,73.75,69.35,0:04:25.339803
CHEMBL4822,266,9,GCN,T_K,10,73.75,68.82,0:04:54.844544
CHEMBL4822,266,9,GCN,T_K,11,75.0,71.51,0:05:24.570611
CHEMBL4822,266,9,GCN,T_K,12,75.0,71.51,0:05:54.246403
CHEMBL4822,266,9,GCN,T_K,13,73.75,72.04,0:06:23.788037
CHEMBL4822,266,9,GCN,T_K,14,72.5,72.58,0:06:53.524577
CHEMBL4822,266,9,GCN,T_K,15,71.25,74.73,0:07:23.011861
CHEMBL4822,266,9,GCN,T_K,16,71.25,74.73,0:07:52.578303
CHEMBL4822,266,9,GCN,T_K,17,71.25,74.73,0:08:22.390303
CHEMBL4822,266,9,GCN,T_K,18,70.0,73.66,0:08:51.904054
CHEMBL4822,266,9,GCN,T_K,19,75.0,75.27,0:09:21.407504
CHEMBL4822,266,9,GCN,T_K,20,81.25,77.96,0:09:50.873849
CHEMBL4822,266,9,GCN,T_K,21,77.5,79.57,0:10:20.319762
CHEMBL4822,266,9,GCN,T_K,22,77.5,80.11,0:10:49.781338
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL4822,266,10,GCN,T_K,1,46.25,53.76,0:00:29.430787
CHEMBL4822,266,10,GCN,T_K,2,45.0,53.76,0:00:59.004431
CHEMBL4822,266,10,GCN,T_K,3,45.0,54.3,0:01:28.433117
CHEMBL4822,266,10,GCN,T_K,4,56.25,61.83,0:01:57.947050
CHEMBL4822,266,10,GCN,T_K,5,55.0,61.83,0:02:27.506398
CHEMBL4822,266,10,GCN,T_K,6,55.0,65.05,0:02:57.013773
CHEMBL4822,266,10,GCN,T_K,7,55.0,65.05,0:03:26.503385
CHEMBL4822,266,10,GCN,T_K,8,56.25,65.05,0:03:56.080857
CHEMBL4822,266,10,GCN,T_K,9,71.25,73.12,0:04:25.642684
CHEMBL4822,266,10,GCN,T_K,10,71.25,73.12,0:04:55.197918
CHEMBL4822,266,10,GCN,T_K,11,71.25,73.12,0:05:24.720146
CHEMBL4822,266,10,GCN,T_K,12,72.5,74.73,0:05:54.210837
CHEMBL4822,266,10,GCN,T_K,13,63.75,70.43,0:06:23.676850
CHEMBL4822,266,10,GCN,T_K,14,65.0,74.19,0:06:53.209563
CHEMBL4822,266,10,GCN,T_K,15,66.25,73.12,0:07:22.676983
CHEMBL4822,266,10,GCN,T_K,16,66.25,74.19,0:07:52.262035
