dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL220,418,5,GCN,T_K,10,74.6,71.58,0:07:43.648670
CHEMBL220,418,5,GCN,T_K,11,74.6,71.58,0:08:30.186215
CHEMBL220,418,5,GCN,T_K,12,77.78,73.29,0:09:16.538635
CHEMBL220,418,5,GCN,T_K,13,79.37,73.29,0:10:02.952707
CHEMBL220,418,5,GCN,T_K,14,78.57,73.63,0:10:49.305145
CHEMBL220,418,5,GCN,T_K,15,79.37,76.03,0:11:35.856137
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL220,418,6,GCN,T_K,1,62.7,60.27,0:00:46.283102
CHEMBL220,418,6,GCN,T_K,2,71.43,64.04,0:01:32.640023
CHEMBL220,418,6,GCN,T_K,3,77.78,67.47,0:02:18.969060
CHEMBL220,418,6,GCN,T_K,4,74.6,67.12,0:03:05.524318
CHEMBL220,418,6,GCN,T_K,5,78.57,68.49,0:03:51.868903
CHEMBL220,418,6,GCN,T_K,6,78.57,68.49,0:04:38.229101
CHEMBL220,418,6,GCN,T_K,7,80.95,69.52,0:05:24.633928
CHEMBL220,418,6,GCN,T_K,8,77.78,68.84,0:06:11.085680
CHEMBL220,418,6,GCN,T_K,9,76.98,68.15,0:06:57.452895
CHEMBL220,418,6,GCN,T_K,10,74.6,72.26,0:07:43.783010
CHEMBL220,418,6,GCN,T_K,11,76.98,71.58,0:08:30.159554
CHEMBL220,418,6,GCN,T_K,12,76.19,70.55,0:09:16.564899
CHEMBL220,418,6,GCN,T_K,13,74.6,72.95,0:10:02.933562
CHEMBL220,418,6,GCN,T_K,14,73.02,71.92,0:10:49.375513
CHEMBL220,418,6,GCN,T_K,15,73.81,71.92,0:11:35.744407
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL220,418,7,GCN,T_K,1,57.94,56.51,0:00:46.485012
CHEMBL220,418,7,GCN,T_K,2,60.32,56.51,0:01:32.762205
CHEMBL220,418,7,GCN,T_K,3,60.32,60.27,0:02:19.157156
CHEMBL220,418,7,GCN,T_K,4,67.46,63.7,0:03:05.454608
CHEMBL220,418,7,GCN,T_K,5,69.84,71.92,0:03:51.809504
CHEMBL220,418,7,GCN,T_K,6,73.81,70.89,0:04:38.320285
CHEMBL220,418,7,GCN,T_K,7,73.81,70.89,0:05:24.659658
CHEMBL220,418,7,GCN,T_K,8,72.22,68.84,0:06:11.079329
CHEMBL220,418,7,GCN,T_K,9,70.63,72.26,0:06:57.470599
CHEMBL220,418,7,GCN,T_K,10,73.02,68.84,0:07:43.882925
CHEMBL220,418,7,GCN,T_K,11,69.84,69.86,0:08:30.321819
CHEMBL220,418,7,GCN,T_K,12,67.46,70.55,0:09:16.686288
CHEMBL220,418,7,GCN,T_K,13,67.46,69.52,0:10:03.085332
CHEMBL220,418,7,GCN,T_K,14,66.67,69.86,0:10:49.671890
CHEMBL220,418,7,GCN,T_K,15,66.67,69.86,0:11:36.085919
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL220,418,8,GCN,T_K,1,63.49,58.22,0:00:46.291928
CHEMBL220,418,8,GCN,T_K,2,68.25,64.04,0:01:32.707331
CHEMBL220,418,8,GCN,T_K,3,70.63,71.23,0:02:19.173025
CHEMBL220,418,8,GCN,T_K,4,70.63,71.23,0:03:05.500125
CHEMBL220,418,8,GCN,T_K,5,69.84,71.23,0:03:51.830768
CHEMBL220,418,8,GCN,T_K,6,71.43,70.89,0:04:38.208777
CHEMBL220,418,8,GCN,T_K,7,71.43,71.23,0:05:24.637501
CHEMBL220,418,8,GCN,T_K,8,69.84,73.29,0:06:11.016124
CHEMBL220,418,8,GCN,T_K,9,64.29,74.32,0:06:57.390098
CHEMBL220,418,8,GCN,T_K,10,66.67,75.68,0:07:43.699854
CHEMBL220,418,8,GCN,T_K,11,66.67,75.68,0:08:30.144170
CHEMBL220,418,8,GCN,T_K,12,62.7,74.32,0:09:16.549479
CHEMBL220,418,8,GCN,T_K,13,63.49,75.0,0:10:02.865196
CHEMBL220,418,8,GCN,T_K,14,64.29,73.97,0:10:49.237910
CHEMBL220,418,8,GCN,T_K,15,69.84,75.34,0:11:35.669483
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL220,418,9,GCN,T_K,1,57.14,55.82,0:00:46.325191
CHEMBL220,418,9,GCN,T_K,2,67.46,65.75,0:01:32.622381
CHEMBL220,418,9,GCN,T_K,3,67.46,65.75,0:02:19.401100
CHEMBL220,418,9,GCN,T_K,4,66.67,63.36,0:03:06.127880
CHEMBL220,418,9,GCN,T_K,5,69.05,65.07,0:03:52.908239
CHEMBL220,418,9,GCN,T_K,6,74.6,64.04,0:04:39.676675
CHEMBL220,418,9,GCN,T_K,7,74.6,67.81,0:05:26.414088
CHEMBL220,418,9,GCN,T_K,8,63.49,71.58,0:06:13.271593
CHEMBL220,418,9,GCN,T_K,9,72.22,71.23,0:07:00.211810
CHEMBL220,418,9,GCN,T_K,10,69.84,72.26,0:07:46.963131
CHEMBL220,418,9,GCN,T_K,11,72.22,72.6,0:08:33.285301
CHEMBL220,418,9,GCN,T_K,12,69.84,71.58,0:09:19.626574
CHEMBL220,418,9,GCN,T_K,13,69.84,71.23,0:10:06.149667
CHEMBL220,418,9,GCN,T_K,14,68.25,71.23,0:10:52.462371
CHEMBL220,418,9,GCN,T_K,15,72.22,71.58,0:11:38.871945
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL220,418,10,GCN,T_K,1,65.87,66.44,0:00:46.303370
CHEMBL220,418,10,GCN,T_K,2,65.87,66.44,0:01:32.699470
CHEMBL220,418,10,GCN,T_K,3,68.25,68.49,0:02:19.423039
CHEMBL220,418,10,GCN,T_K,4,71.43,70.21,0:03:06.254388
CHEMBL220,418,10,GCN,T_K,5,76.19,73.29,0:03:53.053560
CHEMBL220,418,10,GCN,T_K,6,77.78,73.29,0:04:39.595335
CHEMBL220,418,10,GCN,T_K,7,73.81,72.26,0:05:26.080970
CHEMBL220,418,10,GCN,T_K,8,75.4,73.29,0:06:12.384882
CHEMBL220,418,10,GCN,T_K,9,76.19,74.66,0:06:58.689739
CHEMBL220,418,10,GCN,T_K,10,76.19,74.66,0:07:45.097887
CHEMBL220,418,10,GCN,T_K,11,76.19,73.97,0:08:31.489607
CHEMBL220,418,10,GCN,T_K,12,75.4,73.97,0:09:17.873837
CHEMBL220,418,10,GCN,T_K,13,73.02,75.68,0:10:04.217211
CHEMBL220,418,10,GCN,T_K,14,70.63,75.68,0:10:50.602909
CHEMBL220,418,10,GCN,T_K,15,69.05,73.97,0:11:36.936629
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL230,342,1,GCN,T_K,1,59.22,62.76,0:00:36.738040
CHEMBL230,342,1,GCN,T_K,2,63.11,68.62,0:01:13.540845
CHEMBL230,342,1,GCN,T_K,3,66.02,71.97,0:01:50.348579
CHEMBL230,342,1,GCN,T_K,4,64.08,71.55,0:02:27.267636
CHEMBL230,342,1,GCN,T_K,5,73.79,76.15,0:03:04.088883
CHEMBL230,342,1,GCN,T_K,6,73.79,76.15,0:03:40.849557
CHEMBL230,342,1,GCN,T_K,7,73.79,76.15,0:04:17.701415
CHEMBL230,342,1,GCN,T_K,8,73.79,76.15,0:04:54.523200
CHEMBL230,342,1,GCN,T_K,9,73.79,76.99,0:05:31.451438
CHEMBL230,342,1,GCN,T_K,10,73.79,76.57,0:06:08.140899
CHEMBL230,342,1,GCN,T_K,11,70.87,76.15,0:06:44.835075
CHEMBL230,342,1,GCN,T_K,12,73.79,77.41,0:07:21.554420
CHEMBL230,342,1,GCN,T_K,13,74.76,76.57,0:07:58.194597
CHEMBL230,342,1,GCN,T_K,14,76.7,79.92,0:08:34.958003
CHEMBL230,342,1,GCN,T_K,15,78.64,79.08,0:09:11.697489
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL230,342,2,GCN,T_K,1,60.19,59.0,0:00:36.561402
CHEMBL230,342,2,GCN,T_K,2,67.96,71.13,0:01:13.274945
CHEMBL230,342,2,GCN,T_K,3,70.87,70.29,0:01:49.908442
CHEMBL230,342,2,GCN,T_K,4,71.84,72.8,0:02:26.699871
CHEMBL230,342,2,GCN,T_K,5,75.73,76.99,0:03:03.385813
CHEMBL230,342,2,GCN,T_K,6,76.7,78.24,0:03:40.058618
CHEMBL230,342,2,GCN,T_K,7,77.67,82.01,0:04:16.744032
CHEMBL230,342,2,GCN,T_K,8,77.67,82.85,0:04:53.557896
CHEMBL230,342,2,GCN,T_K,9,76.7,83.26,0:05:30.441513
CHEMBL230,342,2,GCN,T_K,10,76.7,83.26,0:06:07.239790
CHEMBL230,342,2,GCN,T_K,11,71.84,82.43,0:06:44.001451
CHEMBL230,342,2,GCN,T_K,12,71.84,82.85,0:07:20.804542
CHEMBL230,342,2,GCN,T_K,13,74.76,83.26,0:07:57.496706
CHEMBL230,342,2,GCN,T_K,14,75.73,83.26,0:08:34.373734
CHEMBL230,342,2,GCN,T_K,15,74.76,83.68,0:09:11.059992
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL230,342,3,GCN,T_K,1,67.96,62.76,0:00:36.627101
CHEMBL230,342,3,GCN,T_K,2,67.96,62.76,0:01:13.248930
CHEMBL230,342,3,GCN,T_K,3,71.84,69.04,0:01:49.890221
CHEMBL230,342,3,GCN,T_K,4,73.79,69.04,0:02:26.642488
CHEMBL230,342,3,GCN,T_K,5,76.7,72.38,0:03:03.303114
CHEMBL230,342,3,GCN,T_K,6,78.64,71.97,0:03:39.962247
CHEMBL230,342,3,GCN,T_K,7,75.73,72.8,0:04:16.640080
CHEMBL230,342,3,GCN,T_K,8,75.73,71.13,0:04:53.399303
CHEMBL230,342,3,GCN,T_K,9,74.76,71.13,0:05:30.252629
CHEMBL230,342,3,GCN,T_K,10,75.73,71.97,0:06:06.972418
CHEMBL230,342,3,GCN,T_K,11,79.61,76.15,0:06:43.807843
CHEMBL230,342,3,GCN,T_K,12,77.67,73.22,0:07:20.662580
CHEMBL230,342,3,GCN,T_K,13,86.41,74.48,0:07:57.540806
CHEMBL230,342,3,GCN,T_K,14,86.41,76.15,0:08:34.542672
CHEMBL230,342,3,GCN,T_K,15,85.44,75.73,0:09:11.324611
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL230,342,4,GCN,T_K,1,65.05,76.15,0:00:36.771083
CHEMBL230,342,4,GCN,T_K,2,65.05,76.15,0:01:13.620821
CHEMBL230,342,4,GCN,T_K,3,65.05,76.15,0:01:50.446261
CHEMBL230,342,4,GCN,T_K,4,65.05,76.15,0:02:27.315660
CHEMBL230,342,4,GCN,T_K,5,66.02,76.99,0:03:04.073711
CHEMBL230,342,4,GCN,T_K,6,68.93,77.82,0:03:40.872517
CHEMBL230,342,4,GCN,T_K,7,68.93,78.24,0:04:17.620234
CHEMBL230,342,4,GCN,T_K,8,68.93,79.92,0:04:54.365838
CHEMBL230,342,4,GCN,T_K,9,68.93,79.08,0:05:31.213246
CHEMBL230,342,4,GCN,T_K,10,68.93,79.08,0:06:07.990317
CHEMBL230,342,4,GCN,T_K,11,68.93,79.08,0:06:44.760771
CHEMBL230,342,4,GCN,T_K,12,70.87,80.75,0:07:21.611839
CHEMBL230,342,4,GCN,T_K,13,72.82,79.92,0:07:58.359914
CHEMBL230,342,4,GCN,T_K,14,72.82,79.92,0:08:35.171622
CHEMBL230,342,4,GCN,T_K,15,72.82,80.75,0:09:11.889124
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL230,342,5,GCN,T_K,1,67.96,63.18,0:00:36.592935
CHEMBL230,342,5,GCN,T_K,2,73.79,68.62,0:01:13.275791
CHEMBL230,342,5,GCN,T_K,3,79.61,73.64,0:01:49.893458
CHEMBL230,342,5,GCN,T_K,4,79.61,73.64,0:02:26.743854
CHEMBL230,342,5,GCN,T_K,5,84.47,74.48,0:03:03.499555
CHEMBL230,342,5,GCN,T_K,6,84.47,75.31,0:03:40.219568
CHEMBL230,342,5,GCN,T_K,7,83.5,76.57,0:04:17.026335
CHEMBL230,342,5,GCN,T_K,8,80.58,76.57,0:04:53.739175
CHEMBL230,342,5,GCN,T_K,9,83.5,76.57,0:05:30.589174
CHEMBL230,342,5,GCN,T_K,10,83.5,76.57,0:06:07.320397
CHEMBL230,342,5,GCN,T_K,11,80.58,78.24,0:06:44.090035
CHEMBL230,342,5,GCN,T_K,12,84.47,77.82,0:07:20.822571
CHEMBL230,342,5,GCN,T_K,13,84.47,77.82,0:07:57.520826
CHEMBL230,342,5,GCN,T_K,14,84.47,77.41,0:08:34.353402
CHEMBL230,342,5,GCN,T_K,15,85.44,77.41,0:09:11.022173
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL230,342,6,GCN,T_K,1,60.19,60.67,0:00:36.645578
CHEMBL230,342,6,GCN,T_K,2,64.08,67.78,0:01:13.432184
CHEMBL230,342,6,GCN,T_K,3,66.02,69.87,0:01:50.246323
CHEMBL230,342,6,GCN,T_K,4,71.84,72.38,0:02:27.073649
CHEMBL230,342,6,GCN,T_K,5,73.79,76.15,0:03:03.782017
CHEMBL230,342,6,GCN,T_K,6,79.61,76.15,0:03:40.534216
CHEMBL230,342,6,GCN,T_K,7,80.58,76.57,0:04:17.217122
CHEMBL230,342,6,GCN,T_K,8,76.7,77.41,0:04:53.911995
CHEMBL230,342,6,GCN,T_K,9,78.64,77.82,0:05:30.739106
CHEMBL230,342,6,GCN,T_K,10,76.7,78.66,0:06:07.463042
CHEMBL230,342,6,GCN,T_K,11,82.52,79.92,0:06:44.254667
CHEMBL230,342,6,GCN,T_K,12,83.5,81.59,0:07:21.030068
CHEMBL230,342,6,GCN,T_K,13,83.5,82.01,0:07:57.692684
CHEMBL230,342,6,GCN,T_K,14,83.5,82.01,0:08:34.511044
CHEMBL230,342,6,GCN,T_K,15,83.5,82.43,0:09:11.236081
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL230,342,7,GCN,T_K,1,63.11,73.22,0:00:36.607074
CHEMBL230,342,7,GCN,T_K,2,68.93,74.06,0:01:13.307478
CHEMBL230,342,7,GCN,T_K,3,68.93,75.73,0:01:50.067891
CHEMBL230,342,7,GCN,T_K,4,68.93,75.31,0:02:26.888460
CHEMBL230,342,7,GCN,T_K,5,68.93,78.66,0:03:03.598266
CHEMBL230,342,7,GCN,T_K,6,71.84,77.82,0:03:40.300093
CHEMBL230,342,7,GCN,T_K,7,68.93,78.66,0:04:17.020175
CHEMBL230,342,7,GCN,T_K,8,67.96,78.24,0:04:53.749420
CHEMBL230,342,7,GCN,T_K,9,69.9,77.82,0:05:30.627039
CHEMBL230,342,7,GCN,T_K,10,73.79,79.08,0:06:07.380292
CHEMBL230,342,7,GCN,T_K,11,74.76,79.92,0:06:44.113348
CHEMBL230,342,7,GCN,T_K,12,73.79,80.33,0:07:20.778743
CHEMBL230,342,7,GCN,T_K,13,71.84,79.92,0:07:57.530947
CHEMBL230,342,7,GCN,T_K,14,67.96,79.08,0:08:34.394362
CHEMBL230,342,7,GCN,T_K,15,66.02,80.33,0:09:11.121123
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL230,342,8,GCN,T_K,1,65.05,58.58,0:00:36.607339
CHEMBL230,342,8,GCN,T_K,2,73.79,70.71,0:01:13.351537
CHEMBL230,342,8,GCN,T_K,3,73.79,70.71,0:01:50.042436
CHEMBL230,342,8,GCN,T_K,4,72.82,72.8,0:02:26.892778
CHEMBL230,342,8,GCN,T_K,5,72.82,72.8,0:03:03.493690
CHEMBL230,342,8,GCN,T_K,6,78.64,76.15,0:03:40.287737
CHEMBL230,342,8,GCN,T_K,7,76.7,76.99,0:04:17.027761
CHEMBL230,342,8,GCN,T_K,8,76.7,76.57,0:04:53.851503
CHEMBL230,342,8,GCN,T_K,9,77.67,78.24,0:05:30.725914
CHEMBL230,342,8,GCN,T_K,10,77.67,78.24,0:06:07.471702
CHEMBL230,342,8,GCN,T_K,11,77.67,79.5,0:06:44.270268
CHEMBL230,342,8,GCN,T_K,12,79.61,76.99,0:07:21.076209
CHEMBL230,342,8,GCN,T_K,13,79.61,77.41,0:07:57.864740
CHEMBL230,342,8,GCN,T_K,14,79.61,78.24,0:08:34.820003
CHEMBL230,342,8,GCN,T_K,15,79.61,78.66,0:09:11.578810
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL230,342,9,GCN,T_K,1,59.22,58.58,0:00:36.585825
CHEMBL230,342,9,GCN,T_K,2,62.14,61.92,0:01:13.243738
CHEMBL230,342,9,GCN,T_K,3,69.9,74.06,0:01:49.896846
CHEMBL230,342,9,GCN,T_K,4,69.9,74.06,0:02:26.738010
CHEMBL230,342,9,GCN,T_K,5,70.87,74.48,0:03:03.557790
CHEMBL230,342,9,GCN,T_K,6,76.7,74.48,0:03:40.317589
CHEMBL230,342,9,GCN,T_K,7,74.76,75.31,0:04:17.089604
CHEMBL230,342,9,GCN,T_K,8,74.76,75.31,0:04:53.861022
CHEMBL230,342,9,GCN,T_K,9,72.82,75.31,0:05:30.697183
CHEMBL230,342,9,GCN,T_K,10,70.87,76.57,0:06:07.377287
CHEMBL230,342,9,GCN,T_K,11,72.82,76.99,0:06:44.051248
CHEMBL230,342,9,GCN,T_K,12,72.82,77.41,0:07:20.805695
CHEMBL230,342,9,GCN,T_K,13,67.96,78.24,0:07:57.522489
CHEMBL230,342,9,GCN,T_K,14,71.84,77.82,0:08:34.423006
CHEMBL230,342,9,GCN,T_K,15,71.84,77.82,0:09:11.221764
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL230,342,10,GCN,T_K,1,74.76,58.16,0:00:36.702277
CHEMBL230,342,10,GCN,T_K,2,71.84,55.65,0:01:13.404887
CHEMBL230,342,10,GCN,T_K,3,78.64,62.76,0:01:50.136112
CHEMBL230,342,10,GCN,T_K,4,79.61,63.18,0:02:27.004882
CHEMBL230,342,10,GCN,T_K,5,80.58,64.85,0:03:03.720669
CHEMBL230,342,10,GCN,T_K,6,85.44,67.78,0:03:40.508797
CHEMBL230,342,10,GCN,T_K,7,85.44,71.55,0:04:17.188045
CHEMBL230,342,10,GCN,T_K,8,82.52,72.8,0:04:53.906684
CHEMBL230,342,10,GCN,T_K,9,82.52,72.8,0:05:30.672066
CHEMBL230,342,10,GCN,T_K,10,85.44,72.8,0:06:07.410216
CHEMBL230,342,10,GCN,T_K,11,83.5,72.38,0:06:44.099699
CHEMBL230,342,10,GCN,T_K,12,80.58,76.57,0:07:20.796183
CHEMBL230,342,10,GCN,T_K,13,82.52,78.66,0:07:57.498873
CHEMBL230,342,10,GCN,T_K,14,83.5,79.92,0:08:34.322663
CHEMBL230,342,10,GCN,T_K,15,80.58,78.66,0:09:11.018402
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL261,332,1,GCN,T_K,1,80.0,80.17,0:00:36.514810
CHEMBL261,332,1,GCN,T_K,2,80.0,80.17,0:01:12.994891
CHEMBL261,332,1,GCN,T_K,3,90.0,83.19,0:01:49.493765
CHEMBL261,332,1,GCN,T_K,4,94.0,87.5,0:02:26.121507
CHEMBL261,332,1,GCN,T_K,5,94.0,88.36,0:03:02.690016
CHEMBL261,332,1,GCN,T_K,6,94.0,89.66,0:03:39.182119
CHEMBL261,332,1,GCN,T_K,7,94.0,89.66,0:04:15.688049
CHEMBL261,332,1,GCN,T_K,8,91.0,89.22,0:04:52.194945
CHEMBL261,332,1,GCN,T_K,9,91.0,89.22,0:05:28.768481
CHEMBL261,332,1,GCN,T_K,10,91.0,89.22,0:06:05.437363
CHEMBL261,332,1,GCN,T_K,11,91.0,88.36,0:06:41.969344
CHEMBL261,332,1,GCN,T_K,12,88.0,89.22,0:07:18.559140
CHEMBL261,332,1,GCN,T_K,13,88.0,89.22,0:07:55.026155
CHEMBL261,332,1,GCN,T_K,14,89.0,89.66,0:08:31.597947
CHEMBL261,332,1,GCN,T_K,15,89.0,89.66,0:09:08.313843
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL261,332,2,GCN,T_K,1,66.0,71.98,0:00:36.495067
CHEMBL261,332,2,GCN,T_K,2,79.0,87.07,0:01:13.119061
CHEMBL261,332,2,GCN,T_K,3,79.0,87.07,0:01:49.719658
CHEMBL261,332,2,GCN,T_K,4,80.0,89.22,0:02:26.292203
CHEMBL261,332,2,GCN,T_K,5,81.0,89.22,0:03:02.966716
CHEMBL261,332,2,GCN,T_K,6,84.0,89.22,0:03:39.478081
CHEMBL261,332,2,GCN,T_K,7,84.0,89.22,0:04:15.886180
CHEMBL261,332,2,GCN,T_K,8,84.0,89.66,0:04:52.389731
CHEMBL261,332,2,GCN,T_K,9,85.0,89.22,0:05:28.856774
CHEMBL261,332,2,GCN,T_K,10,89.0,90.09,0:06:05.382895
CHEMBL261,332,2,GCN,T_K,11,86.0,89.22,0:06:42.038450
CHEMBL261,332,2,GCN,T_K,12,86.0,89.22,0:07:18.536516
CHEMBL261,332,2,GCN,T_K,13,87.0,90.52,0:07:55.007955
CHEMBL261,332,2,GCN,T_K,14,87.0,91.38,0:08:31.479128
CHEMBL261,332,2,GCN,T_K,15,80.0,90.95,0:09:07.924833
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL261,332,3,GCN,T_K,1,62.0,62.5,0:00:36.589849
CHEMBL261,332,3,GCN,T_K,2,81.0,87.5,0:01:13.102612
CHEMBL261,332,3,GCN,T_K,3,81.0,87.5,0:01:49.751678
CHEMBL261,332,3,GCN,T_K,4,81.0,87.5,0:02:26.218360
CHEMBL261,332,3,GCN,T_K,5,81.0,87.5,0:03:02.744723
CHEMBL261,332,3,GCN,T_K,6,85.0,89.22,0:03:39.300103
CHEMBL261,332,3,GCN,T_K,7,85.0,89.22,0:04:15.738814
CHEMBL261,332,3,GCN,T_K,8,85.0,89.66,0:04:52.188119
CHEMBL261,332,3,GCN,T_K,9,85.0,89.66,0:05:28.710813
CHEMBL261,332,3,GCN,T_K,10,89.0,90.52,0:06:05.201862
CHEMBL261,332,3,GCN,T_K,11,89.0,90.52,0:06:41.751870
CHEMBL261,332,3,GCN,T_K,12,86.0,90.95,0:07:18.291366
CHEMBL261,332,3,GCN,T_K,13,87.0,90.95,0:07:54.860568
CHEMBL261,332,3,GCN,T_K,14,87.0,90.95,0:08:31.437780
CHEMBL261,332,3,GCN,T_K,15,87.0,90.95,0:09:08.018921
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL261,332,4,GCN,T_K,1,66.0,68.53,0:00:36.409298
CHEMBL261,332,4,GCN,T_K,2,80.0,74.57,0:01:13.043207
CHEMBL261,332,4,GCN,T_K,3,84.0,74.14,0:01:49.526460
CHEMBL261,332,4,GCN,T_K,4,91.0,85.34,0:02:26.085026
CHEMBL261,332,4,GCN,T_K,5,93.0,86.64,0:03:02.585394
CHEMBL261,332,4,GCN,T_K,6,93.0,86.64,0:03:39.067137
CHEMBL261,332,4,GCN,T_K,7,93.0,86.64,0:04:15.640104
CHEMBL261,332,4,GCN,T_K,8,92.0,86.64,0:04:52.124196
CHEMBL261,332,4,GCN,T_K,9,92.0,87.93,0:05:28.675199
CHEMBL261,332,4,GCN,T_K,10,92.0,87.93,0:06:05.250046
CHEMBL261,332,4,GCN,T_K,11,92.0,87.93,0:06:41.721327
CHEMBL261,332,4,GCN,T_K,12,92.0,87.93,0:07:18.273714
CHEMBL261,332,4,GCN,T_K,13,92.0,88.36,0:07:54.783942
CHEMBL261,332,4,GCN,T_K,14,89.0,88.79,0:08:31.283717
CHEMBL261,332,4,GCN,T_K,15,89.0,88.36,0:09:07.715813
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL261,332,5,GCN,T_K,1,83.0,81.03,0:00:36.387777
CHEMBL261,332,5,GCN,T_K,2,81.0,83.19,0:01:12.836279
CHEMBL261,332,5,GCN,T_K,3,84.0,84.05,0:01:49.405671
CHEMBL261,332,5,GCN,T_K,4,85.0,84.48,0:02:25.852330
CHEMBL261,332,5,GCN,T_K,5,89.0,86.64,0:03:02.287071
CHEMBL261,332,5,GCN,T_K,6,89.0,86.21,0:03:38.753973
CHEMBL261,332,5,GCN,T_K,7,89.0,86.64,0:04:15.189821
CHEMBL261,332,5,GCN,T_K,8,86.0,84.91,0:04:51.819612
CHEMBL261,332,5,GCN,T_K,9,86.0,86.21,0:05:28.309465
CHEMBL261,332,5,GCN,T_K,10,89.0,90.52,0:06:04.754451
CHEMBL261,332,5,GCN,T_K,11,90.0,90.95,0:06:41.204391
CHEMBL261,332,5,GCN,T_K,12,90.0,90.95,0:07:17.781372
CHEMBL261,332,5,GCN,T_K,13,90.0,90.95,0:07:54.445397
CHEMBL261,332,5,GCN,T_K,14,86.0,89.22,0:08:31.064011
CHEMBL261,332,5,GCN,T_K,15,86.0,89.22,0:09:07.667641
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL261,332,6,GCN,T_K,1,80.0,71.98,0:00:36.458559
CHEMBL261,332,6,GCN,T_K,2,80.0,71.98,0:01:13.046847
CHEMBL261,332,6,GCN,T_K,3,80.0,71.98,0:01:49.625192
CHEMBL261,332,6,GCN,T_K,4,80.0,76.29,0:02:26.391560
CHEMBL261,332,6,GCN,T_K,5,80.0,76.29,0:03:02.907580
CHEMBL261,332,6,GCN,T_K,6,89.0,85.34,0:03:39.397791
CHEMBL261,332,6,GCN,T_K,7,87.0,86.21,0:04:15.799413
CHEMBL261,332,6,GCN,T_K,8,87.0,86.21,0:04:52.311066
CHEMBL261,332,6,GCN,T_K,9,90.0,85.34,0:05:29.055426
CHEMBL261,332,6,GCN,T_K,10,91.0,87.5,0:06:05.594404
CHEMBL261,332,6,GCN,T_K,11,92.0,87.5,0:06:42.174432
CHEMBL261,332,6,GCN,T_K,12,92.0,87.07,0:07:18.582004
CHEMBL261,332,6,GCN,T_K,13,92.0,87.07,0:07:55.128982
CHEMBL261,332,6,GCN,T_K,14,92.0,87.07,0:08:31.857384
CHEMBL261,332,6,GCN,T_K,15,92.0,87.07,0:09:08.364219
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL261,332,7,GCN,T_K,1,87.0,85.78,0:00:36.475553
CHEMBL261,332,7,GCN,T_K,2,87.0,85.78,0:01:12.952816
CHEMBL261,332,7,GCN,T_K,3,87.0,86.21,0:01:49.482534
CHEMBL261,332,7,GCN,T_K,4,87.0,86.21,0:02:25.995095
CHEMBL261,332,7,GCN,T_K,5,87.0,86.21,0:03:02.597018
CHEMBL261,332,7,GCN,T_K,6,87.0,86.21,0:03:39.111986
CHEMBL261,332,7,GCN,T_K,7,87.0,86.21,0:04:15.630476
CHEMBL261,332,7,GCN,T_K,8,87.0,86.21,0:04:52.040816
CHEMBL261,332,7,GCN,T_K,9,87.0,86.21,0:05:28.616515
CHEMBL261,332,7,GCN,T_K,10,87.0,86.21,0:06:05.341973
CHEMBL261,332,7,GCN,T_K,11,83.0,86.64,0:06:41.963617
CHEMBL261,332,7,GCN,T_K,12,83.0,86.64,0:07:18.582241
CHEMBL261,332,7,GCN,T_K,13,87.0,89.66,0:07:55.132366
CHEMBL261,332,7,GCN,T_K,14,91.0,90.95,0:08:31.782325
CHEMBL261,332,7,GCN,T_K,15,91.0,90.95,0:09:08.521729
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL261,332,8,GCN,T_K,1,79.0,87.07,0:00:36.499711
CHEMBL261,332,8,GCN,T_K,2,79.0,87.07,0:01:13.029194
CHEMBL261,332,8,GCN,T_K,3,80.0,87.93,0:01:49.598932
