dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL261,332,8,GCN,T_K,4,82.0,89.22,0:02:26.025805
CHEMBL261,332,8,GCN,T_K,5,82.0,89.22,0:03:02.502027
CHEMBL261,332,8,GCN,T_K,6,82.0,89.22,0:03:39.159441
CHEMBL261,332,8,GCN,T_K,7,82.0,89.22,0:04:15.627805
CHEMBL261,332,8,GCN,T_K,8,82.0,89.22,0:04:52.086016
CHEMBL261,332,8,GCN,T_K,9,82.0,89.66,0:05:28.546406
CHEMBL261,332,8,GCN,T_K,10,82.0,91.81,0:06:04.996179
CHEMBL261,332,8,GCN,T_K,11,82.0,93.53,0:06:41.613062
CHEMBL261,332,8,GCN,T_K,12,82.0,93.53,0:07:18.079589
CHEMBL261,332,8,GCN,T_K,13,80.0,93.1,0:07:54.550388
CHEMBL261,332,8,GCN,T_K,14,84.0,93.97,0:08:31.106731
CHEMBL261,332,8,GCN,T_K,15,86.0,94.83,0:09:07.690873
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL261,332,9,GCN,T_K,1,82.0,85.78,0:00:36.649127
CHEMBL261,332,9,GCN,T_K,2,82.0,85.78,0:01:13.210665
CHEMBL261,332,9,GCN,T_K,3,85.0,86.21,0:01:49.760186
CHEMBL261,332,9,GCN,T_K,4,85.0,86.21,0:02:26.348376
CHEMBL261,332,9,GCN,T_K,5,85.0,87.5,0:03:02.931735
CHEMBL261,332,9,GCN,T_K,6,86.0,89.22,0:03:39.574670
CHEMBL261,332,9,GCN,T_K,7,86.0,90.95,0:04:16.181304
CHEMBL261,332,9,GCN,T_K,8,84.0,89.66,0:04:52.718858
CHEMBL261,332,9,GCN,T_K,9,84.0,89.66,0:05:29.316146
CHEMBL261,332,9,GCN,T_K,10,85.0,89.66,0:06:05.899600
CHEMBL261,332,9,GCN,T_K,11,86.0,90.95,0:06:42.448682
CHEMBL261,332,9,GCN,T_K,12,86.0,90.95,0:07:19.158679
CHEMBL261,332,9,GCN,T_K,13,89.0,93.53,0:07:55.742150
CHEMBL261,332,9,GCN,T_K,14,90.0,93.53,0:08:32.343051
CHEMBL261,332,9,GCN,T_K,15,90.0,93.97,0:09:08.938474
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL261,332,10,GCN,T_K,1,67.0,75.43,0:00:36.543504
CHEMBL261,332,10,GCN,T_K,2,82.0,83.62,0:01:13.228828
CHEMBL261,332,10,GCN,T_K,3,82.0,83.62,0:01:49.755505
CHEMBL261,332,10,GCN,T_K,4,85.0,86.21,0:02:26.305280
CHEMBL261,332,10,GCN,T_K,5,86.0,86.21,0:03:02.874360
CHEMBL261,332,10,GCN,T_K,6,88.0,89.22,0:03:39.360860
CHEMBL261,332,10,GCN,T_K,7,87.0,89.22,0:04:15.991094
CHEMBL261,332,10,GCN,T_K,8,87.0,88.36,0:04:52.589787
CHEMBL261,332,10,GCN,T_K,9,87.0,88.36,0:05:29.029129
CHEMBL261,332,10,GCN,T_K,10,88.0,89.66,0:06:05.569525
CHEMBL261,332,10,GCN,T_K,11,88.0,89.66,0:06:42.139265
CHEMBL261,332,10,GCN,T_K,12,89.0,90.09,0:07:18.710133
CHEMBL261,332,10,GCN,T_K,13,91.0,92.67,0:07:55.320243
CHEMBL261,332,10,GCN,T_K,14,91.0,92.67,0:08:31.876176
CHEMBL261,332,10,GCN,T_K,15,92.0,91.81,0:09:08.312285
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL2973,152,1,GCN,T_K,1,50.0,53.77,0:00:16.967716
CHEMBL2973,152,1,GCN,T_K,2,65.22,61.32,0:00:33.944234
CHEMBL2973,152,1,GCN,T_K,3,67.39,59.43,0:00:50.954516
CHEMBL2973,152,1,GCN,T_K,4,69.57,60.38,0:01:07.993175
CHEMBL2973,152,1,GCN,T_K,5,69.57,68.87,0:01:25.142766
CHEMBL2973,152,1,GCN,T_K,6,69.57,68.87,0:01:42.206139
CHEMBL2973,152,1,GCN,T_K,7,69.57,68.87,0:01:59.261745
CHEMBL2973,152,1,GCN,T_K,8,73.91,70.75,0:02:16.295854
CHEMBL2973,152,1,GCN,T_K,9,71.74,74.53,0:02:33.357876
CHEMBL2973,152,1,GCN,T_K,10,71.74,74.53,0:02:50.404140
CHEMBL2973,152,1,GCN,T_K,11,73.91,74.53,0:03:07.398421
CHEMBL2973,152,1,GCN,T_K,12,67.39,74.53,0:03:24.426690
CHEMBL2973,152,1,GCN,T_K,13,69.57,72.64,0:03:41.413807
CHEMBL2973,152,1,GCN,T_K,14,69.57,72.64,0:03:58.421479
CHEMBL2973,152,1,GCN,T_K,15,69.57,72.64,0:04:15.419467
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL2973,152,2,GCN,T_K,1,52.17,66.98,0:00:17.080994
CHEMBL2973,152,2,GCN,T_K,2,52.17,66.98,0:00:34.055127
CHEMBL2973,152,2,GCN,T_K,3,54.35,66.98,0:00:51.042003
CHEMBL2973,152,2,GCN,T_K,4,54.35,66.98,0:01:08.017170
CHEMBL2973,152,2,GCN,T_K,5,63.04,66.98,0:01:25.000445
CHEMBL2973,152,2,GCN,T_K,6,67.39,71.7,0:01:42.003098
CHEMBL2973,152,2,GCN,T_K,7,63.04,72.64,0:01:59.012676
CHEMBL2973,152,2,GCN,T_K,8,60.87,70.75,0:02:16.027687
CHEMBL2973,152,2,GCN,T_K,9,67.39,74.53,0:02:33.079269
CHEMBL2973,152,2,GCN,T_K,10,67.39,72.64,0:02:50.147495
CHEMBL2973,152,2,GCN,T_K,11,65.22,75.47,0:03:07.188462
CHEMBL2973,152,2,GCN,T_K,12,67.39,73.58,0:03:24.345639
CHEMBL2973,152,2,GCN,T_K,13,67.39,73.58,0:03:41.388671
CHEMBL2973,152,2,GCN,T_K,14,67.39,73.58,0:03:58.446192
CHEMBL2973,152,2,GCN,T_K,15,63.04,73.58,0:04:15.478313
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL2973,152,3,GCN,T_K,1,58.7,60.38,0:00:17.025434
CHEMBL2973,152,3,GCN,T_K,2,63.04,67.92,0:00:34.044956
CHEMBL2973,152,3,GCN,T_K,3,60.87,64.15,0:00:51.088410
CHEMBL2973,152,3,GCN,T_K,4,63.04,60.38,0:01:08.128616
CHEMBL2973,152,3,GCN,T_K,5,67.39,66.04,0:01:25.155801
CHEMBL2973,152,3,GCN,T_K,6,76.09,69.81,0:01:42.194862
CHEMBL2973,152,3,GCN,T_K,7,76.09,68.87,0:01:59.232312
CHEMBL2973,152,3,GCN,T_K,8,67.39,74.53,0:02:16.364748
CHEMBL2973,152,3,GCN,T_K,9,69.57,74.53,0:02:33.397775
CHEMBL2973,152,3,GCN,T_K,10,73.91,73.58,0:02:50.437057
CHEMBL2973,152,3,GCN,T_K,11,76.09,72.64,0:03:07.470988
CHEMBL2973,152,3,GCN,T_K,12,76.09,70.75,0:03:24.501717
CHEMBL2973,152,3,GCN,T_K,13,67.39,77.36,0:03:41.543486
CHEMBL2973,152,3,GCN,T_K,14,65.22,73.58,0:03:58.588343
CHEMBL2973,152,3,GCN,T_K,15,67.39,74.53,0:04:15.632689
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL2973,152,4,GCN,T_K,1,73.91,56.6,0:00:17.015380
CHEMBL2973,152,4,GCN,T_K,2,73.91,56.6,0:00:34.045649
CHEMBL2973,152,4,GCN,T_K,3,67.39,61.32,0:00:51.187839
CHEMBL2973,152,4,GCN,T_K,4,67.39,61.32,0:01:08.245896
CHEMBL2973,152,4,GCN,T_K,5,69.57,59.43,0:01:25.300596
CHEMBL2973,152,4,GCN,T_K,6,71.74,63.21,0:01:42.324167
CHEMBL2973,152,4,GCN,T_K,7,78.26,65.09,0:01:59.364327
CHEMBL2973,152,4,GCN,T_K,8,71.74,64.15,0:02:16.421935
CHEMBL2973,152,4,GCN,T_K,9,69.57,67.92,0:02:33.477207
CHEMBL2973,152,4,GCN,T_K,10,69.57,68.87,0:02:50.519914
CHEMBL2973,152,4,GCN,T_K,11,78.26,71.7,0:03:07.522104
CHEMBL2973,152,4,GCN,T_K,12,76.09,68.87,0:03:24.538688
CHEMBL2973,152,4,GCN,T_K,13,76.09,70.75,0:03:41.584275
CHEMBL2973,152,4,GCN,T_K,14,78.26,72.64,0:03:58.711099
CHEMBL2973,152,4,GCN,T_K,15,78.26,72.64,0:04:15.744165
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL2973,152,5,GCN,T_K,1,45.65,55.66,0:00:16.950167
CHEMBL2973,152,5,GCN,T_K,2,45.65,55.66,0:00:33.978274
CHEMBL2973,152,5,GCN,T_K,3,45.65,55.66,0:00:50.972015
CHEMBL2973,152,5,GCN,T_K,4,60.87,59.43,0:01:07.957212
CHEMBL2973,152,5,GCN,T_K,5,71.74,72.64,0:01:24.961764
CHEMBL2973,152,5,GCN,T_K,6,69.57,69.81,0:01:41.949450
CHEMBL2973,152,5,GCN,T_K,7,63.04,65.09,0:01:58.919337
CHEMBL2973,152,5,GCN,T_K,8,69.57,64.15,0:02:15.913783
CHEMBL2973,152,5,GCN,T_K,9,69.57,65.09,0:02:32.896013
CHEMBL2973,152,5,GCN,T_K,10,71.74,72.64,0:02:49.990188
CHEMBL2973,152,5,GCN,T_K,11,71.74,73.58,0:03:06.957280
CHEMBL2973,152,5,GCN,T_K,12,71.74,71.7,0:03:23.963682
CHEMBL2973,152,5,GCN,T_K,13,71.74,71.7,0:03:40.936564
CHEMBL2973,152,5,GCN,T_K,14,80.43,69.81,0:03:57.934890
CHEMBL2973,152,5,GCN,T_K,15,80.43,69.81,0:04:14.957727
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL2973,152,6,GCN,T_K,1,43.48,50.94,0:00:16.967014
CHEMBL2973,152,6,GCN,T_K,2,63.04,55.66,0:00:33.988828
CHEMBL2973,152,6,GCN,T_K,3,67.39,66.98,0:00:50.993469
CHEMBL2973,152,6,GCN,T_K,4,63.04,63.21,0:01:07.985266
CHEMBL2973,152,6,GCN,T_K,5,67.39,65.09,0:01:24.999119
CHEMBL2973,152,6,GCN,T_K,6,71.74,64.15,0:01:42.115503
CHEMBL2973,152,6,GCN,T_K,7,65.22,65.09,0:01:59.093150
CHEMBL2973,152,6,GCN,T_K,8,65.22,65.09,0:02:16.114822
CHEMBL2973,152,6,GCN,T_K,9,69.57,64.15,0:02:33.116381
CHEMBL2973,152,6,GCN,T_K,10,71.74,67.92,0:02:50.145353
CHEMBL2973,152,6,GCN,T_K,11,67.39,66.98,0:03:07.120829
CHEMBL2973,152,6,GCN,T_K,12,65.22,66.04,0:03:24.167461
CHEMBL2973,152,6,GCN,T_K,13,63.04,66.98,0:03:41.185006
CHEMBL2973,152,6,GCN,T_K,14,65.22,67.92,0:03:58.246886
CHEMBL2973,152,6,GCN,T_K,15,60.87,68.87,0:04:15.277713
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL2973,152,7,GCN,T_K,1,47.83,63.21,0:00:16.973558
CHEMBL2973,152,7,GCN,T_K,2,52.17,62.26,0:00:34.067677
CHEMBL2973,152,7,GCN,T_K,3,56.52,63.21,0:00:51.080735
CHEMBL2973,152,7,GCN,T_K,4,56.52,63.21,0:01:08.076778
CHEMBL2973,152,7,GCN,T_K,5,67.39,63.21,0:01:25.089152
CHEMBL2973,152,7,GCN,T_K,6,71.74,68.87,0:01:42.105449
CHEMBL2973,152,7,GCN,T_K,7,73.91,66.04,0:01:59.123962
CHEMBL2973,152,7,GCN,T_K,8,67.39,66.98,0:02:16.143819
CHEMBL2973,152,7,GCN,T_K,9,69.57,66.98,0:02:33.134603
CHEMBL2973,152,7,GCN,T_K,10,69.57,66.98,0:02:50.118084
CHEMBL2973,152,7,GCN,T_K,11,69.57,71.7,0:03:07.136111
CHEMBL2973,152,7,GCN,T_K,12,71.74,71.7,0:03:24.138621
CHEMBL2973,152,7,GCN,T_K,13,71.74,72.64,0:03:41.203448
CHEMBL2973,152,7,GCN,T_K,14,71.74,72.64,0:03:58.188419
CHEMBL2973,152,7,GCN,T_K,15,73.91,74.53,0:04:15.240752
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL2973,152,8,GCN,T_K,1,56.52,59.43,0:00:16.996363
CHEMBL2973,152,8,GCN,T_K,2,56.52,59.43,0:00:34.005146
CHEMBL2973,152,8,GCN,T_K,3,56.52,59.43,0:00:51.036495
CHEMBL2973,152,8,GCN,T_K,4,56.52,59.43,0:01:08.053162
CHEMBL2973,152,8,GCN,T_K,5,69.57,63.21,0:01:25.046400
CHEMBL2973,152,8,GCN,T_K,6,69.57,71.7,0:01:42.049985
CHEMBL2973,152,8,GCN,T_K,7,65.22,66.04,0:01:59.106350
CHEMBL2973,152,8,GCN,T_K,8,65.22,68.87,0:02:16.226696
CHEMBL2973,152,8,GCN,T_K,9,63.04,69.81,0:02:33.241720
CHEMBL2973,152,8,GCN,T_K,10,65.22,69.81,0:02:50.273351
CHEMBL2973,152,8,GCN,T_K,11,65.22,69.81,0:03:07.290377
CHEMBL2973,152,8,GCN,T_K,12,60.87,75.47,0:03:24.348719
CHEMBL2973,152,8,GCN,T_K,13,67.39,72.64,0:03:41.388819
CHEMBL2973,152,8,GCN,T_K,14,71.74,79.25,0:03:58.390411
CHEMBL2973,152,8,GCN,T_K,15,71.74,74.53,0:04:15.405616
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL2973,152,9,GCN,T_K,1,69.57,55.66,0:00:16.964133
CHEMBL2973,152,9,GCN,T_K,2,58.7,60.38,0:00:33.986576
CHEMBL2973,152,9,GCN,T_K,3,63.04,63.21,0:00:51.021455
CHEMBL2973,152,9,GCN,T_K,4,65.22,62.26,0:01:08.137099
CHEMBL2973,152,9,GCN,T_K,5,63.04,62.26,0:01:25.143519
CHEMBL2973,152,9,GCN,T_K,6,78.26,66.04,0:01:42.137749
CHEMBL2973,152,9,GCN,T_K,7,78.26,66.04,0:01:59.140704
CHEMBL2973,152,9,GCN,T_K,8,71.74,66.98,0:02:16.153630
CHEMBL2973,152,9,GCN,T_K,9,76.09,72.64,0:02:33.160807
CHEMBL2973,152,9,GCN,T_K,10,76.09,70.75,0:02:50.199524
CHEMBL2973,152,9,GCN,T_K,11,69.57,67.92,0:03:07.212859
CHEMBL2973,152,9,GCN,T_K,12,73.91,66.98,0:03:24.247522
CHEMBL2973,152,9,GCN,T_K,13,73.91,70.75,0:03:41.271449
CHEMBL2973,152,9,GCN,T_K,14,73.91,67.92,0:03:58.312811
CHEMBL2973,152,9,GCN,T_K,15,73.91,70.75,0:04:15.422311
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL2973,152,10,GCN,T_K,1,56.52,59.43,0:00:17.008086
CHEMBL2973,152,10,GCN,T_K,2,56.52,59.43,0:00:34.016229
CHEMBL2973,152,10,GCN,T_K,3,47.83,62.26,0:00:51.011916
CHEMBL2973,152,10,GCN,T_K,4,60.87,63.21,0:01:08.027557
CHEMBL2973,152,10,GCN,T_K,5,65.22,66.04,0:01:25.064311
CHEMBL2973,152,10,GCN,T_K,6,71.74,71.7,0:01:42.090313
CHEMBL2973,152,10,GCN,T_K,7,69.57,73.58,0:01:59.141585
CHEMBL2973,152,10,GCN,T_K,8,69.57,74.53,0:02:16.207863
CHEMBL2973,152,10,GCN,T_K,9,76.09,74.53,0:02:33.223150
CHEMBL2973,152,10,GCN,T_K,10,76.09,73.58,0:02:50.254879
CHEMBL2973,152,10,GCN,T_K,11,76.09,74.53,0:03:07.374152
CHEMBL2973,152,10,GCN,T_K,12,71.74,73.58,0:03:24.394318
CHEMBL2973,152,10,GCN,T_K,13,76.09,72.64,0:03:41.365707
CHEMBL2973,152,10,GCN,T_K,14,73.91,73.58,0:03:58.356156
CHEMBL2973,152,10,GCN,T_K,15,76.09,75.47,0:04:15.327882
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL4822,266,1,GCN,T_K,1,62.5,66.13,0:00:29.146546
CHEMBL4822,266,1,GCN,T_K,2,78.75,77.42,0:00:58.391028
CHEMBL4822,266,1,GCN,T_K,3,78.75,77.42,0:01:27.612240
CHEMBL4822,266,1,GCN,T_K,4,78.75,77.42,0:01:56.983334
CHEMBL4822,266,1,GCN,T_K,5,81.25,76.34,0:02:26.216497
CHEMBL4822,266,1,GCN,T_K,6,82.5,77.96,0:02:55.441666
CHEMBL4822,266,1,GCN,T_K,7,82.5,79.57,0:03:24.658082
CHEMBL4822,266,1,GCN,T_K,8,77.5,80.65,0:03:53.881549
CHEMBL4822,266,1,GCN,T_K,9,77.5,80.65,0:04:23.098272
CHEMBL4822,266,1,GCN,T_K,10,80.0,83.33,0:04:52.405010
CHEMBL4822,266,1,GCN,T_K,11,78.75,82.8,0:05:21.615831
CHEMBL4822,266,1,GCN,T_K,12,78.75,82.8,0:05:50.763010
CHEMBL4822,266,1,GCN,T_K,13,82.5,82.8,0:06:19.945094
CHEMBL4822,266,1,GCN,T_K,14,83.75,83.33,0:06:49.122180
CHEMBL4822,266,1,GCN,T_K,15,80.0,82.26,0:07:18.313012
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL4822,266,2,GCN,T_K,1,66.25,56.45,0:00:29.146505
CHEMBL4822,266,2,GCN,T_K,2,77.5,63.44,0:00:58.453822
CHEMBL4822,266,2,GCN,T_K,3,83.75,66.13,0:01:27.619926
CHEMBL4822,266,2,GCN,T_K,4,83.75,66.13,0:01:56.836403
CHEMBL4822,266,2,GCN,T_K,5,80.0,72.04,0:02:26.033367
CHEMBL4822,266,2,GCN,T_K,6,85.0,74.73,0:02:55.204039
CHEMBL4822,266,2,GCN,T_K,7,80.0,76.88,0:03:24.407345
CHEMBL4822,266,2,GCN,T_K,8,80.0,77.42,0:03:53.783490
CHEMBL4822,266,2,GCN,T_K,9,81.25,76.34,0:04:22.963209
CHEMBL4822,266,2,GCN,T_K,10,78.75,75.81,0:04:52.170251
CHEMBL4822,266,2,GCN,T_K,11,85.0,79.03,0:05:21.348023
CHEMBL4822,266,2,GCN,T_K,12,82.5,77.96,0:05:50.541191
CHEMBL4822,266,2,GCN,T_K,13,86.25,78.49,0:06:19.687749
CHEMBL4822,266,2,GCN,T_K,14,86.25,78.49,0:06:49.022132
CHEMBL4822,266,2,GCN,T_K,15,80.0,77.42,0:07:18.269422
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL4822,266,3,GCN,T_K,1,50.0,50.0,0:00:29.133127
CHEMBL4822,266,3,GCN,T_K,2,50.0,59.14,0:00:58.345945
CHEMBL4822,266,3,GCN,T_K,3,53.75,67.74,0:01:27.557350
CHEMBL4822,266,3,GCN,T_K,4,62.5,68.82,0:01:56.772582
CHEMBL4822,266,3,GCN,T_K,5,75.0,79.03,0:02:26.098304
CHEMBL4822,266,3,GCN,T_K,6,75.0,77.96,0:02:55.260579
CHEMBL4822,266,3,GCN,T_K,7,72.5,79.03,0:03:24.434090
CHEMBL4822,266,3,GCN,T_K,8,76.25,80.11,0:03:53.643242
CHEMBL4822,266,3,GCN,T_K,9,72.5,82.8,0:04:22.863303
CHEMBL4822,266,3,GCN,T_K,10,75.0,81.72,0:04:52.025620
CHEMBL4822,266,3,GCN,T_K,11,75.0,80.65,0:05:21.339503
CHEMBL4822,266,3,GCN,T_K,12,75.0,82.26,0:05:50.589391
CHEMBL4822,266,3,GCN,T_K,13,75.0,82.8,0:06:19.853330
CHEMBL4822,266,3,GCN,T_K,14,80.0,82.26,0:06:49.089947
CHEMBL4822,266,3,GCN,T_K,15,80.0,83.87,0:07:18.325474
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL4822,266,4,GCN,T_K,1,58.75,61.29,0:00:29.106820
CHEMBL4822,266,4,GCN,T_K,2,53.75,63.98,0:00:58.354744
CHEMBL4822,266,4,GCN,T_K,3,62.5,69.35,0:01:27.693960
CHEMBL4822,266,4,GCN,T_K,4,73.75,74.73,0:01:56.918733
CHEMBL4822,266,4,GCN,T_K,5,82.5,78.49,0:02:26.156239
CHEMBL4822,266,4,GCN,T_K,6,81.25,75.81,0:02:55.444803
CHEMBL4822,266,4,GCN,T_K,7,82.5,80.11,0:03:24.644795
CHEMBL4822,266,4,GCN,T_K,8,81.25,79.57,0:03:53.892701
CHEMBL4822,266,4,GCN,T_K,9,80.0,78.49,0:04:23.264721
CHEMBL4822,266,4,GCN,T_K,10,78.75,79.57,0:04:52.426113
CHEMBL4822,266,4,GCN,T_K,11,77.5,80.65,0:05:21.569400
CHEMBL4822,266,4,GCN,T_K,12,80.0,80.65,0:05:50.753148
CHEMBL4822,266,4,GCN,T_K,13,80.0,80.11,0:06:19.917263
CHEMBL4822,266,4,GCN,T_K,14,78.75,80.11,0:06:49.165240
CHEMBL4822,266,4,GCN,T_K,15,80.0,82.26,0:07:18.440862
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL4822,266,5,GCN,T_K,1,56.25,58.6,0:00:29.117527
CHEMBL4822,266,5,GCN,T_K,2,60.0,68.28,0:00:58.301577
CHEMBL4822,266,5,GCN,T_K,3,61.25,70.43,0:01:27.541266
CHEMBL4822,266,5,GCN,T_K,4,71.25,70.97,0:01:56.800687
CHEMBL4822,266,5,GCN,T_K,5,78.75,81.72,0:02:26.062563
CHEMBL4822,266,5,GCN,T_K,6,77.5,80.11,0:02:55.292552
CHEMBL4822,266,5,GCN,T_K,7,76.25,80.65,0:03:24.698055
CHEMBL4822,266,5,GCN,T_K,8,75.0,81.18,0:03:53.932519
CHEMBL4822,266,5,GCN,T_K,9,73.75,81.72,0:04:23.201822
CHEMBL4822,266,5,GCN,T_K,10,72.5,81.18,0:04:52.483701
CHEMBL4822,266,5,GCN,T_K,11,75.0,80.65,0:05:21.742643
CHEMBL4822,266,5,GCN,T_K,12,76.25,83.33,0:05:51.030347
CHEMBL4822,266,5,GCN,T_K,13,77.5,83.33,0:06:20.404128
CHEMBL4822,266,5,GCN,T_K,14,78.75,82.8,0:06:49.651327
CHEMBL4822,266,5,GCN,T_K,15,75.0,82.8,0:07:18.946423
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL4822,266,6,GCN,T_K,1,57.5,55.91,0:00:29.156060
CHEMBL4822,266,6,GCN,T_K,2,80.0,76.88,0:00:58.372091
CHEMBL4822,266,6,GCN,T_K,3,80.0,76.88,0:01:27.565889
CHEMBL4822,266,6,GCN,T_K,4,81.25,75.81,0:01:56.845966
CHEMBL4822,266,6,GCN,T_K,5,80.0,75.81,0:02:26.084763
CHEMBL4822,266,6,GCN,T_K,6,81.25,75.81,0:02:55.315296
CHEMBL4822,266,6,GCN,T_K,7,81.25,75.81,0:03:24.515103
CHEMBL4822,266,6,GCN,T_K,8,80.0,75.81,0:03:53.706962
CHEMBL4822,266,6,GCN,T_K,9,76.25,79.57,0:04:22.905921
CHEMBL4822,266,6,GCN,T_K,10,78.75,79.03,0:04:52.078719
CHEMBL4822,266,6,GCN,T_K,11,78.75,79.03,0:05:21.465420
CHEMBL4822,266,6,GCN,T_K,12,78.75,76.34,0:05:50.739286
CHEMBL4822,266,6,GCN,T_K,13,78.75,75.27,0:06:20.051239
CHEMBL4822,266,6,GCN,T_K,14,78.75,75.27,0:06:49.324225
CHEMBL4822,266,6,GCN,T_K,15,78.75,76.88,0:07:18.605354
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL4822,266,7,GCN,T_K,1,60.0,51.08,0:00:29.173777
CHEMBL4822,266,7,GCN,T_K,2,58.75,52.69,0:00:58.528903
CHEMBL4822,266,7,GCN,T_K,3,60.0,60.22,0:01:27.680411
CHEMBL4822,266,7,GCN,T_K,4,76.25,63.98,0:01:56.804687
CHEMBL4822,266,7,GCN,T_K,5,76.25,70.97,0:02:26.025242
CHEMBL4822,266,7,GCN,T_K,6,83.75,73.12,0:02:55.176486
CHEMBL4822,266,7,GCN,T_K,7,77.5,76.34,0:03:24.355630
CHEMBL4822,266,7,GCN,T_K,8,78.75,76.34,0:03:53.652302
CHEMBL4822,266,7,GCN,T_K,9,80.0,76.88,0:04:22.865370
CHEMBL4822,266,7,GCN,T_K,10,73.75,79.57,0:04:52.135436
CHEMBL4822,266,7,GCN,T_K,11,82.5,80.65,0:05:21.307130
CHEMBL4822,266,7,GCN,T_K,12,82.5,81.18,0:05:50.612374
CHEMBL4822,266,7,GCN,T_K,13,82.5,83.87,0:06:19.872964
CHEMBL4822,266,7,GCN,T_K,14,82.5,83.87,0:06:49.160804
CHEMBL4822,266,7,GCN,T_K,15,81.25,83.33,0:07:18.501366
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL4822,266,8,GCN,T_K,1,51.25,58.6,0:00:29.203745
CHEMBL4822,266,8,GCN,T_K,2,56.25,60.22,0:00:58.458494
CHEMBL4822,266,8,GCN,T_K,3,62.5,66.13,0:01:27.723217
CHEMBL4822,266,8,GCN,T_K,4,62.5,66.13,0:01:56.926066
CHEMBL4822,266,8,GCN,T_K,5,62.5,68.28,0:02:26.197520
CHEMBL4822,266,8,GCN,T_K,6,81.25,80.65,0:02:55.585224
CHEMBL4822,266,8,GCN,T_K,7,81.25,80.65,0:03:24.788942
CHEMBL4822,266,8,GCN,T_K,8,76.25,81.18,0:03:54.064896
CHEMBL4822,266,8,GCN,T_K,9,77.5,79.03,0:04:23.338777
CHEMBL4822,266,8,GCN,T_K,10,73.75,80.11,0:04:52.614412
CHEMBL4822,266,8,GCN,T_K,11,73.75,79.57,0:05:21.924618
CHEMBL4822,266,8,GCN,T_K,12,72.5,80.11,0:05:51.347836
CHEMBL4822,266,8,GCN,T_K,13,75.0,80.65,0:06:20.607608
CHEMBL4822,266,8,GCN,T_K,14,75.0,80.11,0:06:49.821428
CHEMBL4822,266,8,GCN,T_K,15,75.0,82.8,0:07:19.032242
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL4822,266,9,GCN,T_K,1,55.0,54.3,0:00:29.159741
CHEMBL4822,266,9,GCN,T_K,2,75.0,78.49,0:00:58.320324
CHEMBL4822,266,9,GCN,T_K,3,75.0,78.49,0:01:27.473440
CHEMBL4822,266,9,GCN,T_K,4,77.5,77.42,0:01:56.794210
CHEMBL4822,266,9,GCN,T_K,5,78.75,80.65,0:02:25.943459
CHEMBL4822,266,9,GCN,T_K,6,78.75,80.65,0:02:55.131363
CHEMBL4822,266,9,GCN,T_K,7,80.0,81.72,0:03:24.287891
CHEMBL4822,266,9,GCN,T_K,8,80.0,80.65,0:03:53.492687
CHEMBL4822,266,9,GCN,T_K,9,81.25,81.72,0:04:22.711884
CHEMBL4822,266,9,GCN,T_K,10,81.25,81.72,0:04:52.019225
CHEMBL4822,266,9,GCN,T_K,11,81.25,82.26,0:05:21.203353
CHEMBL4822,266,9,GCN,T_K,12,81.25,81.18,0:05:50.367221
CHEMBL4822,266,9,GCN,T_K,13,78.75,82.26,0:06:19.527564
CHEMBL4822,266,9,GCN,T_K,14,77.5,82.8,0:06:48.728532
CHEMBL4822,266,9,GCN,T_K,15,77.5,82.26,0:07:17.930232
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL4822,266,10,GCN,T_K,1,56.25,56.45,0:00:29.339143
CHEMBL4822,266,10,GCN,T_K,2,56.25,58.6,0:00:58.494758
CHEMBL4822,266,10,GCN,T_K,3,60.0,66.67,0:01:27.656264
CHEMBL4822,266,10,GCN,T_K,4,70.0,79.57,0:01:56.811867
CHEMBL4822,266,10,GCN,T_K,5,68.75,79.57,0:02:26.015387
