dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL204,374,2,GCN,T_K,15,76.99,78.93,0:10:29.691070
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL204,374,3,GCN,T_K,1,68.14,67.05,0:00:41.857989
CHEMBL204,374,3,GCN,T_K,2,70.8,69.35,0:01:23.760154
CHEMBL204,374,3,GCN,T_K,3,71.68,70.11,0:02:05.634485
CHEMBL204,374,3,GCN,T_K,4,71.68,70.11,0:02:47.636986
CHEMBL204,374,3,GCN,T_K,5,79.65,72.03,0:03:29.501228
CHEMBL204,374,3,GCN,T_K,6,72.57,75.1,0:04:11.468116
CHEMBL204,374,3,GCN,T_K,7,80.53,77.78,0:04:53.529463
CHEMBL204,374,3,GCN,T_K,8,79.65,77.39,0:05:35.907927
CHEMBL204,374,3,GCN,T_K,9,79.65,77.39,0:06:17.946412
CHEMBL204,374,3,GCN,T_K,10,79.65,78.16,0:06:59.940680
CHEMBL204,374,3,GCN,T_K,11,76.99,75.1,0:07:41.930124
CHEMBL204,374,3,GCN,T_K,12,76.99,75.86,0:08:24.007611
CHEMBL204,374,3,GCN,T_K,13,76.99,78.16,0:09:06.060837
CHEMBL204,374,3,GCN,T_K,14,74.34,77.01,0:09:48.134139
CHEMBL204,374,3,GCN,T_K,15,75.22,78.54,0:10:30.128950
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL204,374,4,GCN,T_K,1,71.68,63.98,0:00:41.846078
CHEMBL204,374,4,GCN,T_K,2,74.34,63.22,0:01:23.897965
CHEMBL204,374,4,GCN,T_K,3,74.34,63.98,0:02:05.876287
CHEMBL204,374,4,GCN,T_K,4,74.34,63.6,0:02:47.866382
CHEMBL204,374,4,GCN,T_K,5,76.99,69.73,0:03:29.931296
CHEMBL204,374,4,GCN,T_K,6,76.99,70.11,0:04:12.041230
CHEMBL204,374,4,GCN,T_K,7,78.76,69.73,0:04:54.041527
CHEMBL204,374,4,GCN,T_K,8,77.88,69.35,0:05:35.979564
CHEMBL204,374,4,GCN,T_K,9,78.76,68.97,0:06:18.043884
CHEMBL204,374,4,GCN,T_K,10,77.88,68.97,0:07:00.092325
CHEMBL204,374,4,GCN,T_K,11,77.88,68.97,0:07:42.246966
CHEMBL204,374,4,GCN,T_K,12,77.88,69.35,0:08:24.220274
CHEMBL204,374,4,GCN,T_K,13,77.88,69.73,0:09:06.136442
CHEMBL204,374,4,GCN,T_K,14,79.65,74.33,0:09:48.024613
CHEMBL204,374,4,GCN,T_K,15,76.11,76.63,0:10:30.133651
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL204,374,5,GCN,T_K,1,49.56,59.39,0:00:41.940685
CHEMBL204,374,5,GCN,T_K,2,60.18,64.37,0:01:23.880383
CHEMBL204,374,5,GCN,T_K,3,72.57,71.65,0:02:05.874766
CHEMBL204,374,5,GCN,T_K,4,70.8,74.71,0:02:47.942277
CHEMBL204,374,5,GCN,T_K,5,76.99,78.16,0:03:30.111769
CHEMBL204,374,5,GCN,T_K,6,76.99,78.54,0:04:12.122202
CHEMBL204,374,5,GCN,T_K,7,80.53,79.69,0:04:54.064057
CHEMBL204,374,5,GCN,T_K,8,78.76,80.84,0:05:36.078080
CHEMBL204,374,5,GCN,T_K,9,77.88,81.99,0:06:18.186107
CHEMBL204,374,5,GCN,T_K,10,76.11,76.25,0:07:00.242742
CHEMBL204,374,5,GCN,T_K,11,76.99,75.86,0:07:42.172151
CHEMBL204,374,5,GCN,T_K,12,76.11,75.86,0:08:24.132821
CHEMBL204,374,5,GCN,T_K,13,76.11,75.86,0:09:06.120477
CHEMBL204,374,5,GCN,T_K,14,75.22,77.01,0:09:48.284056
CHEMBL204,374,5,GCN,T_K,15,76.99,75.48,0:10:30.137376
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL204,374,6,GCN,T_K,1,54.87,53.26,0:00:41.980789
CHEMBL204,374,6,GCN,T_K,2,69.91,65.13,0:01:24.131577
CHEMBL204,374,6,GCN,T_K,3,75.22,70.5,0:02:06.341685
CHEMBL204,374,6,GCN,T_K,4,76.99,69.35,0:02:48.333815
CHEMBL204,374,6,GCN,T_K,5,79.65,70.11,0:03:30.146210
CHEMBL204,374,6,GCN,T_K,6,79.65,70.88,0:04:12.049089
CHEMBL204,374,6,GCN,T_K,7,79.65,74.71,0:04:54.036520
CHEMBL204,374,6,GCN,T_K,8,79.65,74.71,0:05:36.248625
CHEMBL204,374,6,GCN,T_K,9,77.88,73.95,0:06:18.284674
CHEMBL204,374,6,GCN,T_K,10,79.65,74.33,0:07:00.389648
CHEMBL204,374,6,GCN,T_K,11,79.65,74.71,0:07:42.597630
CHEMBL204,374,6,GCN,T_K,12,80.53,75.1,0:08:24.879474
CHEMBL204,374,6,GCN,T_K,13,76.99,77.01,0:09:06.834028
CHEMBL204,374,6,GCN,T_K,14,78.76,78.16,0:09:48.686004
CHEMBL204,374,6,GCN,T_K,15,76.99,77.01,0:10:30.629489
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL204,374,7,GCN,T_K,1,60.18,59.77,0:00:41.842450
CHEMBL204,374,7,GCN,T_K,2,55.75,57.09,0:01:23.839601
CHEMBL204,374,7,GCN,T_K,3,76.99,72.03,0:02:05.672214
CHEMBL204,374,7,GCN,T_K,4,75.22,68.97,0:02:47.597882
CHEMBL204,374,7,GCN,T_K,5,74.34,69.35,0:03:29.635963
CHEMBL204,374,7,GCN,T_K,6,76.11,69.35,0:04:11.759588
CHEMBL204,374,7,GCN,T_K,7,76.11,71.26,0:04:54.001013
CHEMBL204,374,7,GCN,T_K,8,72.57,69.35,0:05:36.171483
CHEMBL204,374,7,GCN,T_K,9,66.37,72.8,0:06:18.397352
CHEMBL204,374,7,GCN,T_K,10,68.14,72.03,0:07:00.357741
CHEMBL204,374,7,GCN,T_K,11,66.37,69.35,0:07:42.446356
CHEMBL204,374,7,GCN,T_K,12,66.37,69.73,0:08:24.380499
CHEMBL204,374,7,GCN,T_K,13,66.37,68.58,0:09:06.369119
CHEMBL204,374,7,GCN,T_K,14,65.49,68.58,0:09:48.338401
CHEMBL204,374,7,GCN,T_K,15,63.72,71.65,0:10:30.404786
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL204,374,8,GCN,T_K,1,57.52,58.62,0:00:41.952721
CHEMBL204,374,8,GCN,T_K,2,68.14,66.28,0:01:23.912205
CHEMBL204,374,8,GCN,T_K,3,68.14,67.05,0:02:05.890636
CHEMBL204,374,8,GCN,T_K,4,67.26,67.43,0:02:47.887375
CHEMBL204,374,8,GCN,T_K,5,72.57,72.8,0:03:29.981719
CHEMBL204,374,8,GCN,T_K,6,71.68,72.41,0:04:11.926635
CHEMBL204,374,8,GCN,T_K,7,71.68,72.41,0:04:53.790732
CHEMBL204,374,8,GCN,T_K,8,74.34,69.35,0:05:35.627183
CHEMBL204,374,8,GCN,T_K,9,73.45,69.35,0:06:17.560877
CHEMBL204,374,8,GCN,T_K,10,72.57,68.58,0:06:59.596924
CHEMBL204,374,8,GCN,T_K,11,74.34,71.26,0:07:41.741090
CHEMBL204,374,8,GCN,T_K,12,76.11,80.46,0:08:23.920758
CHEMBL204,374,8,GCN,T_K,13,76.99,80.84,0:09:06.188557
CHEMBL204,374,8,GCN,T_K,14,77.88,81.23,0:09:48.354737
CHEMBL204,374,8,GCN,T_K,15,77.88,81.61,0:10:30.440955
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL204,374,9,GCN,T_K,1,54.87,54.79,0:00:41.972678
CHEMBL204,374,9,GCN,T_K,2,64.6,67.05,0:01:24.030880
CHEMBL204,374,9,GCN,T_K,3,65.49,68.2,0:02:06.102071
CHEMBL204,374,9,GCN,T_K,4,67.26,67.82,0:02:48.233437
CHEMBL204,374,9,GCN,T_K,5,60.18,67.05,0:03:30.142848
CHEMBL204,374,9,GCN,T_K,6,67.26,73.18,0:04:12.047731
CHEMBL204,374,9,GCN,T_K,7,76.99,78.54,0:04:54.035123
CHEMBL204,374,9,GCN,T_K,8,74.34,78.16,0:05:36.434789
CHEMBL204,374,9,GCN,T_K,9,75.22,78.16,0:06:18.626186
CHEMBL204,374,9,GCN,T_K,10,73.45,78.54,0:07:00.569079
CHEMBL204,374,9,GCN,T_K,11,73.45,78.93,0:07:42.521732
CHEMBL204,374,9,GCN,T_K,12,73.45,79.69,0:08:24.828291
CHEMBL204,374,9,GCN,T_K,13,72.57,79.69,0:09:07.063983
CHEMBL204,374,9,GCN,T_K,14,73.45,80.46,0:09:49.289227
CHEMBL204,374,9,GCN,T_K,15,72.57,80.84,0:10:31.159656
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL204,374,10,GCN,T_K,1,44.25,48.66,0:00:42.116229
CHEMBL204,374,10,GCN,T_K,2,61.06,60.15,0:01:24.423053
CHEMBL204,374,10,GCN,T_K,3,61.06,61.3,0:02:06.611475
CHEMBL204,374,10,GCN,T_K,4,69.03,69.35,0:02:48.732272
CHEMBL204,374,10,GCN,T_K,5,69.03,69.35,0:03:30.759949
CHEMBL204,374,10,GCN,T_K,6,73.45,71.26,0:04:12.821183
CHEMBL204,374,10,GCN,T_K,7,72.57,71.26,0:04:54.780279
CHEMBL204,374,10,GCN,T_K,8,72.57,78.16,0:05:36.696661
CHEMBL204,374,10,GCN,T_K,9,73.45,78.16,0:06:18.655938
CHEMBL204,374,10,GCN,T_K,10,77.88,78.16,0:07:00.917534
CHEMBL204,374,10,GCN,T_K,11,77.88,79.69,0:07:43.161941
CHEMBL204,374,10,GCN,T_K,12,78.76,80.08,0:08:25.201702
CHEMBL204,374,10,GCN,T_K,13,81.42,83.14,0:09:07.127731
CHEMBL204,374,10,GCN,T_K,14,81.42,83.52,0:09:49.066275
CHEMBL204,374,10,GCN,T_K,15,81.42,83.14,0:10:31.153674
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL214,254,1,GCN,T_K,1,49.35,49.72,0:00:29.387113
CHEMBL214,254,1,GCN,T_K,2,51.95,51.98,0:00:58.713516
CHEMBL214,254,1,GCN,T_K,3,55.84,54.24,0:01:28.278418
CHEMBL214,254,1,GCN,T_K,4,71.43,71.19,0:01:57.924485
CHEMBL214,254,1,GCN,T_K,5,71.43,75.14,0:02:27.525704
CHEMBL214,254,1,GCN,T_K,6,80.52,81.36,0:02:57.103634
CHEMBL214,254,1,GCN,T_K,7,81.82,80.79,0:03:26.769955
CHEMBL214,254,1,GCN,T_K,8,80.52,80.23,0:03:56.112592
CHEMBL214,254,1,GCN,T_K,9,80.52,79.66,0:04:25.602901
CHEMBL214,254,1,GCN,T_K,10,88.31,83.62,0:04:55.222443
CHEMBL214,254,1,GCN,T_K,11,89.61,83.62,0:05:24.820250
CHEMBL214,254,1,GCN,T_K,12,85.71,84.75,0:05:54.405595
CHEMBL214,254,1,GCN,T_K,13,89.61,85.31,0:06:23.774573
CHEMBL214,254,1,GCN,T_K,14,89.61,84.75,0:06:53.270615
CHEMBL214,254,1,GCN,T_K,15,87.01,83.62,0:07:22.800891
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL214,254,2,GCN,T_K,1,57.14,63.84,0:00:29.383570
CHEMBL214,254,2,GCN,T_K,2,57.14,63.84,0:00:58.780566
CHEMBL214,254,2,GCN,T_K,3,57.14,63.84,0:01:28.165350
CHEMBL214,254,2,GCN,T_K,4,66.23,69.49,0:01:57.585682
CHEMBL214,254,2,GCN,T_K,5,72.73,72.32,0:02:27.077513
CHEMBL214,254,2,GCN,T_K,6,75.32,72.32,0:02:56.451454
CHEMBL214,254,2,GCN,T_K,7,79.22,81.92,0:03:25.858125
CHEMBL214,254,2,GCN,T_K,8,79.22,81.36,0:03:55.221757
CHEMBL214,254,2,GCN,T_K,9,79.22,81.92,0:04:24.606069
CHEMBL214,254,2,GCN,T_K,10,79.22,82.49,0:04:54.016326
CHEMBL214,254,2,GCN,T_K,11,79.22,82.49,0:05:23.382867
CHEMBL214,254,2,GCN,T_K,12,76.62,89.27,0:05:52.872477
CHEMBL214,254,2,GCN,T_K,13,77.92,89.27,0:06:22.260448
CHEMBL214,254,2,GCN,T_K,14,77.92,89.27,0:06:51.622192
CHEMBL214,254,2,GCN,T_K,15,77.92,89.27,0:07:21.031449
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL214,254,3,GCN,T_K,1,67.53,67.8,0:00:29.326497
CHEMBL214,254,3,GCN,T_K,2,64.94,67.8,0:00:58.806862
CHEMBL214,254,3,GCN,T_K,3,59.74,67.8,0:01:28.276485
CHEMBL214,254,3,GCN,T_K,4,68.83,67.23,0:01:57.800907
CHEMBL214,254,3,GCN,T_K,5,79.22,76.84,0:02:27.185874
CHEMBL214,254,3,GCN,T_K,6,83.12,83.05,0:02:56.554772
CHEMBL214,254,3,GCN,T_K,7,83.12,83.05,0:03:25.998363
CHEMBL214,254,3,GCN,T_K,8,81.82,83.05,0:03:55.467775
CHEMBL214,254,3,GCN,T_K,9,81.82,85.31,0:04:24.958836
CHEMBL214,254,3,GCN,T_K,10,81.82,85.31,0:04:54.487100
CHEMBL214,254,3,GCN,T_K,11,81.82,86.44,0:05:23.990683
CHEMBL214,254,3,GCN,T_K,12,81.82,86.44,0:05:53.481832
CHEMBL214,254,3,GCN,T_K,13,84.42,84.18,0:06:23.004149
CHEMBL214,254,3,GCN,T_K,14,83.12,82.49,0:06:52.597939
CHEMBL214,254,3,GCN,T_K,15,84.42,83.05,0:07:22.212769
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL214,254,4,GCN,T_K,1,58.44,60.45,0:00:29.557514
CHEMBL214,254,4,GCN,T_K,2,62.34,60.45,0:00:59.246208
CHEMBL214,254,4,GCN,T_K,3,72.73,72.88,0:01:28.851848
CHEMBL214,254,4,GCN,T_K,4,81.82,75.14,0:01:58.454097
CHEMBL214,254,4,GCN,T_K,5,79.22,80.23,0:02:27.822291
CHEMBL214,254,4,GCN,T_K,6,80.52,80.79,0:02:57.324980
CHEMBL214,254,4,GCN,T_K,7,87.01,79.66,0:03:26.916172
CHEMBL214,254,4,GCN,T_K,8,85.71,83.05,0:03:56.494378
CHEMBL214,254,4,GCN,T_K,9,84.42,83.05,0:04:26.120316
CHEMBL214,254,4,GCN,T_K,10,83.12,81.92,0:04:55.427906
CHEMBL214,254,4,GCN,T_K,11,84.42,83.62,0:05:24.758422
CHEMBL214,254,4,GCN,T_K,12,80.52,85.88,0:05:54.204494
CHEMBL214,254,4,GCN,T_K,13,83.12,85.31,0:06:23.851441
CHEMBL214,254,4,GCN,T_K,14,83.12,85.88,0:06:53.487100
CHEMBL214,254,4,GCN,T_K,15,83.12,85.88,0:07:23.214316
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL214,254,5,GCN,T_K,1,54.55,54.24,0:00:29.597282
CHEMBL214,254,5,GCN,T_K,2,75.32,71.19,0:00:59.153874
CHEMBL214,254,5,GCN,T_K,3,75.32,71.19,0:01:28.769741
CHEMBL214,254,5,GCN,T_K,4,77.92,71.19,0:01:58.335186
CHEMBL214,254,5,GCN,T_K,5,76.62,73.45,0:02:27.954797
CHEMBL214,254,5,GCN,T_K,6,76.62,74.58,0:02:57.555337
CHEMBL214,254,5,GCN,T_K,7,76.62,79.66,0:03:27.261171
CHEMBL214,254,5,GCN,T_K,8,76.62,80.79,0:03:56.831459
CHEMBL214,254,5,GCN,T_K,9,76.62,80.79,0:04:26.434623
CHEMBL214,254,5,GCN,T_K,10,80.52,81.36,0:04:55.984499
CHEMBL214,254,5,GCN,T_K,11,79.22,84.18,0:05:25.451197
CHEMBL214,254,5,GCN,T_K,12,79.22,84.75,0:05:54.934572
CHEMBL214,254,5,GCN,T_K,13,81.82,84.75,0:06:24.382267
CHEMBL214,254,5,GCN,T_K,14,80.52,84.75,0:06:54.007063
CHEMBL214,254,5,GCN,T_K,15,80.52,84.75,0:07:23.494659
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL214,254,6,GCN,T_K,1,50.65,51.98,0:00:29.375611
CHEMBL214,254,6,GCN,T_K,2,68.83,67.23,0:00:58.755292
CHEMBL214,254,6,GCN,T_K,3,77.92,68.36,0:01:28.127300
CHEMBL214,254,6,GCN,T_K,4,80.52,70.06,0:01:57.529689
CHEMBL214,254,6,GCN,T_K,5,81.82,81.92,0:02:26.984759
CHEMBL214,254,6,GCN,T_K,6,84.42,81.36,0:02:56.438042
CHEMBL214,254,6,GCN,T_K,7,85.71,82.49,0:03:25.843627
CHEMBL214,254,6,GCN,T_K,8,85.71,83.05,0:03:55.325581
CHEMBL214,254,6,GCN,T_K,9,84.42,83.05,0:04:24.809072
CHEMBL214,254,6,GCN,T_K,10,85.71,83.62,0:04:54.283361
CHEMBL214,254,6,GCN,T_K,11,85.71,83.62,0:05:23.643355
CHEMBL214,254,6,GCN,T_K,12,85.71,84.18,0:05:53.089463
CHEMBL214,254,6,GCN,T_K,13,85.71,83.62,0:06:22.448737
CHEMBL214,254,6,GCN,T_K,14,85.71,83.62,0:06:51.912857
CHEMBL214,254,6,GCN,T_K,15,85.71,83.62,0:07:21.459611
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL214,254,7,GCN,T_K,1,55.84,65.54,0:00:29.605911
CHEMBL214,254,7,GCN,T_K,2,49.35,61.02,0:00:59.169937
CHEMBL214,254,7,GCN,T_K,3,68.83,67.23,0:01:28.706527
CHEMBL214,254,7,GCN,T_K,4,81.82,74.58,0:01:58.126682
CHEMBL214,254,7,GCN,T_K,5,85.71,76.84,0:02:27.454333
CHEMBL214,254,7,GCN,T_K,6,87.01,77.4,0:02:56.844064
CHEMBL214,254,7,GCN,T_K,7,80.52,78.53,0:03:26.197538
CHEMBL214,254,7,GCN,T_K,8,83.12,78.53,0:03:55.505676
CHEMBL214,254,7,GCN,T_K,9,83.12,79.66,0:04:24.826740
CHEMBL214,254,7,GCN,T_K,10,81.82,79.1,0:04:54.365717
CHEMBL214,254,7,GCN,T_K,11,90.91,79.66,0:05:23.852622
CHEMBL214,254,7,GCN,T_K,12,90.91,80.79,0:05:53.415771
CHEMBL214,254,7,GCN,T_K,13,90.91,81.92,0:06:23.000266
CHEMBL214,254,7,GCN,T_K,14,90.91,83.05,0:06:52.411909
CHEMBL214,254,7,GCN,T_K,15,90.91,83.05,0:07:21.745967
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL214,254,8,GCN,T_K,1,75.32,74.01,0:00:29.316941
CHEMBL214,254,8,GCN,T_K,2,76.62,74.01,0:00:58.813916
CHEMBL214,254,8,GCN,T_K,3,74.03,74.01,0:01:28.137168
CHEMBL214,254,8,GCN,T_K,4,75.32,72.88,0:01:57.483875
CHEMBL214,254,8,GCN,T_K,5,77.92,73.45,0:02:26.905200
CHEMBL214,254,8,GCN,T_K,6,87.01,79.66,0:02:56.470381
CHEMBL214,254,8,GCN,T_K,7,87.01,79.1,0:03:26.054081
CHEMBL214,254,8,GCN,T_K,8,81.82,83.05,0:03:55.525723
CHEMBL214,254,8,GCN,T_K,9,83.12,83.62,0:04:25.224974
CHEMBL214,254,8,GCN,T_K,10,85.71,86.44,0:04:54.857389
CHEMBL214,254,8,GCN,T_K,11,85.71,87.01,0:05:24.446325
CHEMBL214,254,8,GCN,T_K,12,85.71,87.01,0:05:53.952325
CHEMBL214,254,8,GCN,T_K,13,85.71,88.14,0:06:23.290654
CHEMBL214,254,8,GCN,T_K,14,84.42,87.57,0:06:52.592307
CHEMBL214,254,8,GCN,T_K,15,84.42,87.57,0:07:22.072139
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL214,254,9,GCN,T_K,1,53.25,50.28,0:00:29.546664
CHEMBL214,254,9,GCN,T_K,2,59.74,55.93,0:00:59.035571
CHEMBL214,254,9,GCN,T_K,3,62.34,61.02,0:01:28.346884
CHEMBL214,254,9,GCN,T_K,4,80.52,75.14,0:01:57.713227
CHEMBL214,254,9,GCN,T_K,5,83.12,81.36,0:02:27.238363
CHEMBL214,254,9,GCN,T_K,6,84.42,84.75,0:02:56.664646
CHEMBL214,254,9,GCN,T_K,7,84.42,84.18,0:03:26.138166
CHEMBL214,254,9,GCN,T_K,8,84.42,84.18,0:03:55.502920
CHEMBL214,254,9,GCN,T_K,9,85.71,83.62,0:04:24.824189
CHEMBL214,254,9,GCN,T_K,10,85.71,84.18,0:04:54.202938
CHEMBL214,254,9,GCN,T_K,11,85.71,84.18,0:05:23.588292
CHEMBL214,254,9,GCN,T_K,12,84.42,85.88,0:05:52.960502
CHEMBL214,254,9,GCN,T_K,13,84.42,85.88,0:06:22.320305
CHEMBL214,254,9,GCN,T_K,14,84.42,84.18,0:06:51.803635
CHEMBL214,254,9,GCN,T_K,15,84.42,84.18,0:07:21.148964
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL214,254,10,GCN,T_K,1,49.35,50.28,0:00:29.315256
CHEMBL214,254,10,GCN,T_K,2,53.25,53.11,0:00:58.603391
CHEMBL214,254,10,GCN,T_K,3,75.32,65.54,0:01:27.976095
CHEMBL214,254,10,GCN,T_K,4,77.92,74.01,0:01:57.404511
CHEMBL214,254,10,GCN,T_K,5,88.31,75.14,0:02:26.872003
CHEMBL214,254,10,GCN,T_K,6,83.12,77.4,0:02:56.296940
CHEMBL214,254,10,GCN,T_K,7,87.01,79.1,0:03:25.679669
CHEMBL214,254,10,GCN,T_K,8,87.01,79.1,0:03:55.079629
CHEMBL214,254,10,GCN,T_K,9,87.01,79.1,0:04:24.557708
CHEMBL214,254,10,GCN,T_K,10,84.42,75.71,0:04:54.019575
CHEMBL214,254,10,GCN,T_K,11,84.42,75.71,0:05:23.455632
CHEMBL214,254,10,GCN,T_K,12,89.61,82.49,0:05:52.981327
CHEMBL214,254,10,GCN,T_K,13,89.61,81.92,0:06:22.447140
CHEMBL214,254,10,GCN,T_K,14,89.61,81.92,0:06:51.864617
CHEMBL214,254,10,GCN,T_K,15,92.21,82.49,0:07:21.310365
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL218,204,1,GCN,T_K,1,56.45,53.52,0:00:22.364032
CHEMBL218,204,1,GCN,T_K,2,69.35,59.15,0:00:44.685897
CHEMBL218,204,1,GCN,T_K,3,69.35,59.15,0:01:07.006727
CHEMBL218,204,1,GCN,T_K,4,62.9,64.08,0:01:29.373697
CHEMBL218,204,1,GCN,T_K,5,79.03,81.69,0:01:51.727635
CHEMBL218,204,1,GCN,T_K,6,80.65,81.69,0:02:14.041201
CHEMBL218,204,1,GCN,T_K,7,83.87,80.99,0:02:36.379277
CHEMBL218,204,1,GCN,T_K,8,83.87,81.69,0:02:58.680690
CHEMBL218,204,1,GCN,T_K,9,82.26,80.28,0:03:21.008738
CHEMBL218,204,1,GCN,T_K,10,85.48,82.39,0:03:43.347923
CHEMBL218,204,1,GCN,T_K,11,85.48,81.69,0:04:05.697269
CHEMBL218,204,1,GCN,T_K,12,85.48,80.99,0:04:28.134102
CHEMBL218,204,1,GCN,T_K,13,85.48,80.99,0:04:50.453966
CHEMBL218,204,1,GCN,T_K,14,83.87,80.28,0:05:12.743943
CHEMBL218,204,1,GCN,T_K,15,82.26,80.99,0:05:35.057386
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL218,204,2,GCN,T_K,1,70.97,62.68,0:00:22.279336
CHEMBL218,204,2,GCN,T_K,2,72.58,79.58,0:00:44.566516
CHEMBL218,204,2,GCN,T_K,3,75.81,80.99,0:01:06.856765
CHEMBL218,204,2,GCN,T_K,4,79.03,79.58,0:01:29.156423
CHEMBL218,204,2,GCN,T_K,5,82.26,78.87,0:01:51.471202
CHEMBL218,204,2,GCN,T_K,6,82.26,78.87,0:02:13.884417
CHEMBL218,204,2,GCN,T_K,7,83.87,82.39,0:02:36.163636
CHEMBL218,204,2,GCN,T_K,8,83.87,80.99,0:02:58.455465
CHEMBL218,204,2,GCN,T_K,9,82.26,82.39,0:03:20.767843
CHEMBL218,204,2,GCN,T_K,10,82.26,82.39,0:03:43.070385
CHEMBL218,204,2,GCN,T_K,11,80.65,83.1,0:04:05.359935
CHEMBL218,204,2,GCN,T_K,12,80.65,83.1,0:04:27.636422
CHEMBL218,204,2,GCN,T_K,13,82.26,82.39,0:04:49.938124
CHEMBL218,204,2,GCN,T_K,14,79.03,79.58,0:05:12.381805
CHEMBL218,204,2,GCN,T_K,15,79.03,79.58,0:05:34.854695
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL218,204,3,GCN,T_K,1,74.19,76.76,0:00:22.413788
CHEMBL218,204,3,GCN,T_K,2,79.03,76.76,0:00:44.885244
CHEMBL218,204,3,GCN,T_K,3,74.19,73.94,0:01:07.339824
CHEMBL218,204,3,GCN,T_K,4,72.58,73.94,0:01:29.848514
CHEMBL218,204,3,GCN,T_K,5,74.19,81.69,0:01:52.374481
CHEMBL218,204,3,GCN,T_K,6,74.19,81.69,0:02:14.871837
CHEMBL218,204,3,GCN,T_K,7,74.19,82.39,0:02:37.474024
CHEMBL218,204,3,GCN,T_K,8,72.58,78.17,0:02:59.991389
CHEMBL218,204,3,GCN,T_K,9,72.58,77.46,0:03:22.478120
CHEMBL218,204,3,GCN,T_K,10,74.19,83.1,0:03:44.971591
CHEMBL218,204,3,GCN,T_K,11,77.42,81.69,0:04:07.471785
CHEMBL218,204,3,GCN,T_K,12,72.58,83.8,0:04:29.875316
CHEMBL218,204,3,GCN,T_K,13,72.58,82.39,0:04:52.265157
CHEMBL218,204,3,GCN,T_K,14,74.19,83.1,0:05:14.577267
CHEMBL218,204,3,GCN,T_K,15,79.03,83.8,0:05:36.991006
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL218,204,4,GCN,T_K,1,48.39,55.63,0:00:22.323582
CHEMBL218,204,4,GCN,T_K,2,61.29,66.9,0:00:44.658843
CHEMBL218,204,4,GCN,T_K,3,61.29,63.38,0:01:07.083995
CHEMBL218,204,4,GCN,T_K,4,61.29,63.38,0:01:29.589877
CHEMBL218,204,4,GCN,T_K,5,69.35,66.9,0:01:51.974265
CHEMBL218,204,4,GCN,T_K,6,83.87,78.87,0:02:14.230568
CHEMBL218,204,4,GCN,T_K,7,85.48,79.58,0:02:36.552087
CHEMBL218,204,4,GCN,T_K,8,85.48,78.87,0:02:58.921443
CHEMBL218,204,4,GCN,T_K,9,87.1,77.46,0:03:21.221165
CHEMBL218,204,4,GCN,T_K,10,87.1,78.87,0:03:43.496592
CHEMBL218,204,4,GCN,T_K,11,83.87,80.28,0:04:05.780148
CHEMBL218,204,4,GCN,T_K,12,85.48,79.58,0:04:28.052192
CHEMBL218,204,4,GCN,T_K,13,83.87,83.1,0:04:50.350071
CHEMBL218,204,4,GCN,T_K,14,83.87,80.28,0:05:12.831667
CHEMBL218,204,4,GCN,T_K,15,83.87,82.39,0:05:35.324204
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL218,204,5,GCN,T_K,1,79.03,73.94,0:00:22.394993
CHEMBL218,204,5,GCN,T_K,2,80.65,74.65,0:00:44.704475
CHEMBL218,204,5,GCN,T_K,3,80.65,74.65,0:01:07.035042
CHEMBL218,204,5,GCN,T_K,4,83.87,75.35,0:01:29.368593
CHEMBL218,204,5,GCN,T_K,5,83.87,75.35,0:01:51.645929
CHEMBL218,204,5,GCN,T_K,6,83.87,77.46,0:02:14.014895
CHEMBL218,204,5,GCN,T_K,7,82.26,78.87,0:02:36.425627
CHEMBL218,204,5,GCN,T_K,8,77.42,78.87,0:02:58.836699
