dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL4822,266,2,GCN,T_K,7,75.0,62.9,0:03:28.707065
CHEMBL4822,266,2,GCN,T_K,8,76.25,65.05,0:03:58.726284
CHEMBL4822,266,2,GCN,T_K,9,75.0,64.52,0:04:28.865887
CHEMBL4822,266,2,GCN,T_K,10,81.25,75.27,0:04:58.912019
CHEMBL4822,266,2,GCN,T_K,11,85.0,73.12,0:05:28.702443
CHEMBL4822,266,2,GCN,T_K,12,68.75,63.98,0:05:58.306777
CHEMBL4822,266,2,GCN,T_K,13,68.75,64.52,0:06:28.194738
CHEMBL4822,266,2,GCN,T_K,14,75.0,71.51,0:06:58.195867
CHEMBL4822,266,2,GCN,T_K,15,76.25,71.51,0:07:28.236863
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL4822,266,3,GCN,T_K,1,55.0,64.52,0:00:29.876177
CHEMBL4822,266,3,GCN,T_K,2,56.25,66.13,0:00:59.765783
CHEMBL4822,266,3,GCN,T_K,3,57.5,66.13,0:01:29.473553
CHEMBL4822,266,3,GCN,T_K,4,67.5,76.34,0:01:59.142228
CHEMBL4822,266,3,GCN,T_K,5,68.75,75.27,0:02:29.051623
CHEMBL4822,266,3,GCN,T_K,6,71.25,79.03,0:02:58.655217
CHEMBL4822,266,3,GCN,T_K,7,68.75,79.03,0:03:28.403374
CHEMBL4822,266,3,GCN,T_K,8,67.5,79.57,0:03:58.061753
CHEMBL4822,266,3,GCN,T_K,9,68.75,72.58,0:04:28.082695
CHEMBL4822,266,3,GCN,T_K,10,68.75,72.04,0:04:58.087081
CHEMBL4822,266,3,GCN,T_K,11,71.25,74.19,0:05:28.065229
CHEMBL4822,266,3,GCN,T_K,12,71.25,74.19,0:05:58.015176
CHEMBL4822,266,3,GCN,T_K,13,71.25,75.27,0:06:28.097516
CHEMBL4822,266,3,GCN,T_K,14,70.0,79.57,0:06:57.988006
CHEMBL4822,266,3,GCN,T_K,15,71.25,78.49,0:07:27.989725
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL4822,266,4,GCN,T_K,1,68.75,57.53,0:00:29.736923
CHEMBL4822,266,4,GCN,T_K,2,71.25,65.59,0:00:59.324941
CHEMBL4822,266,4,GCN,T_K,3,71.25,67.2,0:01:28.968357
CHEMBL4822,266,4,GCN,T_K,4,68.75,66.13,0:01:58.656405
CHEMBL4822,266,4,GCN,T_K,5,62.5,62.9,0:02:28.229079
CHEMBL4822,266,4,GCN,T_K,6,71.25,69.35,0:02:57.836467
CHEMBL4822,266,4,GCN,T_K,7,75.0,77.42,0:03:27.464030
CHEMBL4822,266,4,GCN,T_K,8,77.5,76.34,0:03:57.375767
CHEMBL4822,266,4,GCN,T_K,9,77.5,80.11,0:04:27.324949
CHEMBL4822,266,4,GCN,T_K,10,77.5,79.57,0:04:57.092589
CHEMBL4822,266,4,GCN,T_K,11,77.5,79.57,0:05:26.822134
CHEMBL4822,266,4,GCN,T_K,12,77.5,80.11,0:05:56.649102
CHEMBL4822,266,4,GCN,T_K,13,77.5,80.11,0:06:26.560392
CHEMBL4822,266,4,GCN,T_K,14,75.0,79.57,0:06:56.514643
CHEMBL4822,266,4,GCN,T_K,15,76.25,79.03,0:07:26.468473
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL4822,266,5,GCN,T_K,1,58.75,63.98,0:00:29.899609
CHEMBL4822,266,5,GCN,T_K,2,58.75,63.98,0:00:59.891003
CHEMBL4822,266,5,GCN,T_K,3,72.5,65.05,0:01:29.776218
CHEMBL4822,266,5,GCN,T_K,4,72.5,65.05,0:01:59.758385
CHEMBL4822,266,5,GCN,T_K,5,70.0,66.13,0:02:29.365230
CHEMBL4822,266,5,GCN,T_K,6,70.0,66.13,0:02:58.961621
CHEMBL4822,266,5,GCN,T_K,7,68.75,67.2,0:03:28.544179
CHEMBL4822,266,5,GCN,T_K,8,72.5,67.2,0:03:58.265027
CHEMBL4822,266,5,GCN,T_K,9,72.5,67.2,0:04:27.900629
CHEMBL4822,266,5,GCN,T_K,10,72.5,67.74,0:04:57.528360
CHEMBL4822,266,5,GCN,T_K,11,73.75,69.89,0:05:27.157628
CHEMBL4822,266,5,GCN,T_K,12,73.75,71.51,0:05:56.790075
CHEMBL4822,266,5,GCN,T_K,13,73.75,69.89,0:06:26.408453
CHEMBL4822,266,5,GCN,T_K,14,73.75,70.97,0:06:56.031946
CHEMBL4822,266,5,GCN,T_K,15,75.0,76.88,0:07:25.829945
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL4822,266,6,GCN,T_K,1,45.0,44.09,0:00:29.507672
CHEMBL4822,266,6,GCN,T_K,2,50.0,59.14,0:00:59.120085
CHEMBL4822,266,6,GCN,T_K,3,73.75,70.43,0:01:28.749426
CHEMBL4822,266,6,GCN,T_K,4,73.75,69.35,0:01:58.281708
CHEMBL4822,266,6,GCN,T_K,5,73.75,69.89,0:02:27.902295
CHEMBL4822,266,6,GCN,T_K,6,73.75,69.35,0:02:57.634487
CHEMBL4822,266,6,GCN,T_K,7,80.0,71.51,0:03:27.228817
CHEMBL4822,266,6,GCN,T_K,8,80.0,73.66,0:03:56.818561
CHEMBL4822,266,6,GCN,T_K,9,70.0,74.19,0:04:26.406577
CHEMBL4822,266,6,GCN,T_K,10,73.75,75.27,0:04:56.029945
CHEMBL4822,266,6,GCN,T_K,11,73.75,74.73,0:05:25.632907
CHEMBL4822,266,6,GCN,T_K,12,73.75,77.42,0:05:55.386932
CHEMBL4822,266,6,GCN,T_K,13,75.0,78.49,0:06:25.038479
CHEMBL4822,266,6,GCN,T_K,14,77.5,77.96,0:06:54.588283
CHEMBL4822,266,6,GCN,T_K,15,77.5,76.88,0:07:24.232539
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL4822,266,7,GCN,T_K,1,66.25,59.68,0:00:29.594517
CHEMBL4822,266,7,GCN,T_K,2,66.25,60.22,0:00:59.182953
CHEMBL4822,266,7,GCN,T_K,3,68.75,69.35,0:01:28.776609
CHEMBL4822,266,7,GCN,T_K,4,71.25,70.97,0:01:58.475250
CHEMBL4822,266,7,GCN,T_K,5,73.75,69.35,0:02:28.139267
CHEMBL4822,266,7,GCN,T_K,6,75.0,72.04,0:02:57.823311
CHEMBL4822,266,7,GCN,T_K,7,81.25,74.73,0:03:27.479851
CHEMBL4822,266,7,GCN,T_K,8,82.5,73.12,0:03:57.194910
CHEMBL4822,266,7,GCN,T_K,9,83.75,76.34,0:04:26.841567
CHEMBL4822,266,7,GCN,T_K,10,83.75,76.88,0:04:56.539919
CHEMBL4822,266,7,GCN,T_K,11,81.25,77.42,0:05:26.100975
CHEMBL4822,266,7,GCN,T_K,12,81.25,77.42,0:05:55.675014
CHEMBL4822,266,7,GCN,T_K,13,81.25,76.34,0:06:25.331278
CHEMBL4822,266,7,GCN,T_K,14,75.0,75.81,0:06:54.941836
CHEMBL4822,266,7,GCN,T_K,15,75.0,75.27,0:07:24.537498
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL4822,266,8,GCN,T_K,1,46.25,51.61,0:00:29.710614
CHEMBL4822,266,8,GCN,T_K,2,48.75,53.23,0:00:59.363783
CHEMBL4822,266,8,GCN,T_K,3,65.0,63.44,0:01:29.042854
CHEMBL4822,266,8,GCN,T_K,4,66.25,63.44,0:01:58.732803
CHEMBL4822,266,8,GCN,T_K,5,63.75,62.9,0:02:28.423170
CHEMBL4822,266,8,GCN,T_K,6,68.75,76.88,0:02:58.151761
CHEMBL4822,266,8,GCN,T_K,7,70.0,75.81,0:03:27.823683
CHEMBL4822,266,8,GCN,T_K,8,67.5,77.42,0:03:57.621863
CHEMBL4822,266,8,GCN,T_K,9,67.5,76.34,0:04:27.218702
CHEMBL4822,266,8,GCN,T_K,10,67.5,76.34,0:04:56.855271
CHEMBL4822,266,8,GCN,T_K,11,70.0,76.34,0:05:26.487948
CHEMBL4822,266,8,GCN,T_K,12,68.75,76.34,0:05:56.136838
CHEMBL4822,266,8,GCN,T_K,13,68.75,77.42,0:06:25.762913
CHEMBL4822,266,8,GCN,T_K,14,70.0,77.42,0:06:55.524693
CHEMBL4822,266,8,GCN,T_K,15,71.25,77.96,0:07:25.153161
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL4822,266,9,GCN,T_K,1,61.25,55.91,0:00:29.644709
CHEMBL4822,266,9,GCN,T_K,2,63.75,72.04,0:00:59.288155
CHEMBL4822,266,9,GCN,T_K,3,66.25,73.12,0:01:28.941097
CHEMBL4822,266,9,GCN,T_K,4,75.0,71.51,0:01:58.596421
CHEMBL4822,266,9,GCN,T_K,5,73.75,71.51,0:02:28.332735
CHEMBL4822,266,9,GCN,T_K,6,75.0,69.89,0:02:57.907525
CHEMBL4822,266,9,GCN,T_K,7,77.5,69.89,0:03:27.502521
CHEMBL4822,266,9,GCN,T_K,8,76.25,69.35,0:03:57.197212
CHEMBL4822,266,9,GCN,T_K,9,75.0,72.04,0:04:26.821555
CHEMBL4822,266,9,GCN,T_K,10,75.0,73.12,0:04:56.392216
CHEMBL4822,266,9,GCN,T_K,11,76.25,72.58,0:05:26.025689
CHEMBL4822,266,9,GCN,T_K,12,75.0,72.04,0:05:55.807170
CHEMBL4822,266,9,GCN,T_K,13,76.25,72.58,0:06:25.433813
CHEMBL4822,266,9,GCN,T_K,14,76.25,72.58,0:06:55.086246
CHEMBL4822,266,9,GCN,T_K,15,76.25,73.66,0:07:24.719849
dataset, size, run, model, variant, k, test_acc, train_acc, gc_training_time
CHEMBL4822,266,10,GCN,T_K,1,60.0,62.37,0:00:29.585461
CHEMBL4822,266,10,GCN,T_K,2,52.5,61.29,0:00:59.250542
CHEMBL4822,266,10,GCN,T_K,3,66.25,67.2,0:01:28.989055
CHEMBL4822,266,10,GCN,T_K,4,68.75,65.59,0:01:58.566950
CHEMBL4822,266,10,GCN,T_K,5,68.75,67.2,0:02:28.248204
CHEMBL4822,266,10,GCN,T_K,6,71.25,66.13,0:02:57.913613
CHEMBL4822,266,10,GCN,T_K,7,72.5,67.2,0:03:27.591544
CHEMBL4822,266,10,GCN,T_K,8,72.5,68.28,0:03:57.215360
CHEMBL4822,266,10,GCN,T_K,9,72.5,68.28,0:04:26.985078
CHEMBL4822,266,10,GCN,T_K,10,76.25,69.35,0:04:56.605511
CHEMBL4822,266,10,GCN,T_K,11,71.25,69.89,0:05:26.200038
CHEMBL4822,266,10,GCN,T_K,12,71.25,70.43,0:05:55.813433
CHEMBL4822,266,10,GCN,T_K,13,63.75,69.35,0:06:25.466324
CHEMBL4822,266,10,GCN,T_K,14,71.25,77.42,0:06:55.100099
CHEMBL4822,266,10,GCN,T_K,15,73.75,77.42,0:07:24.795057
